tHalf,eff,best_roi
3.623274881959808e24,0.1532696,"(phi = (30.601866899790497, 167.41194711362738), sumE = (2707.617167670499, 3496.3133137929294), dy = (0.0, 287.7625326765189), dz = (0.0, 281.7089363566114), lPint = (0.0, 67.57331733128682), lPext = (4.5721354507934295, 100.0))"
