tHalf,eff,best_roi
3.5778056836492803e24,0.1429009,"(phi = (0.0, 180.0), sumE = (2700.0, 3100.0), dy = (0.0, 200.0), dz = (0.0, 200.0), lPint = (0.0, 1.4), lPext = (3.0, 100.0))"
