tHalf,eff,best_roi
1.558396783926182e23,0.0191943,"(phi = (0.0, 179.80388016067272), sumE = (2500.845591819384, 3480.1577529647943), dy = (0.0, 182.32686458014234), dz = (0.26710830888431, 300.0), lPint = (0.0, 24.93787430496274), lPext = (0.0, 98.38784505161362))"
