thalf
3.56041413235612e23
2.8183475683257472e23
2.7018547589610674e23
2.5116459515903374e23
1.889644008250095e23
1.8079554467450526e23
2.0920395564839374e23
2.4140521985052896e23
2.586700632397446e23
1.748715855296126e23
1.928138890248825e23
3.077859060698942e23
1.9897062027581174e23
2.0559212719109313e23
2.573080387583925e23
2.0682694098876052e23
1.8676417793464954e23
3.113537939245265e23
2.607930953541329e23
2.102086207243898e23
4.01087520408004e23
3.491128996629262e23
4.29512648322162e23
2.2781070601821603e23
2.049382178809457e23
2.3436621727897253e23
4.015234353759878e23
2.615977281526935e23
2.1821079032922755e23
2.1379166893081103e23
3.967278241997554e23
2.4784853685336317e23
2.9079495363199118e23
2.24186299284401e23
2.2478401760433727e23
2.192463239101926e23
2.554227128631501e23
2.1532606821061727e23
2.572936950683601e23
2.5501413115307075e23
2.5920941393040788e23
2.5117516157794806e23
2.320827153411051e23
3.367448960424223e23
2.4087818255989747e23
3.333574312225189e23
1.8577056121095585e23
2.9306774024460188e23
2.8225896948729262e23
2.8004129833334135e23
3.2250819910283276e23
3.718095030919821e23
2.9030879110355074e23
2.3819450590211634e23
1.9153204523177227e23
2.986976875907045e23
2.318067267625534e23
2.2954593039303037e23
2.3682081232501908e23
1.799394284135468e23
2.4448633194702252e23
2.949544036497676e23
3.011110325632212e23
2.8475016982942956e23
2.556112005264922e23
2.847122742923781e23
1.974767730771972e23
2.432833646285723e23
3.6084525646743705e23
2.4732049968033986e23
1.795669979291403e23
2.088693774660913e23
1.9029471123965876e23
2.2220063499973027e23
4.515432282934544e23
2.5294424556792738e23
2.0265830213561276e23
2.451404001925048e23
2.16033226326683e23
2.230124567628847e23
2.0143355924160998e23
2.9401004565616778e23
2.00869194495685e23
2.0238519666732575e23
1.7245253587795e23
2.0963200257934013e23
2.2649863603562516e23
2.136630029278959e23
2.0071252695762388e23
4.1631319570372246e23
1.695775696436993e23
1.7826094579161224e23
3.2182462531039646e23
2.4574191824785898e23
2.641441138110415e23
2.7244359687911196e23
2.6369575800080315e23
3.0028472109828305e23
3.2543803001827775e23
2.225464379084079e23
2.437183394044565e23
2.3404670821074527e23
2.3410385025613738e23
2.372522093090617e23
1.9750805101573033e23
3.476166880276657e23
2.9587947561141495e23
3.373038180188159e23
3.318666657427025e23
1.8203944291347934e23
1.9181846109180244e23
2.3276702552754035e23
2.3548013260097174e23
2.8462731072593662e23
2.6461814286539493e23
2.497650985246466e23
2.0981386522287904e23
2.2934142755556183e23
4.090006958160148e23
2.740534594455225e23
2.0753663872504673e23
3.4117433363107284e23
2.196083968978876e23
4.0473104649303274e23
1.934734682220881e23
2.6159634500072062e23
3.767261701642237e23
3.050273321082253e23
2.7268201928487295e23
1.835745637979241e23
2.6008121289328637e23
2.0600234958826533e23
2.3387998971485575e23
1.8850885906897097e23
2.5217151474385713e23
1.9728703164451832e23
3.740969716170175e23
2.136242093356556e23
2.514273182073672e23
2.3898052143421375e23
2.9629319864795645e23
2.18333334826143e23
2.0102520072091215e23
2.563764234162048e23
1.8367249333578297e23
2.0022342601514383e23
1.8741943318994662e23
2.0041276841537257e23
3.648638884419296e23
2.3990438289788854e23
2.7465999198032843e23
2.160372690551752e23
2.3879593364889272e23
1.9949751031862874e23
2.549585956648204e23
2.024208528326593e23
2.2462496939259774e23
3.547394067916682e23
2.061051813302604e23
4.269398458353733e23
3.269604888503793e23
2.6813089341949783e23
1.882529131703982e23
2.365197169169447e23
3.49172098352312e23
2.7175247332972075e23
2.2559115194418085e23
2.8783906219772462e23
2.144952975176285e23
3.048262385479996e23
2.276600469995854e23
1.7583013046179223e23
1.7424122930543352e23
2.6395589323383908e23
2.499064495405899e23
2.4207550737208696e23
