thalf
7.372201582825594e20
1.3233787153880965e21
5.23852500699189e20
1.0405975883908696e21
8.143687571622648e20
1.0936368046217034e21
5.237143122999684e20
9.286467487809688e20
7.392162741398471e20
5.887053239664277e20
6.185939304096521e20
9.193767443550709e20
4.5953367921251956e20
7.742288000269369e20
8.333612145906513e20
5.939680943740271e20
6.734150787229286e20
8.118553628696412e20
8.163741715446177e20
5.764957299674044e20
9.954022003767744e20
8.101657036740551e20
7.962053760556505e20
7.386524542211108e20
6.803690929681796e20
1.0672070066171629e21
8.536663527773614e20
1.0757767835089985e21
1.0265743247571862e21
9.049294890540637e20
8.69487574437109e20
6.936780140671449e20
5.588595616882327e20
4.8579278963996787e20
4.1769182491509096e20
6.673345313091871e20
1.0072552313454427e21
5.8803734708545356e20
5.631808578217081e20
7.660976987630792e20
4.799614850478191e20
7.615134339818511e20
9.736768211772732e20
6.623723136016668e20
7.69490050244159e20
1.2391248079416632e21
6.989678745041886e20
9.651486812013948e20
1.0851711377322774e21
7.374260191988794e20
9.721753044494528e20
6.903012120603916e20
7.258117810195893e20
9.539470989430034e20
1.0542386655409482e21
5.560030378308223e20
8.610225798561145e20
7.155295923191573e20
6.923914861375563e20
9.111232048527707e20
8.061595862685664e20
8.110248965912225e20
1.1489505002610366e21
7.541626011431423e20
6.864980030484258e20
6.172142560149858e20
7.30495897131802e20
6.946334927104282e20
6.818618088916046e20
1.0609574895962189e21
1.1754300190217642e21
9.995357298600563e20
7.920781965749201e20
6.787491253995623e20
7.926991139450109e20
6.938496523538096e20
6.927336466503922e20
6.879933606479658e20
1.0225067306116586e21
8.983002188735872e20
8.510499393697322e20
1.0250494734700979e21
9.711234108584247e20
6.305086447958365e20
6.065908195086907e20
5.490508143127109e20
7.876777142343588e20
8.020017627146077e20
6.652296229916205e20
5.4617162322232417e20
8.424802019297463e20
8.379623767600257e20
8.341027133372991e20
9.83891977174872e20
7.350767970074978e20
8.666489891822755e20
7.728083271507905e20
4.0121425260290035e20
5.705445748122705e20
8.442946380119928e20
1.2641831918895078e21
9.428979360523002e20
9.122434600534751e20
6.97321914824012e20
4.3611413799802955e20
7.354012689463109e20
6.837859885760508e20
5.504245230325069e20
6.782183573552892e20
8.997334664893451e20
7.225564706592054e20
7.189076398972873e20
8.420258288520929e20
1.5659640499069442e21
7.64437458404782e20
1.226875887691573e21
1.1456782229242747e21
8.936916899286415e20
