thalf,roi,eff,b,x0
1.0631305519111953e23,"(phi = (45.0, 176.0), sumE = (2422.0, 3348.0), maxE = (1534.0, 3072.0), r = (1.0, 35.0))",0.01418232,37.78 ± 0.68,"[40.0, 21.818181818181817, 1202.020202020202, 742.4242424242424, 2651.5151515151515, 813.1313131313132, 64.64646464646465, 59.5959595959596]"
4.635424523536065e22,"(phi = (48.0, 163.0), sumE = (2170.0, 2600.0), maxE = (742.0, 2516.0), r = (13.0, 24.0))",0.01370594,209.5 ± 3.8,"[152.72727272727272, 34.54545454545455, 1838.3838383838383, 3287.878787878788, 2686.868686868687, 2156.5656565656564, 13.131313131313131, 84.84848484848484]"
6.567404174882864e22,"(phi = (85.0, 162.0), sumE = (2244.0, 3466.0), maxE = (1634.0, 3407.0), r = (6.0, 65.0))",0.01334734,94.7 ± 1.7,"[174.54545454545453, 45.45454545454545, 919.1919191919192, 919.1919191919192, 35.35353535353536, 2828.282828282828, 66.66666666666667, 26.262626262626263]"
9.95034328215478e22,"(phi = (13.0, 132.0), sumE = (2348.0, 3225.0), maxE = (577.0, 2853.0), r = (5.0, 67.0))",0.01990611,91.2 ± 1.6,"[34.54545454545455, 176.36363636363637, 3111.1111111111113, 424.24242424242425, 671.7171717171717, 141.41414141414143, 18.181818181818183, 75.75757575757575]"
1.0775334254200974e23,"(phi = (0.0, 128.0), sumE = (2516.0, 2847.0), maxE = (608.0, 2940.0), r = (1.0, 73.0))",0.0088387,12.1 ± 0.21,"[90.9090909090909, 70.9090909090909, 3393.939393939394, 2404.040404040404, 1803.030303030303, 1131.3131313131314, 69.6969696969697, 64.64646464646465]"
5.055537992383477e22,"(phi = (9.0, 71.0), sumE = (2429.0, 3483.0), maxE = (387.0, 3403.0), r = (8.0, 99.0))",0.00413976,12.04 ± 0.21,"[149.0909090909091, 56.36363636363637, 141.41414141414143, 1590.909090909091, 2792.929292929293, 2863.6363636363635, 91.91919191919192, 53.535353535353536]"
5.824441177685649e22,"(phi = (46.0, 98.0), sumE = (2359.0, 2702.0), maxE = (584.0, 2974.0), r = (5.0, 82.0))",0.00762775,36.06 ± 0.65,"[32.72727272727273, 174.54545454545453, 1414.141414141414, 353.5353535353535, 459.5959595959596, 282.82828282828285, 71.71717171717172, 44.44444444444444]"
1.1048670591196433e23,"(phi = (23.0, 180.0), sumE = (2422.0, 2887.0), maxE = (1555.0, 2350.0), r = (1.0, 82.0))",0.01563349,42.87 ± 0.77,"[14.545454545454545, 65.45454545454545, 3429.2929292929293, 3464.6464646464647, 2474.747474747475, 247.4747474747475, 97.97979797979798, 95.95959595959596]"
6.897382945273829e22,"(phi = (67.0, 134.0), sumE = (2462.0, 3172.0), maxE = (302.0, 2809.0), r = (15.0, 87.0))",0.00535708,10.54 ± 0.19,"[132.72727272727272, 132.72727272727272, 2510.10101010101, 2085.8585858585857, 318.1818181818182, 318.1818181818182, 37.37373737373738, 72.72727272727273]"
6.8407411974729814e22,"(phi = (25.0, 158.0), sumE = (2203.0, 3040.0), maxE = (684.0, 2718.0), r = (18.0, 94.0))",0.02114742,230.4 ± 4.2,"[136.36363636363637, 123.63636363636364, 2616.161616161616, 2262.626262626263, 318.1818181818182, 176.76767676767676, 49.494949494949495, 20.2020202020202]"
1.0461830291688875e23,"(phi = (101.0, 176.0), sumE = (2581.0, 3034.0), maxE = (399.0, 2932.0), r = (4.0, 86.0))",0.00586999,4.444 ± 0.078,"[100.0, 143.63636363636363, 3005.050505050505, 1555.5555555555557, 1095.959595959596, 3252.5252525252527, 9.090909090909092, 98.98989898989899]"
