thalf,roi,eff,b,x0
2.0999986764892235e22,"(phi = (17.0, 175.0), sumE = (711.0, 3093.0), maxE = (48.0, 3270.0), r = (6.0, 82.0))",0.11343893,85500.0 ± 1300.0,"[136.36363636363637, 161.8181818181818, 3005.050505050505, 954.5454545454545, 601.010101010101, 3111.1111111111113, 91.91919191919192, 43.43434343434343]"
1.9092956932504352e22,"(phi = (39.0, 175.0), sumE = (528.0, 3340.0), maxE = (988.0, 1955.0), r = (6.0, 92.0))",0.04993003,20040.0 ± 340.0,"[52.72727272727273, 154.54545454545453, 2368.686868686869, 106.06060606060606, 3146.4646464646466, 1696.969696969697, 95.95959595959596, 63.63636363636363]"
2.0431327619307656e22,"(phi = (26.0, 176.0), sumE = (363.0, 3222.0), maxE = (394.0, 2808.0), r = (6.0, 63.0))",0.11413097,91400.0 ± 1300.0,"[174.54545454545453, 143.63636363636363, 1308.080808080808, 106.06060606060606, 848.4848484848485, 1944.4444444444443, 25.252525252525253, 5.05050505050505]"
2.039242285220255e22,"(phi = (47.0, 169.0), sumE = (126.0, 2762.0), maxE = (547.0, 2999.0), r = (4.0, 59.0))",0.09683045,66100.0 ± 1000.0,"[109.0909090909091, 36.36363636363637, 106.06060606060606, 1555.5555555555557, 1484.8484848484848, 2439.3939393939395, 13.131313131313131, 26.262626262626263]"
1.9467319600874873e22,"(phi = (25.0, 173.0), sumE = (401.0, 3167.0), maxE = (172.0, 2847.0), r = (1.0, 35.0))",0.10709182,88700.0 ± 1300.0,"[25.454545454545453, 107.27272727272727, 2015.1515151515152, 1696.969696969697, 3146.4646464646466, 2828.282828282828, 72.72727272727273, 16.161616161616163]"
1.8602684640915865e22,"(phi = (30.0, 161.0), sumE = (239.0, 2159.0), maxE = (105.0, 3007.0), r = (0.0, 47.0))",0.10843535,99600.0 ± 1400.0,"[176.36363636363637, 129.0909090909091, 530.3030303030303, 813.1313131313132, 353.5353535353535, 707.070707070707, 80.8080808080808, 62.62626262626262]"
1.855285138010129e22,"(phi = (58.0, 170.0), sumE = (1372.0, 3258.0), maxE = (750.0, 3277.0), r = (9.0, 74.0))",0.04740092,19130.0 ± 320.0,"[50.90909090909091, 170.9090909090909, 3146.4646464646466, 1449.4949494949494, 1909.090909090909, 1838.3838383838383, 12.121212121212121, 47.474747474747474]"
2.2586098618999673e22,"(phi = (1.0, 177.0), sumE = (944.0, 3334.0), maxE = (42.0, 2986.0), r = (3.0, 76.0))",0.10968046,69100.0 ± 1100.0,"[63.63636363636363, 23.636363636363637, 2686.868686868687, 2333.3333333333335, 848.4848484848485, 2333.3333333333335, 59.5959595959596, 83.83838383838383]"
2.1228322400419367e22,"(phi = (33.0, 166.0), sumE = (519.0, 3137.0), maxE = (514.0, 3328.0), r = (1.0, 76.0))",0.1097847,78400.0 ± 1200.0,"[16.363636363636363, 172.72727272727272, 318.1818181818182, 318.1818181818182, 1626.2626262626263, 2898.989898989899, 70.70707070707071, 82.82828282828282]"
2.0482540221535328e22,"(phi = (6.0, 178.0), sumE = (1595.0, 2722.0), maxE = (695.0, 2880.0), r = (7.0, 82.0))",0.04342308,13170.0 ± 230.0,"[1.8181818181818181, 47.27272727272727, 777.7777777777778, 2085.8585858585857, 2651.5151515151515, 3500.0, 70.70707070707071, 46.464646464646464]"
2.2223056724764586e22,"(phi = (5.0, 175.0), sumE = (667.0, 2762.0), maxE = (733.0, 3114.0), r = (4.0, 77.0))",0.09259185,50870.0 ± 830.0,"[149.0909090909091, 100.0, 3464.6464646464647, 777.7777777777778, 2969.6969696969695, 1979.79797979798, 69.6969696969697, 77.77777777777777]"
1.7817575680602192e22,"(phi = (31.0, 175.0), sumE = (621.0, 2186.0), maxE = (513.0, 3486.0), r = (10.0, 45.0))",0.0824507,62750.0 ± 940.0,"[154.54545454545453, 120.0, 2686.868686868687, 742.4242424242424, 2616.161616161616, 742.4242424242424, 87.87878787878788, 70.70707070707071]"
