thalf,roi,eff,b,x0
1.2217730768585689e22 ± 0.0,"(phi = (2.0, 178.0), sumE = (533.0, 2919.0), maxE = (98.0, 2727.0), r = (7.0, 87.0))",0.07020922 ± 0.0,96800.0 ± 1400.0,"[163.63636363636363, 116.36363636363636, 1484.8484848484848, 388.8888888888889, 777.7777777777778, 3393.939393939394, 82.82828282828282, 53.535353535353536]"
1.2153319408418991e22 ± 0.0,"(phi = (25.0, 164.0), sumE = (318.0, 3495.0), maxE = (335.0, 1734.0), r = (3.0, 86.0))",0.07008923 ± 0.0,97500.0 ± 1400.0,"[143.63636363636363, 61.81818181818182, 2580.808080808081, 2474.747474747475, 1060.6060606060605, 1909.090909090909, 83.83838383838383, 80.8080808080808]"
1.2197354073324687e22 ± 0.0,"(phi = (6.0, 178.0), sumE = (4.0, 3311.0), maxE = (405.0, 2654.0), r = (3.0, 45.0))",0.06905368 ± 0.0,93900.0 ± 1400.0,"[125.45454545454545, 76.36363636363636, 2474.747474747475, 3500.0, 1979.79797979798, 70.70707070707071, 28.282828282828284, 75.75757575757575]"
1.1432592145779217e22 ± 0.0,"(phi = (39.0, 179.0), sumE = (709.0, 3334.0), maxE = (207.0, 2272.0), r = (2.0, 71.0))",0.06131915 ± 0.0,84300.0 ± 1300.0,"[54.54545454545455, 83.63636363636364, 2828.282828282828, 2510.10101010101, 1272.7272727272727, 919.1919191919192, 5.05050505050505, 35.35353535353536]"
1.1725731930742437e22 ± 0.0,"(phi = (8.0, 175.0), sumE = (17.0, 1621.0), maxE = (257.0, 2985.0), r = (1.0, 66.0))",0.06801926 ± 0.0,98600.0 ± 1300.0,"[80.0, 149.0909090909091, 2969.6969696969695, 3005.050505050505, 3323.2323232323233, 70.70707070707071, 36.36363636363637, 60.60606060606061]"
1.05461217669778e22 ± 0.0,"(phi = (0.0, 169.0), sumE = (1053.0, 3489.0), maxE = (366.0, 2570.0), r = (1.0, 94.0))",0.04698708 ± 0.0,58170.0 ± 940.0,"[160.0, 154.54545454545453, 636.3636363636364, 2863.6363636363635, 176.76767676767676, 2792.929292929293, 39.39393939393939, 56.56565656565657]"
1.0960797373988864e22 ± 0.0,"(phi = (29.0, 173.0), sumE = (696.0, 3192.0), maxE = (548.0, 3330.0), r = (0.0, 43.0))",0.05432266 ± 0.0,72000.0 ± 1100.0,"[158.1818181818182, 143.63636363636363, 1131.3131313131314, 3287.878787878788, 2580.808080808081, 247.4747474747475, 61.61616161616162, 48.484848484848484]"
1.1909973136264428e22 ± 0.0,"(phi = (31.0, 161.0), sumE = (40.0, 2172.0), maxE = (228.0, 2285.0), r = (3.0, 55.0))",0.06908894 ± 0.0,98600.0 ± 1400.0,"[89.0909090909091, 105.45454545454545, 2969.6969696969695, 2404.040404040404, 1449.4949494949494, 1237.3737373737374, 4.040404040404041, 61.61616161616162]"
1.233652814609845e22 ± 0.0,"(phi = (18.0, 174.0), sumE = (221.0, 2702.0), maxE = (26.0, 3197.0), r = (2.0, 43.0))",0.07391213 ± 0.0,105200.0 ± 1500.0,"[14.545454545454545, 174.54545454545453, 282.82828282828285, 3393.939393939394, 318.1818181818182, 2722.222222222222, 27.272727272727273, 46.464646464646464]"
1.24061400907409e22 ± 0.0,"(phi = (8.0, 164.0), sumE = (248.0, 2758.0), maxE = (147.0, 2536.0), r = (5.0, 61.0))",0.07438582 ± 0.0,105400.0 ± 1400.0,"[180.0, 114.54545454545455, 777.7777777777778, 2121.212121212121, 3146.4646464646466, 1095.959595959596, 53.535353535353536, 9.090909090909092]"
1.2589682083296834e22 ± 0.0,"(phi = (22.0, 170.0), sumE = (515.0, 3288.0), maxE = (184.0, 3397.0), r = (1.0, 74.0))",0.07497914 ± 0.0,103900.0 ± 1500.0,"[100.0, 147.27272727272728, 1767.6767676767677, 1944.4444444444443, 954.5454545454545, 3252.5252525252527, 46.464646464646464, 96.96969696969697]"
