thalf,roi,eff,b,x0
2.1510403153122147e22,"(phi = (24.0, 160.0), sumE = (1429.0, 2712.0), maxE = (746.0, 3202.0), r = (2.0, 83.0))",0.06013039,22900.0 ± 390.0,"[27.272727272727273, 32.72727272727273, 3287.878787878788, 2404.040404040404, 954.5454545454545, 2722.222222222222, 76.76767676767676, 44.44444444444444]"
2.1161938174115385e22,"(phi = (34.0, 168.0), sumE = (740.0, 2583.0), maxE = (474.0, 2700.0), r = (3.0, 77.0))",0.10887695,77600.0 ± 1200.0,"[52.72727272727273, 50.90909090909091, 3358.5858585858587, 2898.989898989899, 424.24242424242425, 1909.090909090909, 48.484848484848484, 35.35353535353536]"
2.018119560145481e22,"(phi = (40.0, 161.0), sumE = (1380.0, 2867.0), maxE = (466.0, 3125.0), r = (6.0, 52.0))",0.05629987,22810.0 ± 380.0,"[38.18181818181818, 123.63636363636364, 3464.6464646464647, 70.70707070707071, 0.0, 2015.1515151515152, 16.161616161616163, 86.86868686868686]"
2.0704113371740285e22,"(phi = (18.0, 178.0), sumE = (519.0, 3264.0), maxE = (125.0, 3251.0), r = (5.0, 78.0))",0.12175502,101300.0 ± 1400.0,"[54.54545454545455, 98.18181818181819, 3252.5252525252527, 459.5959595959596, 2474.747474747475, 1803.030303030303, 37.37373737373738, 19.19191919191919]"
2.190805713526101e22,"(phi = (5.0, 168.0), sumE = (1087.0, 3354.0), maxE = (880.0, 3148.0), r = (0.0, 51.0))",0.07329107,32800.0 ± 550.0,"[80.0, 69.0909090909091, 424.24242424242425, 1343.4343434343434, 1696.969696969697, 1696.969696969697, 43.43434343434343, 52.525252525252526]"
2.205943484086988e22,"(phi = (38.0, 176.0), sumE = (1345.0, 2838.0), maxE = (399.0, 2445.0), r = (2.0, 60.0))",0.07003836,29540.0 ± 500.0,"[20.0, 127.27272727272727, 70.70707070707071, 3252.5252525252527, 530.3030303030303, 494.949494949495, 42.42424242424242, 65.65656565656566]"
1.878629521481963e22,"(phi = (32.0, 150.0), sumE = (661.0, 3456.0), maxE = (653.0, 3008.0), r = (8.0, 50.0))",0.07363241,45020.0 ± 710.0,"[152.72727272727272, 9.090909090909092, 2828.282828282828, 813.1313131313132, 2085.8585858585857, 1414.141414141414, 14.141414141414142, 43.43434343434343]"
2.0041619935484516e22,"(phi = (51.0, 170.0), sumE = (12.0, 2458.0), maxE = (421.0, 2470.0), r = (0.0, 75.0))",0.10469599,80000.0 ± 1200.0,"[121.81818181818181, 27.272727272727273, 1590.909090909091, 3146.4646464646466, 3111.1111111111113, 1838.3838383838383, 62.62626262626262, 62.62626262626262]"
2.028877535983303e22,"(phi = (50.0, 171.0), sumE = (742.0, 3071.0), maxE = (584.0, 2397.0), r = (5.0, 70.0))",0.0906973,58560.0 ± 920.0,"[165.45454545454547, 32.72727272727273, 2439.3939393939395, 565.6565656565657, 2227.2727272727275, 388.8888888888889, 27.272727272727273, 30.303030303030305]"
2.105599175411727e22,"(phi = (24.0, 161.0), sumE = (1184.0, 2855.0), maxE = (522.0, 2667.0), r = (4.0, 43.0))",0.07650902,38690.0 ± 630.0,"[167.27272727272728, 14.545454545454545, 707.070707070707, 530.3030303030303, 2510.10101010101, 35.35353535353536, 33.333333333333336, 35.35353535353536]"
1.9071978308098524e22,"(phi = (5.0, 178.0), sumE = (1774.0, 2416.0), maxE = (128.0, 1983.0), r = (2.0, 45.0))",0.02939285,6960.0 ± 120.0,"[167.27272727272728, 67.27272727272727, 636.3636363636364, 2404.040404040404, 1803.030303030303, 35.35353535353536, 64.64646464646465, 78.78787878787878]"
2.124646036262661e22,"(phi = (35.0, 179.0), sumE = (983.0, 2369.0), maxE = (784.0, 1807.0), r = (1.0, 61.0))",0.08034778,41910.0 ± 690.0,"[147.27272727272728, 47.27272727272727, 2085.8585858585857, 1131.3131313131314, 2156.5656565656564, 2898.989898989899, 20.2020202020202, 17.171717171717173]"
1.989263217153998e22,"(phi = (8.0, 174.0), sumE = (426.0, 3057.0), maxE = (772.0, 2289.0), r = (10.0, 52.0))",0.07182321,38200.0 ± 620.0,"[74.54545454545455, 43.63636363636363, 2580.808080808081, 3287.878787878788, 2828.282828282828, 1803.030303030303, 68.68686868686869, 37.37373737373738]"
1.8691840949654907e22,"(phi = (52.0, 164.0), sumE = (1360.0, 2570.0), maxE = (371.0, 2025.0), r = (6.0, 40.0))",0.04956953,20610.0 ± 350.0,"[132.72727272727272, 174.54545454545453, 530.3030303030303, 3500.0, 2757.5757575757575, 2934.343434343434, 3.0303030303030303, 70.70707070707071]"
2.2786153510540574e22,"(phi = (4.0, 173.0), sumE = (962.0, 3356.0), maxE = (3.0, 3402.0), r = (1.0, 77.0))",0.10982383,68100.0 ± 1100.0,"[70.9090909090909, 60.0, 353.5353535353535, 2686.868686868687, 2156.5656565656564, 2368.686868686869, 67.67676767676768, 14.141414141414142]"
2.220375885914422e22,"(phi = (2.0, 167.0), sumE = (443.0, 3429.0), maxE = (793.0, 2605.0), r = (1.0, 82.0))",0.0856387,43590.0 ± 710.0,"[116.36363636363636, 114.54545454545455, 1661.6161616161617, 424.24242424242425, 530.3030303030303, 1909.090909090909, 49.494949494949495, 84.84848484848484]"
1.8869128123729886e22,"(phi = (19.0, 167.0), sumE = (1801.0, 3231.0), maxE = (914.0, 2458.0), r = (6.0, 79.0))",0.02617398,5640.0 ± 100.0,"[5.454545454545454, 94.54545454545455, 3323.2323232323233, 494.949494949495, 1378.7878787878788, 742.4242424242424, 73.73737373737374, 71.71717171717172]"
