thalf,roi,eff,b,x0
8.599079304462807e22,"(phi = (4.0, 139.0), sumE = (2649.0, 3494.0), maxE = (598.0, 3499.0), r = (7.0, 59.0))",0.00342166,1.369 ± 0.021,"[63.63636363636363, 76.36363636363636, 671.7171717171717, 1520.20202020202, 2863.6363636363635, 2651.5151515151515, 98.98989898989899, 75.75757575757575]"
9.145531185126147e22,"(phi = (10.0, 169.0), sumE = (2668.0, 2863.0), maxE = (1503.0, 2855.0), r = (2.0, 45.0))",0.00365961,1.397 ± 0.023,"[101.81818181818181, 160.0, 2580.808080808081, 2757.5757575757575, 2510.10101010101, 3075.757575757576, 43.43434343434343, 85.85858585858585]"
7.047265937083228e22,"(phi = (25.0, 162.0), sumE = (1816.0, 2828.0), maxE = (925.0, 2910.0), r = (2.0, 74.0))",0.09676091,5524.0 ± 99.0,"[172.72727272727272, 132.72727272727272, 954.5454545454545, 565.6565656565657, 1060.6060606060605, 919.1919191919192, 36.36363636363637, 47.474747474747474]"
1.1430786658402765e23,"(phi = (5.0, 150.0), sumE = (2321.0, 3219.0), maxE = (198.0, 2787.0), r = (0.0, 84.0))",0.03057509,170.0 ± 3.1,"[40.0, 90.9090909090909, 3323.2323232323233, 459.5959595959596, 318.1818181818182, 3146.4646464646466, 14.141414141414142, 73.73737373737374]"
7.752030379329713e22,"(phi = (93.0, 134.0), sumE = (2435.0, 3349.0), maxE = (1277.0, 3273.0), r = (2.0, 69.0))",0.00737354,17.14 ± 0.31,"[80.0, 32.72727272727273, 2616.161616161616, 2474.747474747475, 1520.20202020202, 1803.030303030303, 60.60606060606061, 94.94949494949495]"
5.352768467697219e22,"(phi = (110.0, 176.0), sumE = (2022.0, 2640.0), maxE = (917.0, 2530.0), r = (9.0, 52.0))",0.02871039,843.0 ± 15.0,"[61.81818181818182, 85.45454545454545, 3429.2929292929293, 565.6565656565657, 1803.030303030303, 1979.79797979798, 85.85858585858585, 77.77777777777777]"
1.4226803203851907e23,"(phi = (33.0, 178.0), sumE = (2570.0, 3500.0), maxE = (350.0, 3482.0), r = (2.0, 86.0))",0.01033676,8.9 ± 0.15,"[141.8181818181818, 83.63636363636364, 2191.919191919192, 1732.3232323232323, 2191.919191919192, 883.8383838383838, 28.282828282828284, 59.5959595959596]"
7.4256033840412544e22,"(phi = (93.0, 180.0), sumE = (2434.0, 3485.0), maxE = (882.0, 3288.0), r = (14.0, 37.0))",0.0073795,19.15 ± 0.34,"[69.0909090909091, 174.54545454545453, 2651.5151515151515, 565.6565656565657, 2828.282828282828, 671.7171717171717, 59.5959595959596, 77.77777777777777]"
9.701916712767346e22,"(phi = (15.0, 150.0), sumE = (2474.0, 3455.0), maxE = (1276.0, 1867.0), r = (1.0, 99.0))",0.00963973,19.14 ± 0.34,"[58.18181818181818, 147.27272727272728, 1060.6060606060605, 2757.5757575757575, 601.010101010101, 1060.6060606060605, 48.484848484848484, 47.474747474747474]"
6.858194927738658e22,"(phi = (62.0, 145.0), sumE = (2217.0, 2864.0), maxE = (655.0, 1939.0), r = (7.0, 75.0))",0.02123827,231.3 ± 4.2,"[76.36363636363636, 54.54545454545455, 1484.8484848484848, 3146.4646464646466, 3287.878787878788, 530.3030303030303, 82.82828282828282, 81.81818181818181]"
7.383259813344811e22,"(phi = (25.0, 118.0), sumE = (2124.0, 3387.0), maxE = (1055.0, 3363.0), r = (5.0, 44.0))",0.02926535,460.4 ± 8.3,"[81.81818181818181, 32.72727272727273, 1343.4343434343434, 2333.3333333333335, 35.35353535353536, 2156.5656565656564, 51.515151515151516, 56.56565656565657]"
7.258108994327472e22,"(phi = (12.0, 112.0), sumE = (2192.0, 3092.0), maxE = (100.0, 2302.0), r = (2.0, 61.0))",0.0248812,285.8 ± 5.2,"[132.72727272727272, 16.363636363636363, 2898.989898989899, 1838.3838383838383, 3429.2929292929293, 671.7171717171717, 75.75757575757575, 1.0101010101010102]"
