thalf,roi,eff,b,x0
5.4404676738419813e23,"(phi = (32.0, 91.0), sumE = (2759.0, 3251.0), maxE = (1880.0, 3161.0), r = (7.0, 75.0))",0.01518676,0.05375 ± 0.00035,"[52.72727272727273, 130.9090909090909, 2792.929292929293, 1873.7373737373737, 3217.1717171717173, 989.89898989899, 5.05050505050505, 96.96969696969697]"
2.549434842353749e23,"(phi = (112.0, 123.0), sumE = (2379.0, 3297.0), maxE = (56.0, 3407.0), r = (6.0, 72.0))",0.018287,8.64 ± 0.16,"[127.27272727272727, 67.27272727272727, 1202.020202020202, 1555.5555555555557, 388.8888888888889, 1696.969696969697, 88.88888888888889, 4.040404040404041]"
1.2081961084294755e24,"(phi = (11.0, 142.0), sumE = (2746.0, 2892.0), maxE = (1361.0, 2522.0), r = (15.0, 47.0))",0.03409139,0.07841 ± 0.00071,"[81.81818181818181, 94.54545454545455, 3111.1111111111113, 2863.6363636363635, 3358.5858585858587, 2404.040404040404, 52.525252525252526, 18.181818181818183]"
5.8055148210052873e23,"(phi = (68.0, 159.0), sumE = (2297.0, 3290.0), maxE = (1413.0, 2375.0), r = (3.0, 63.0))",0.13420884,124.5 ± 2.2,"[14.545454545454545, 136.36363636363637, 1414.141414141414, 353.5353535353535, 2262.626262626263, 3252.5252525252527, 100.0, 8.080808080808081]"
2.021561025287593e24,"(phi = (22.0, 160.0), sumE = (2558.0, 3344.0), maxE = (650.0, 2375.0), r = (5.0, 50.0))",0.14688044,8.9 ± 0.16,"[180.0, 130.9090909090909, 1838.3838383838383, 3287.878787878788, 1979.79797979798, 3252.5252525252527, 60.60606060606061, 41.41414141414141]"
2.1310183986076888e24,"(phi = (57.0, 162.0), sumE = (2623.0, 3112.0), maxE = (296.0, 2117.0), r = (4.0, 81.0))",0.09757883,2.255 ± 0.039,"[100.0, 23.636363636363637, 636.3636363636364, 2580.808080808081, 247.4747474747475, 2262.626262626263, 22.22222222222222, 25.252525252525253]"
6.794547185723869e23,"(phi = (113.0, 135.0), sumE = (2497.0, 3310.0), maxE = (122.0, 3495.0), r = (3.0, 79.0))",0.04020624,5.253 ± 0.094,"[50.90909090909091, 130.9090909090909, 777.7777777777778, 2510.10101010101, 3111.1111111111113, 2686.868686868687, 12.121212121212121, 9.090909090909092]"
1.9547678307837378e24,"(phi = (46.0, 163.0), sumE = (2534.0, 3493.0), maxE = (1387.0, 3324.0), r = (5.0, 96.0))",0.15506491,11.16 ± 0.2,"[52.72727272727273, 50.90909090909091, 282.82828282828285, 1308.080808080808, 388.8888888888889, 2686.868686868687, 48.484848484848484, 90.9090909090909]"
1.1747273467380979e24,"(phi = (102.0, 178.0), sumE = (2487.0, 3232.0), maxE = (417.0, 3047.0), r = (5.0, 90.0))",0.11139494,17.03 ± 0.3,"[61.81818181818182, 116.36363636363636, 494.949494949495, 3111.1111111111113, 1308.080808080808, 2651.5151515151515, 80.8080808080808, 38.38383838383838]"
1.265023198241574e24,"(phi = (25.0, 127.0), sumE = (2638.0, 3146.0), maxE = (1994.0, 3014.0), r = (1.0, 57.0))",0.04096129,0.535 ± 0.0082,"[7.2727272727272725, 45.45454545454545, 3040.40404040404, 2545.4545454545455, 247.4747474747475, 1449.4949494949494, 89.8989898989899, 73.73737373737374]"
1.6547263340087596e24,"(phi = (50.0, 137.0), sumE = (2643.0, 3473.0), maxE = (1158.0, 2739.0), r = (15.0, 98.0))",0.05687565,0.725 ± 0.012,"[83.63636363636364, 43.63636363636363, 424.24242424242425, 1272.7272727272727, 1590.909090909091, 1979.79797979798, 18.181818181818183, 59.5959595959596]"
4.230650914177096e23,"(phi = (95.0, 124.0), sumE = (2494.0, 3149.0), maxE = (370.0, 1812.0), r = (3.0, 52.0))",0.02127899,3.13 ± 0.056,"[100.0, 172.72727272727272, 1449.4949494949494, 2898.989898989899, 2439.3939393939395, 2934.343434343434, 80.8080808080808, 86.86868686868686]"
1.9084863072380316e24,"(phi = (26.0, 128.0), sumE = (2780.0, 2965.0), maxE = (1071.0, 3361.0), r = (1.0, 67.0))",0.05404229,0.09027 ± 0.00071,"[169.0909090909091, 32.72727272727273, 671.7171717171717, 106.06060606060606, 212.12121212121212, 1131.3131313131314, 18.181818181818183, 85.85858585858585]"
6.745518512788354e23,"(phi = (67.0, 143.0), sumE = (2690.0, 3296.0), maxE = (922.0, 2087.0), r = (1.0, 11.0))",0.0200198,0.2271 ± 0.0039,"[112.72727272727273, 34.54545454545455, 636.3636363636364, 2297.979797979798, 3075.757575757576, 530.3030303030303, 10.1010101010101, 12.121212121212121]"
3.0029987193753827e23,"(phi = (108.0, 137.0), sumE = (2329.0, 3009.0), maxE = (1196.0, 2653.0), r = (12.0, 61.0))",0.03656073,30.68 ± 0.55,"[80.0, 118.18181818181819, 212.12121212121212, 2580.808080808081, 2934.343434343434, 2934.343434343434, 70.70707070707071, 33.333333333333336]"
1.5628761304624334e24,"(phi = (8.0, 152.0), sumE = (2661.0, 2911.0), maxE = (1787.0, 2935.0), r = (11.0, 50.0))",0.05060573,0.5259 ± 0.0083,"[58.18181818181818, 72.72727272727273, 1696.969696969697, 2227.2727272727275, 353.5353535353535, 3146.4646464646466, 91.91919191919192, 77.77777777777777]"
1.4214762823495843e24,"(phi = (68.0, 161.0), sumE = (2612.0, 3440.0), maxE = (1859.0, 2838.0), r = (3.0, 30.0))",0.0545615,1.186 ± 0.02,"[81.81818181818181, 45.45454545454545, 1343.4343434343434, 2333.3333333333335, 3075.757575757576, 1166.6666666666667, 88.88888888888889, 30.303030303030305]"
3.868374839681211e23,"(phi = (35.0, 162.0), sumE = (174.0, 3223.0), maxE = (2149.0, 3476.0), r = (17.0, 80.0))",0.02497586,6.57 ± 0.12,"[7.2727272727272725, 132.72727272727272, 2191.919191919192, 282.82828282828285, 1520.20202020202, 35.35353535353536, 18.181818181818183, 67.67676767676768]"
8.281618857438751e23,"(phi = (5.0, 174.0), sumE = (2437.0, 3251.0), maxE = (1622.0, 2878.0), r = (17.0, 64.0))",0.07515832,15.43 ± 0.27,"[152.72727272727272, 154.54545454545453, 353.5353535353535, 813.1313131313132, 2757.5757575757575, 1060.6060606060605, 59.5959595959596, 87.87878787878788]"
2.2178785647868521e24,"(phi = (16.0, 153.0), sumE = (2572.0, 3324.0), maxE = (698.0, 2882.0), r = (6.0, 44.0))",0.14279009,6.53 ± 0.11,"[138.1818181818182, 63.63636363636363, 883.8383838383838, 2333.3333333333335, 3111.1111111111113, 424.24242424242425, 68.68686868686869, 20.2020202020202]"
7.799194742656755e23,"(phi = (48.0, 108.0), sumE = (2504.0, 3389.0), maxE = (118.0, 2024.0), r = (2.0, 61.0))",0.04902965,6.18 ± 0.11,"[30.90909090909091, 38.18181818181818, 2227.2727272727275, 707.070707070707, 1095.959595959596, 1661.6161616161617, 37.37373737373738, 73.73737373737374]"
1.9712595432530916e24,"(phi = (69.0, 180.0), sumE = (2586.0, 3451.0), maxE = (977.0, 3231.0), r = (10.0, 46.0))",0.10704612,4.018 ± 0.07,"[47.27272727272727, 150.9090909090909, 1237.3737373737374, 777.7777777777778, 2969.6969696969695, 2474.747474747475, 42.42424242424242, 48.484848484848484]"
