thalf,roi,eff,b,x0
2.3472445140379776e24,"(phi = (27.0, 167.0), sumE = (2811.0, 3154.0), maxE = (1459.0, 2995.0), r = (1.0, 31.0))",0.06599625,0.07037 ± 0.00035,"[74.54545454545455, 89.0909090909091, 1803.030303030303, 2616.161616161616, 742.4242424242424, 3075.757575757576, 74.74747474747475, 9.090909090909092]"
1.111849341329867e24,"(phi = (111.0, 138.0), sumE = (2739.0, 3246.0), maxE = (857.0, 2653.0), r = (2.0, 41.0))",0.03103665,0.0486 ± 0.00053,"[60.0, 58.18181818181818, 954.5454545454545, 1378.7878787878788, 3111.1111111111113, 35.35353535353536, 12.121212121212121, 96.96969696969697]"
8.638090525028965e23,"(phi = (63.0, 133.0), sumE = (2572.0, 3408.0), maxE = (922.0, 2738.0), r = (5.0, 15.0))",0.03567654,1.582 ± 0.028,"[176.36363636363637, 47.27272727272727, 1095.959595959596, 2510.10101010101, 1732.3232323232323, 2085.8585858585857, 91.91919191919192, 76.76767676767676]"
9.529020486957061e23,"(phi = (93.0, 160.0), sumE = (2734.0, 3329.0), maxE = (728.0, 3497.0), r = (20.0, 91.0))",0.02679225,0.06906 ± 0.00071,"[12.727272727272727, 80.0, 1873.7373737373737, 3005.050505050505, 2262.626262626263, 1484.8484848484848, 3.0303030303030303, 73.73737373737374]"
1.8855977340602778e24,"(phi = (100.0, 165.0), sumE = (2579.0, 3019.0), maxE = (380.0, 3114.0), r = (2.0, 97.0))",0.10631502,4.512 ± 0.079,"[43.63636363636363, 14.545454545454545, 2404.040404040404, 1095.959595959596, 212.12121212121212, 742.4242424242424, 34.343434343434346, 27.272727272727273]"
1.2944382460661211e24,"(phi = (36.0, 120.0), sumE = (2743.0, 3485.0), maxE = (773.0, 2360.0), r = (4.0, 26.0))",0.03678334,0.1011 ± 0.0012,"[63.63636363636363, 174.54545454545453, 1590.909090909091, 3323.2323232323233, 813.1313131313132, 3323.2323232323233, 78.78787878787878, 79.79797979797979]"
4.054583274656949e23,"(phi = (19.0, 155.0), sumE = (2023.0, 3446.0), maxE = (1953.0, 3330.0), r = (6.0, 61.0))",0.0720608,70.9 ± 1.3,"[54.54545454545455, 90.9090909090909, 3464.6464646464647, 3181.818181818182, 2227.2727272727275, 742.4242424242424, 32.323232323232325, 36.36363636363637]"
2.315469765341541e23,"(phi = (1.0, 163.0), sumE = (2025.0, 3399.0), maxE = (970.0, 3496.0), r = (11.0, 66.0))",0.15629922,1335.0 ± 24.0,"[7.2727272727272725, 76.36363636363636, 954.5454545454545, 707.070707070707, 3358.5858585858587, 1696.969696969697, 92.92929292929293, 16.161616161616163]"
1.9041685880348694e24,"(phi = (10.0, 165.0), sumE = (2733.0, 3314.0), maxE = (119.0, 2298.0), r = (14.0, 68.0))",0.05541784,0.1726 ± 0.002,"[67.27272727272727, 141.8181818181818, 2580.808080808081, 1696.969696969697, 530.3030303030303, 3252.5252525252527, 53.535353535353536, 17.171717171717173]"
5.79542659890777e23,"(phi = (8.0, 135.0), sumE = (2428.0, 3341.0), maxE = (1284.0, 2989.0), r = (23.0, 90.0))",0.04824078,12.53 ± 0.22,"[147.27272727272728, 85.45454545454545, 671.7171717171717, 1202.020202020202, 1166.6666666666667, 247.4747474747475, 59.5959595959596, 100.0]"
1.357707013801085e24,"(phi = (116.0, 179.0), sumE = (2669.0, 3469.0), maxE = (698.0, 2877.0), r = (13.0, 42.0))",0.04337701,0.4753 ± 0.0076,"[167.27272727272728, 56.36363636363637, 353.5353535353535, 3005.050505050505, 742.4242424242424, 1944.4444444444443, 73.73737373737374, 29.292929292929294]"
8.123355286336631e23,"(phi = (18.0, 177.0), sumE = (2499.0, 2973.0), maxE = (1918.0, 3224.0), r = (17.0, 68.0))",0.04396352,3.981 ± 0.07,"[96.36363636363636, 54.54545454545455, 3464.6464646464647, 1060.6060606060605, 2156.5656565656564, 3005.050505050505, 36.36363636363637, 80.8080808080808]"
2.661118730557651e24,"(phi = (14.0, 170.0), sumE = (2657.0, 3389.0), maxE = (276.0, 3013.0), r = (12.0, 81.0))",0.10487395,1.322 ± 0.021,"[25.454545454545453, 156.36363636363637, 459.5959595959596, 459.5959595959596, 2651.5151515151515, 3040.40404040404, 70.70707070707071, 28.282828282828284]"
2.2157870302023772e24,"(phi = (33.0, 141.0), sumE = (2770.0, 3499.0), maxE = (1570.0, 2674.0), r = (0.0, 66.0))",0.06340377,0.11984 ± 0.00089,"[0.0, 100.0, 2439.3939393939395, 70.70707070707071, 2297.979797979798, 1626.2626262626263, 35.35353535353536, 37.37373737373738]"
6.738180054497262e23,"(phi = (39.0, 113.0), sumE = (2404.0, 3209.0), maxE = (227.0, 2594.0), r = (0.0, 32.0))",0.08118804,29.88 ± 0.54,"[89.0909090909091, 120.0, 919.1919191919192, 2863.6363636363635, 3005.050505050505, 2545.4545454545455, 16.161616161616163, 4.040404040404041]"
2.638501823604664e23,"(phi = (148.0, 176.0), sumE = (2350.0, 3167.0), maxE = (1615.0, 2406.0), r = (4.0, 76.0))",0.02343862,14.66 ± 0.26,"[78.18181818181819, 74.54545454545455, 3500.0, 777.7777777777778, 2404.040404040404, 70.70707070707071, 74.74747474747475, 85.85858585858585]"
1.618583674635567e24,"(phi = (43.0, 161.0), sumE = (2492.0, 3330.0), maxE = (1318.0, 2771.0), r = (3.0, 89.0))",0.17290387,22.44 ± 0.4,"[83.63636363636364, 45.45454545454545, 989.89898989899, 2934.343434343434, 848.4848484848485, 2015.1515151515152, 94.94949494949495, 15.151515151515152]"
5.385001573571643e23,"(phi = (17.0, 167.0), sumE = (2405.0, 2765.0), maxE = (721.0, 2699.0), r = (2.0, 90.0))",0.1018141,80.7 ± 1.4,"[98.18181818181819, 118.18181818181819, 3217.1717171717173, 1095.959595959596, 141.41414141414143, 1166.6666666666667, 93.93939393939394, 70.70707070707071]"
1.211883570163389e24,"(phi = (9.0, 103.0), sumE = (2601.0, 3014.0), maxE = (1609.0, 2554.0), r = (7.0, 65.0))",0.04766622,1.31 ± 0.022,"[140.0, 83.63636363636364, 2015.1515151515152, 2333.3333333333335, 3393.939393939394, 565.6565656565657, 53.535353535353536, 87.87878787878788]"
5.280604021713463e23,"(phi = (13.0, 170.0), sumE = (2453.0, 3230.0), maxE = (1471.0, 1953.0), r = (18.0, 42.0))",0.03816366,8.79 ± 0.16,"[14.545454545454545, 20.0, 70.70707070707071, 954.5454545454545, 2474.747474747475, 601.010101010101, 33.333333333333336, 60.60606060606061]"
