thalf,roi,eff,b,x0
5.9390959588089205e22,"(phi = (55.0, 103.0), sumE = (2356.0, 3406.0), maxE = (1133.0, 2171.0), r = (5.0, 76.0))",0.00747942,33.14 ± 0.6,"[94.54545454545455, 174.54545454545453, 1696.969696969697, 1095.959595959596, 1803.030303030303, 388.8888888888889, 59.5959595959596, 40.4040404040404]"
8.907631511373163e22,"(phi = (25.0, 121.0), sumE = (2519.0, 3452.0), maxE = (317.0, 3267.0), r = (8.0, 92.0))",0.00636237,8.56 ± 0.15,"[63.63636363636363, 152.72727272727272, 318.1818181818182, 282.82828282828285, 989.89898989899, 601.010101010101, 61.61616161616162, 35.35353535353536]"
8.754514525622784e22,"(phi = (62.0, 143.0), sumE = (2236.0, 2852.0), maxE = (318.0, 3204.0), r = (0.0, 52.0))",0.02838073,253.9 ± 4.6,"[14.545454545454545, 167.27272727272728, 1555.5555555555557, 212.12121212121212, 3252.5252525252527, 1166.6666666666667, 67.67676767676768, 80.8080808080808]"
1.4599786509629768e23,"(phi = (17.0, 171.0), sumE = (2519.0, 3479.0), maxE = (1133.0, 3410.0), r = (1.0, 67.0))",0.01465589,19.53 ± 0.34,"[167.27272727272728, 63.63636363636363, 247.4747474747475, 1520.20202020202, 3252.5252525252527, 3393.939393939394, 94.94949494949495, 7.070707070707071]"
8.085036302530161e22,"(phi = (87.0, 148.0), sumE = (2277.0, 3201.0), maxE = (749.0, 3450.0), r = (4.0, 45.0))",0.01973613,140.0 ± 2.5,"[121.81818181818181, 114.54545454545455, 3075.757575757576, 424.24242424242425, 106.06060606060606, 2050.5050505050503, 21.21212121212121, 84.84848484848484]"
9.924642098794209e22,"(phi = (13.0, 139.0), sumE = (2491.0, 3260.0), maxE = (946.0, 2652.0), r = (11.0, 92.0))",0.00869826,14.22 ± 0.25,"[149.0909090909091, 21.818181818181817, 1343.4343434343434, 0.0, 601.010101010101, 3217.1717171717173, 17.171717171717173, 16.161616161616163]"
7.032710766772822e22,"(phi = (0.0, 178.0), sumE = (2557.0, 2806.0), maxE = (1311.0, 3036.0), r = (21.0, 59.0))",0.00364269,3.449 ± 0.059,"[90.9090909090909, 100.0, 2580.808080808081, 2474.747474747475, 2015.1515151515152, 2333.3333333333335, 56.56565656565657, 28.282828282828284]"
5.766386894807783e22,"(phi = (120.0, 152.0), sumE = (2204.0, 3008.0), maxE = (1074.0, 3379.0), r = (0.0, 45.0))",0.01589786,181.0 ± 3.3,"[25.454545454545453, 85.45454545454545, 1095.959595959596, 1555.5555555555557, 2191.919191919192, 601.010101010101, 28.282828282828284, 75.75757575757575]"
7.988773526962282e22,"(phi = (9.0, 166.0), sumE = (2080.0, 3084.0), maxE = (777.0, 2350.0), r = (12.0, 79.0))",0.04430653,901.0 ± 16.0,"[129.0909090909091, 85.45454545454545, 954.5454545454545, 388.8888888888889, 3075.757575757576, 2510.10101010101, 37.37373737373738, 48.484848484848484]"
5.471641531433025e22,"(phi = (22.0, 93.0), sumE = (2309.0, 2737.0), maxE = (1132.0, 3330.0), r = (11.0, 79.0))",0.00870929,55.47 ± 1.0,"[118.18181818181819, 63.63636363636363, 2085.8585858585857, 1378.7878787878788, 1873.7373737373737, 813.1313131313132, 50.505050505050505, 46.464646464646464]"
9.394685841298163e22,"(phi = (0.0, 132.0), sumE = (2467.0, 3371.0), maxE = (1464.0, 3413.0), r = (7.0, 81.0))",0.00886832,16.87 ± 0.3,"[16.363636363636363, 118.18181818181819, 1414.141414141414, 2297.979797979798, 3181.818181818182, 2651.5151515151515, 50.505050505050505, 30.303030303030305]"
1.06485177743245e23,"(phi = (93.0, 169.0), sumE = (2419.0, 2819.0), maxE = (488.0, 3436.0), r = (2.0, 100.0))",0.01532919,44.76 ± 0.8,"[9.090909090909092, 30.90909090909091, 353.5353535353535, 3358.5858585858587, 2227.2727272727275, 3111.1111111111113, 56.56565656565657, 93.93939393939394]"
1.4419900408965134e23,"(phi = (12.0, 176.0), sumE = (2563.0, 3004.0), maxE = (327.0, 2751.0), r = (3.0, 64.0))",0.01095151,10.01 ± 0.17,"[165.45454545454547, 38.18181818181818, 3252.5252525252527, 3429.2929292929293, 1060.6060606060605, 2404.040404040404, 49.494949494949495, 38.38383838383838]"
9.019845341118346e22,"(phi = (19.0, 131.0), sumE = (2574.0, 2994.0), maxE = (1113.0, 2568.0), r = (9.0, 85.0))",0.0049898,4.249 ± 0.073,"[176.36363636363637, 180.0, 1873.7373737373737, 1767.6767676767677, 2898.989898989899, 2651.5151515151515, 31.31313131313131, 60.60606060606061]"
5.0238923720757405e22,"(phi = (2.0, 137.0), sumE = (1704.0, 3481.0), maxE = (1055.0, 3107.0), r = (10.0, 88.0))",0.06223806,4497.0 ± 79.0,"[167.27272727272728, 69.0909090909091, 1272.7272727272727, 1272.7272727272727, 2474.747474747475, 2510.10101010101, 44.44444444444444, 59.5959595959596]"
