thalf,roi,eff,b,x0
1.007963430751752e23,"(phi = (18.0, 164.0), sumE = (2181.0, 3235.0), maxE = (343.0, 2541.0), r = (0.0, 30.0))",0.04313962,536.8 ± 9.7,"[50.90909090909091, 165.45454545454547, 353.5353535353535, 2227.2727272727275, 2227.2727272727275, 3429.2929292929293, 40.4040404040404, 65.65656565656566]"
6.2119964259422036e22,"(phi = (36.0, 171.0), sumE = (1865.0, 3147.0), maxE = (121.0, 2061.0), r = (9.0, 46.0))",0.06731413,3441.0 ± 62.0,"[165.45454545454547, 12.727272727272727, 2404.040404040404, 2050.5050505050503, 989.89898989899, 2757.5757575757575, 64.64646464646465, 66.66666666666667]"
9.82998374522252e22,"(phi = (59.0, 147.0), sumE = (2293.0, 3012.0), maxE = (993.0, 2873.0), r = (1.0, 50.0))",0.02621013,168.8 ± 3.0,"[69.0909090909091, 105.45454545454545, 3358.5858585858587, 494.949494949495, 3393.939393939394, 424.24242424242425, 40.4040404040404, 78.78787878787878]"
4.420167822498453e22,"(phi = (6.0, 172.0), sumE = (95.0, 3237.0), maxE = (1988.0, 3458.0), r = (11.0, 58.0))",0.0066748,49.61 ± 0.89,"[83.63636363636364, 96.36363636363636, 883.8383838383838, 707.070707070707, 919.1919191919192, 530.3030303030303, 83.83838383838383, 76.76767676767676]"
8.70319341393062e22,"(phi = (63.0, 175.0), sumE = (2408.0, 3280.0), maxE = (801.0, 1879.0), r = (2.0, 29.0))",0.0120168,40.79 ± 0.73,"[101.81818181818181, 81.81818181818181, 1944.4444444444443, 106.06060606060606, 1237.3737373737374, 1060.6060606060605, 3.0303030303030303, 66.66666666666667]"
8.919615340916068e22,"(phi = (4.0, 164.0), sumE = (2282.0, 3385.0), maxE = (806.0, 2348.0), r = (8.0, 29.0))",0.02430057,176.6 ± 3.2,"[70.9090909090909, 20.0, 459.5959595959596, 212.12121212121212, 2722.222222222222, 3500.0, 1.0101010101010102, 35.35353535353536]"
7.310765159846312e22,"(phi = (81.0, 158.0), sumE = (2073.0, 3245.0), maxE = (128.0, 3063.0), r = (6.0, 43.0))",0.03764913,777.0 ± 14.0,"[109.0909090909091, 169.0909090909091, 919.1919191919192, 1979.79797979798, 212.12121212121212, 813.1313131313132, 33.333333333333336, 49.494949494949495]"
9.660573893872715e22,"(phi = (39.0, 124.0), sumE = (2514.0, 2900.0), maxE = (1005.0, 3062.0), r = (4.0, 74.0))",0.00731401,9.94 ± 0.18,"[141.8181818181818, 54.54545454545455, 247.4747474747475, 1803.030303030303, 1909.090909090909, 388.8888888888889, 79.79797979797979, 88.88888888888889]"
1.1537474631625625e23,"(phi = (22.0, 166.0), sumE = (2344.0, 3015.0), maxE = (977.0, 3219.0), r = (6.0, 45.0))",0.02759209,134.1 ± 2.4,"[170.9090909090909, 70.9090909090909, 1767.6767676767677, 989.89898989899, 954.5454545454545, 1838.3838383838383, 13.131313131313131, 1.0101010101010102]"
1.1389356537231829e23,"(phi = (72.0, 180.0), sumE = (2445.0, 3453.0), maxE = (1024.0, 2285.0), r = (2.0, 37.0))",0.01491025,36.03 ± 0.65,"[158.1818181818182, 154.54545454545453, 1626.2626262626263, 883.8383838383838, 1343.4343434343434, 388.8888888888889, 8.080808080808081, 52.525252525252526]"
5.963084044704188e22,"(phi = (49.0, 154.0), sumE = (2231.0, 2974.0), maxE = (1317.0, 2204.0), r = (18.0, 66.0))",0.01378789,124.5 ± 2.2,"[103.63636363636364, 123.63636363636364, 1838.3838383838383, 1237.3737373737374, 2227.2727272727275, 565.6565656565657, 84.84848484848484, 63.63636363636363]"
9.784388307553717e22,"(phi = (40.0, 180.0), sumE = (2204.0, 2805.0), maxE = (1164.0, 1958.0), r = (0.0, 71.0))",0.03897992,465.1 ± 8.4,"[160.0, 161.8181818181818, 2969.6969696969695, 3181.818181818182, 777.7777777777778, 0.0, 51.515151515151516, 37.37373737373738]"
9.481841070245557e22,"(phi = (74.0, 157.0), sumE = (2267.0, 3255.0), maxE = (471.0, 3344.0), r = (2.0, 57.0))",0.02853772,217.3 ± 3.9,"[141.8181818181818, 81.81818181818181, 2545.4545454545455, 3358.5858585858587, 2262.626262626263, 1979.79797979798, 14.141414141414142, 72.72727272727273]"
