thalf,roi,eff,b,x0
1.8263104568315507e24,"(phi = (59.0, 163.0), sumE = (2675.0, 3057.0), maxE = (546.0, 3104.0), r = (17.0, 86.0))",0.05818913,0.4716 ± 0.0071,"[74.54545454545455, 3.6363636363636362, 1343.4343434343434, 1979.79797979798, 2156.5656565656564, 1378.7878787878788, 55.55555555555556, 76.76767676767676]"
1.983208511194841e24,"(phi = (33.0, 136.0), sumE = (2577.0, 3148.0), maxE = (462.0, 2407.0), r = (1.0, 96.0))",0.11642459,5.135 ± 0.089,"[85.45454545454545, 121.81818181818181, 1308.080808080808, 777.7777777777778, 3287.878787878788, 176.76767676767676, 90.9090909090909, 7.070707070707071]"
2.814201631551982e24,"(phi = (45.0, 167.0), sumE = (2746.0, 3021.0), maxE = (1247.0, 3090.0), r = (9.0, 73.0))",0.08271708,0.1953 ± 0.0021,"[170.9090909090909, 23.636363636363637, 2333.3333333333335, 3464.6464646464647, 1555.5555555555557, 2616.161616161616, 34.343434343434346, 85.85858585858585]"
2.0417563211441996e24,"(phi = (44.0, 150.0), sumE = (2718.0, 2885.0), maxE = (128.0, 3098.0), r = (9.0, 73.0))",0.06193505,0.2972 ± 0.0041,"[43.63636363636363, 49.09090909090909, 2191.919191919192, 3111.1111111111113, 1202.020202020202, 2934.343434343434, 93.93939393939394, 45.45454545454545]"
1.585963760140152e24,"(phi = (25.0, 151.0), sumE = (2659.0, 3050.0), maxE = (1276.0, 1795.0), r = (0.0, 68.0))",0.0570259,0.905 ± 0.015,"[138.1818181818182, 136.36363636363637, 813.1313131313132, 1449.4949494949494, 2333.3333333333335, 2015.1515151515152, 29.292929292929294, 52.525252525252526]"
5.664491113330202e23,"(phi = (104.0, 160.0), sumE = (2675.0, 3313.0), maxE = (1119.0, 2233.0), r = (4.0, 10.0))",0.01654045,0.1776 ± 0.003,"[67.27272727272727, 43.63636363636363, 1944.4444444444443, 3252.5252525252527, 318.1818181818182, 1414.141414141414, 31.31313131313131, 38.38383838383838]"
4.874019655585062e23,"(phi = (12.0, 169.0), sumE = (2540.0, 3219.0), maxE = (1404.0, 1887.0), r = (23.0, 38.0))",0.01960961,1.434 ± 0.025,"[12.727272727272727, 80.0, 1414.141414141414, 883.8383838383838, 2828.282828282828, 2333.3333333333335, 82.82828282828282, 21.21212121212121]"
6.012657782369696e23,"(phi = (72.0, 179.0), sumE = (2792.0, 3343.0), maxE = (978.0, 1635.0), r = (1.0, 65.0))",0.01660019,0.01955 ± 0.00018,"[170.9090909090909, 25.454545454545453, 2227.2727272727275, 2474.747474747475, 1909.090909090909, 318.1818181818182, 34.343434343434346, 22.22222222222222]"
2.7215999857350534e24,"(phi = (4.0, 158.0), sumE = (2651.0, 3163.0), maxE = (420.0, 2172.0), r = (2.0, 57.0))",0.11376855,1.652 ± 0.027,"[174.54545454545453, 78.18181818181819, 2828.282828282828, 2015.1515151515152, 2969.6969696969695, 1873.7373737373737, 87.87878787878788, 54.54545454545455]"
6.910464680371418e23,"(phi = (39.0, 179.0), sumE = (2557.0, 2827.0), maxE = (2087.0, 3033.0), r = (2.0, 90.0))",0.03114406,2.129 ± 0.037,"[130.9090909090909, 69.0909090909091, 2545.4545454545455, 954.5454545454545, 883.8383838383838, 1237.3737373737374, 29.292929292929294, 12.121212121212121]"
5.846262124232697e23,"(phi = (2.0, 55.0), sumE = (2642.0, 3500.0), maxE = (381.0, 2676.0), r = (6.0, 44.0))",0.01773417,0.3004 ± 0.0043,"[60.0, 110.9090909090909, 494.949494949495, 3287.878787878788, 3146.4646464646466, 388.8888888888889, 58.58585858585859, 41.41414141414141]"
1.549258724803845e24,"(phi = (37.0, 149.0), sumE = (2580.0, 2973.0), maxE = (50.0, 3321.0), r = (15.0, 78.0))",0.07888138,3.264 ± 0.056,"[109.0909090909091, 147.27272727272728, 1979.79797979798, 2368.686868686869, 1378.7878787878788, 601.010101010101, 59.5959595959596, 76.76767676767676]"
6.072881837706703e23,"(phi = (139.0, 162.0), sumE = (2592.0, 3496.0), maxE = (6.0, 3250.0), r = (13.0, 91.0))",0.02178222,0.892 ± 0.015,"[100.0, 21.818181818181817, 2227.2727272727275, 1873.7373737373737, 1909.090909090909, 3181.818181818182, 58.58585858585859, 93.93939393939394]"
