thalf,roi,eff,b,x0
1.7986338892493873e22,"(phi = (2.0, 145.0), sumE = (1312.0, 3478.0), maxE = (427.0, 3185.0), r = (6.0, 35.0))",0.04862685,21420.0 ± 360.0,"[136.36363636363637, 120.0, 636.3636363636364, 3146.4646464646466, 3252.5252525252527, 494.949494949495, 15.151515151515152, 56.56565656565657]"
2.0678176309353944e22,"(phi = (53.0, 170.0), sumE = (1297.0, 2983.0), maxE = (504.0, 2912.0), r = (4.0, 60.0))",0.06472757,28710.0 ± 480.0,"[160.0, 65.45454545454545, 1484.8484848484848, 1484.8484848484848, 1767.6767676767677, 2297.979797979798, 2.0202020202020203, 52.525252525252526]"
2.041234360609962e22,"(phi = (33.0, 175.0), sumE = (212.0, 2633.0), maxE = (96.0, 3013.0), r = (2.0, 73.0))",0.12369831,107600.0 ± 1500.0,"[163.63636363636363, 161.8181818181818, 1237.3737373737374, 2050.5050505050503, 35.35353535353536, 1590.909090909091, 21.21212121212121, 28.282828282828284]"
2.058820475643394e22,"(phi = (32.0, 167.0), sumE = (450.0, 3028.0), maxE = (915.0, 2536.0), r = (4.0, 62.0))",0.06297168,27410.0 ± 460.0,"[83.63636363636364, 41.81818181818182, 0.0, 3323.2323232323233, 1378.7878787878788, 424.24242424242425, 58.58585858585859, 31.31313131313131]"
2.0049306396795395e22,"(phi = (58.0, 167.0), sumE = (1162.0, 2665.0), maxE = (872.0, 2869.0), r = (0.0, 50.0))",0.05915644,25510.0 ± 430.0,"[165.45454545454547, 158.1818181818182, 3287.878787878788, 318.1818181818182, 1520.20202020202, 2333.3333333333335, 68.68686868686869, 58.58585858585859]"
2.1427045309955093e22,"(phi = (33.0, 170.0), sumE = (209.0, 3156.0), maxE = (508.0, 2904.0), r = (1.0, 52.0))",0.11243135,80700.0 ± 1200.0,"[161.8181818181818, 163.63636363636363, 565.6565656565657, 2404.040404040404, 1873.7373737373737, 3181.818181818182, 51.515151515151516, 19.19191919191919]"
2.1111003299080172e22,"(phi = (0.0, 169.0), sumE = (489.0, 2772.0), maxE = (230.0, 3146.0), r = (1.0, 76.0))",0.12740063,106700.0 ± 1500.0,"[50.90909090909091, 92.72727272727273, 883.8383838383838, 707.070707070707, 1979.79797979798, 176.76767676767676, 74.74747474747475, 36.36363636363637]"
2.183376141130617e22,"(phi = (19.0, 178.0), sumE = (1591.0, 2633.0), maxE = (215.0, 3317.0), r = (1.0, 52.0))",0.04959462,15120.0 ± 260.0,"[14.545454545454545, 18.181818181818183, 2934.343434343434, 0.0, 2792.929292929293, 1166.6666666666667, 41.41414141414141, 34.343434343434346]"
2.120790913548357e22,"(phi = (42.0, 176.0), sumE = (1147.0, 2347.0), maxE = (56.0, 1972.0), r = (3.0, 85.0))",0.08223145,44060.0 ± 720.0,"[49.09090909090909, 163.63636363636363, 2262.626262626263, 3075.757575757576, 742.4242424242424, 3181.818181818182, 62.62626262626262, 93.93939393939394]"
2.213972537051542e22,"(phi = (31.0, 179.0), sumE = (1075.0, 2969.0), maxE = (413.0, 2161.0), r = (4.0, 86.0))",0.09399923,52820.0 ± 860.0,"[150.9090909090909, 90.9090909090909, 2015.1515151515152, 1979.79797979798, 2545.4545454545455, 2580.808080808081, 85.85858585858585, 12.121212121212121]"
2.190738532219243e22,"(phi = (18.0, 180.0), sumE = (1071.0, 3376.0), maxE = (802.0, 3488.0), r = (5.0, 60.0))",0.07961034,38700.0 ± 640.0,"[49.09090909090909, 103.63636363636364, 3464.6464646464647, 1909.090909090909, 2156.5656565656564, 1237.3737373737374, 83.83838383838383, 68.68686868686869]"
