thalf,roi,eff,b,x0
1.2091460069776341e22 ± 0.0,"(phi = (17.0, 153.0), sumE = (112.0, 3070.0), maxE = (84.0, 3029.0), r = (4.0, 84.0))",0.06989215 ± 0.0,97900.0 ± 1300.0,"[158.1818181818182, 80.0, 707.070707070707, 2792.929292929293, 2792.929292929293, 848.4848484848485, 1.0101010101010102, 49.494949494949495]"
1.1556469447062138e22 ± 0.0,"(phi = (5.0, 165.0), sumE = (305.0, 2309.0), maxE = (126.0, 2638.0), r = (10.0, 92.0))",0.06473314 ± 0.0,91900.0 ± 1300.0,"[36.36363636363637, 74.54545454545455, 1732.3232323232323, 141.41414141414143, 3217.1717171717173, 2545.4545454545455, 32.323232323232325, 64.64646464646465]"
1.0359438718699343e22 ± 0.0,"(phi = (3.0, 169.0), sumE = (1011.0, 2371.0), maxE = (370.0, 1536.0), r = (1.0, 44.0))",0.04589428 ± 0.0,57510.0 ± 920.0,"[172.72727272727272, 20.0, 388.8888888888889, 2863.6363636363635, 1449.4949494949494, 883.8383838383838, 38.38383838383838, 50.505050505050505]"
1.1579502699551555e22 ± 0.0,"(phi = (9.0, 156.0), sumE = (670.0, 2537.0), maxE = (191.0, 3315.0), r = (7.0, 67.0))",0.06007439 ± 0.0,78900.0 ± 1200.0,"[170.9090909090909, 83.63636363636364, 1131.3131313131314, 459.5959595959596, 1414.141414141414, 777.7777777777778, 92.92929292929293, 49.494949494949495]"
1.1367503631792004e22 ± 0.0,"(phi = (10.0, 180.0), sumE = (944.0, 3366.0), maxE = (32.0, 2454.0), r = (1.0, 70.0))",0.05574953 ± 0.0,70500.0 ± 1100.0,"[38.18181818181818, 16.363636363636363, 1767.6767676767677, 2722.222222222222, 3181.818181818182, 1732.3232323232323, 42.42424242424242, 31.31313131313131]"
1.001116910284078e22 ± 0.0,"(phi = (29.0, 139.0), sumE = (319.0, 2516.0), maxE = (1.0, 2965.0), r = (11.0, 52.0))",0.04764784 ± 0.0,66380.0 ± 890.0,"[45.45454545454545, 127.27272727272727, 1909.090909090909, 1696.969696969697, 1696.969696969697, 3111.1111111111113, 73.73737373737374, 98.98989898989899]"
1.2428274107980483e22 ± 0.0,"(phi = (6.0, 180.0), sumE = (495.0, 2206.0), maxE = (135.0, 1629.0), r = (5.0, 80.0))",0.07343457 ± 0.0,102300.0 ± 1400.0,"[107.27272727272727, 98.18181818181819, 2969.6969696969695, 530.3030303030303, 2227.2727272727275, 3217.1717171717173, 44.44444444444444, 45.45454545454545]"
1.26907299948677e22 ± 0.0,"(phi = (5.0, 164.0), sumE = (458.0, 2362.0), maxE = (23.0, 2356.0), r = (1.0, 89.0))",0.07610492 ± 0.0,105400.0 ± 1500.0,"[114.54545454545455, 70.9090909090909, 2898.989898989899, 35.35353535353536, 2651.5151515151515, 1166.6666666666667, 39.39393939393939, 10.1010101010101]"
1.1077946850411515e22 ± 0.0,"(phi = (8.0, 179.0), sumE = (595.0, 2803.0), maxE = (11.0, 2104.0), r = (10.0, 43.0))",0.05695435 ± 0.0,77500.0 ± 1100.0,"[87.27272727272727, 7.2727272727272725, 1060.6060606060605, 1131.3131313131314, 2545.4545454545455, 1484.8484848484848, 25.252525252525253, 7.070707070707071]"
1.0121040867965903e22 ± 0.0,"(phi = (20.0, 142.0), sumE = (165.0, 1814.0), maxE = (429.0, 3323.0), r = (5.0, 42.0))",0.04616805 ± 0.0,60980.0 ± 860.0,"[174.54545454545453, 114.54545454545455, 141.41414141414143, 2616.161616161616, 2191.919191919192, 2015.1515151515152, 42.42424242424242, 22.22222222222222]"
1.2391063766434845e22 ± 0.0,"(phi = (8.0, 166.0), sumE = (22.0, 3044.0), maxE = (282.0, 2779.0), r = (3.0, 46.0))",0.07288755 ± 0.0,101400.0 ± 1400.0,"[94.54545454545455, 20.0, 2686.868686868687, 636.3636363636364, 3323.2323232323233, 1131.3131313131314, 18.181818181818183, 5.05050505050505]"
1.2048147539894494e22 ± 0.0,"(phi = (33.0, 164.0), sumE = (411.0, 3178.0), maxE = (7.0, 3289.0), r = (1.0, 68.0))",0.0705459 ± 0.0,100500.0 ± 1400.0,"[156.36363636363637, 92.72727272727273, 494.949494949495, 2227.2727272727275, 2404.040404040404, 1696.969696969697, 6.0606060606060606, 61.61616161616162]"
