thalf,roi,eff,b,x0
8.93493054568324e23,"(phi = (8.0, 130.0), sumE = (2448.0, 3061.0), maxE = (1009.0, 2490.0), r = (11.0, 55.0))",0.09403751,21.72 ± 0.39,"[138.1818181818182, 110.9090909090909, 35.35353535353536, 2191.919191919192, 671.7171717171717, 1166.6666666666667, 0.0, 94.94949494949495]"
2.0633982032183494e24,"(phi = (3.0, 171.0), sumE = (2688.0, 3425.0), maxE = (1452.0, 3156.0), r = (2.0, 15.0))",0.06786163,0.5885 ± 0.0094,"[110.9090909090909, 1.8181818181818181, 1838.3838383838383, 1979.79797979798, 0.0, 1272.7272727272727, 69.6969696969697, 67.67676767676768]"
1.8776721666219162e24,"(phi = (82.0, 148.0), sumE = (2615.0, 3308.0), maxE = (510.0, 2766.0), r = (3.0, 30.0))",0.08010465,1.774 ± 0.031,"[29.09090909090909, 52.72727272727273, 176.76767676767676, 353.5353535353535, 954.5454545454545, 3323.2323232323233, 19.19191919191919, 41.41414141414141]"
9.693888749042367e23,"(phi = (4.0, 100.0), sumE = (2651.0, 3000.0), maxE = (1134.0, 1966.0), r = (5.0, 40.0))",0.03097074,0.4823 ± 0.0076,"[65.45454545454545, 70.9090909090909, 1449.4949494949494, 1449.4949494949494, 601.010101010101, 1979.79797979798, 10.1010101010101, 58.58585858585859]"
1.3639455878992414e24,"(phi = (48.0, 178.0), sumE = (2839.0, 3200.0), maxE = (1086.0, 2254.0), r = (0.0, 28.0))",0.0379353,0.03577 ± 0.00035,"[161.8181818181818, 74.54545454545455, 1343.4343434343434, 2792.929292929293, 3146.4646464646466, 1732.3232323232323, 97.97979797979798, 72.72727272727273]"
5.974228232567768e23,"(phi = (54.0, 175.0), sumE = (2693.0, 2766.0), maxE = (436.0, 2039.0), r = (8.0, 43.0))",0.01887763,0.4438 ± 0.0075,"[34.54545454545455, 40.0, 247.4747474747475, 2934.343434343434, 2050.5050505050503, 424.24242424242425, 32.323232323232325, 3.0303030303030303]"
9.112590472079299e23,"(phi = (19.0, 110.0), sumE = (2606.0, 2879.0), maxE = (845.0, 3422.0), r = (17.0, 93.0))",0.0343924,1.107 ± 0.018,"[129.0909090909091, 136.36363636363637, 3323.2323232323233, 742.4242424242424, 2722.222222222222, 1626.2626262626263, 73.73737373737374, 69.6969696969697]"
2.5832211439049263e24,"(phi = (57.0, 141.0), sumE = (2716.0, 3032.0), maxE = (166.0, 3066.0), r = (5.0, 95.0))",0.07812061,0.292 ± 0.0041,"[58.18181818181818, 89.0909090909091, 1484.8484848484848, 2156.5656565656564, 1661.6161616161617, 989.89898989899, 87.87878787878788, 75.75757575757575]"
2.581277917439841e24,"(phi = (25.0, 175.0), sumE = (2582.0, 3012.0), maxE = (822.0, 2623.0), r = (4.0, 95.0))",0.1725622,7.16 ± 0.12,"[43.63636363636363, 54.54545454545455, 3252.5252525252527, 565.6565656565657, 2050.5050505050503, 3252.5252525252527, 8.080808080808081, 61.61616161616162]"
1.0583613191001933e24,"(phi = (56.0, 168.0), sumE = (2583.0, 3298.0), maxE = (1029.0, 3248.0), r = (24.0, 53.0))",0.04333551,1.526 ± 0.026,"[105.45454545454545, 138.1818181818182, 2404.040404040404, 1979.79797979798, 1803.030303030303, 2580.808080808081, 78.78787878787878, 45.45454545454545]"
