thalf,roi,eff,b,x0
8.610672680700885e23,"(phi = (40.0, 115.0), sumE = (2486.0, 3491.0), maxE = (522.0, 2335.0), r = (10.0, 49.0))",0.06273542,8.96 ± 0.16,"[90.9090909090909, 3.6363636363636362, 35.35353535353536, 1060.6060606060605, 2404.040404040404, 176.76767676767676, 24.242424242424242, 52.525252525252526]"
5.932550699272394e23,"(phi = (12.0, 99.0), sumE = (2554.0, 3446.0), maxE = (266.0, 2216.0), r = (19.0, 77.0))",0.02509552,1.716 ± 0.029,"[74.54545454545455, 0.0, 2863.6363636363635, 2156.5656565656564, 70.70707070707071, 3287.878787878788, 70.70707070707071, 36.36363636363637]"
1.3816845886200487e24,"(phi = (50.0, 154.0), sumE = (2786.0, 3426.0), maxE = (1125.0, 3244.0), r = (15.0, 75.0))",0.03870876,0.06466 ± 0.00053,"[100.0, 78.18181818181819, 1343.4343434343434, 2580.808080808081, 1555.5555555555557, 1202.020202020202, 12.121212121212121, 58.58585858585859]"
1.481791914681646e24,"(phi = (69.0, 146.0), sumE = (2518.0, 2955.0), maxE = (241.0, 3322.0), r = (2.0, 87.0))",0.1165835,10.92 ± 0.19,"[40.0, 18.181818181818183, 1131.3131313131314, 2545.4545454545455, 2404.040404040404, 1803.030303030303, 79.79797979797979, 70.70707070707071]"
1.1963495978028797e24,"(phi = (82.0, 175.0), sumE = (2566.0, 2811.0), maxE = (781.0, 3045.0), r = (3.0, 83.0))",0.0765059,6.43 ± 0.11,"[58.18181818181818, 165.45454545454547, 883.8383838383838, 3287.878787878788, 707.070707070707, 3464.6464646464647, 39.39393939393939, 51.515151515151516]"
1.3401713951517831e24,"(phi = (31.0, 175.0), sumE = (2446.0, 3036.0), maxE = (103.0, 2870.0), r = (3.0, 52.0))",0.20066659,48.76 ± 0.87,"[92.72727272727273, 156.36363636363637, 1449.4949494949494, 2333.3333333333335, 3005.050505050505, 1237.3737373737374, 29.292929292929294, 6.0606060606060606]"
1.1058581104395613e24,"(phi = (102.0, 179.0), sumE = (2588.0, 3247.0), maxE = (1831.0, 3224.0), r = (4.0, 25.0))",0.04235985,1.183 ± 0.021,"[56.36363636363637, 0.0, 2545.4545454545455, 2227.2727272727275, 1237.3737373737374, 2757.5757575757575, 42.42424242424242, 94.94949494949495]"
2.1880597671853552e24,"(phi = (3.0, 145.0), sumE = (2706.0, 2949.0), maxE = (1642.0, 3242.0), r = (7.0, 76.0))",0.06757518,0.3585 ± 0.0051,"[130.9090909090909, 7.2727272727272725, 1025.2525252525252, 707.070707070707, 1732.3232323232323, 2757.5757575757575, 88.88888888888889, 20.2020202020202]"
1.7843902369171032e24,"(phi = (97.0, 159.0), sumE = (2596.0, 3113.0), maxE = (1533.0, 3146.0), r = (4.0, 71.0))",0.08223466,2.302 ± 0.04,"[85.45454545454545, 112.72727272727273, 3217.1717171717173, 530.3030303030303, 2686.868686868687, 671.7171717171717, 50.505050505050505, 37.37373737373738]"
1.569291607062277e24,"(phi = (58.0, 165.0), sumE = (2596.0, 3408.0), maxE = (1928.0, 2661.0), r = (2.0, 71.0))",0.06537495,1.634 ± 0.028,"[154.54545454545453, 141.8181818181818, 848.4848484848485, 2863.6363636363635, 2898.989898989899, 2227.2727272727275, 94.94949494949495, 35.35353535353536]"
1.0310082956516073e24,"(phi = (48.0, 177.0), sumE = (2567.0, 3334.0), maxE = (1066.0, 2116.0), r = (9.0, 20.0))",0.05146419,3.045 ± 0.054,"[41.81818181818182, 89.0909090909091, 3500.0, 1873.7373737373737, 1025.2525252525252, 1767.6767676767677, 45.45454545454545, 58.58585858585859]"
1.381503120314347e24,"(phi = (89.0, 163.0), sumE = (2671.0, 3318.0), maxE = (243.0, 3353.0), r = (18.0, 58.0))",0.04228816,0.3291 ± 0.005,"[105.45454545454545, 9.090909090909092, 2757.5757575757575, 2015.1515151515152, 3252.5252525252527, 1308.080808080808, 43.43434343434343, 3.0303030303030303]"
