thalf,roi,eff,b,x0
1.2713543779460428e22 ± 0.0,"(phi = (8.0, 178.0), sumE = (571.0, 2989.0), maxE = (141.0, 1824.0), r = (2.0, 94.0))",0.07547556 ± 0.0,103300.0 ± 1500.0,"[23.636363636363637, 125.45454545454545, 1272.7272727272727, 247.4747474747475, 1131.3131313131314, 2969.6969696969695, 25.252525252525253, 14.141414141414142]"
1.2369583130611382e22 ± 0.0,"(phi = (6.0, 175.0), sumE = (501.0, 2705.0), maxE = (297.0, 3352.0), r = (6.0, 57.0))",0.07220772 ± 0.0,99900.0 ± 1400.0,"[105.45454545454545, 160.0, 1025.2525252525252, 2262.626262626263, 2722.222222222222, 3500.0, 75.75757575757575, 96.96969696969697]"
1.212601044040216e22 ± 0.0,"(phi = (33.0, 180.0), sumE = (181.0, 2027.0), maxE = (130.0, 3069.0), r = (1.0, 80.0))",0.07325032 ± 0.0,106900.0 ± 1500.0,"[140.0, 110.9090909090909, 2050.5050505050503, 2050.5050505050503, 1803.030303030303, 3393.939393939394, 55.55555555555556, 62.62626262626262]"
1.2561992205325973e22 ± 0.0,"(phi = (8.0, 178.0), sumE = (471.0, 2957.0), maxE = (262.0, 3179.0), r = (5.0, 93.0))",0.07497945 ± 0.0,104400.0 ± 1500.0,"[12.727272727272727, 43.63636363636363, 954.5454545454545, 3040.40404040404, 3323.2323232323233, 1590.909090909091, 85.85858585858585, 90.9090909090909]"
1.2604709264230321e22 ± 0.0,"(phi = (8.0, 173.0), sumE = (290.0, 3445.0), maxE = (185.0, 1442.0), r = (1.0, 71.0))",0.07764505 ± 0.0,111200.0 ± 1500.0,"[112.72727272727273, 18.181818181818183, 1696.969696969697, 2757.5757575757575, 1095.959595959596, 1944.4444444444443, 47.474747474747474, 12.121212121212121]"
9.318848688145812e21 ± 0.0,"(phi = (17.0, 153.0), sumE = (473.0, 2981.0), maxE = (654.0, 2787.0), r = (11.0, 50.0))",0.03601331 ± 0.0,43770.0 ± 690.0,"[145.45454545454547, 69.0909090909091, 813.1313131313132, 1131.3131313131314, 212.12121212121212, 565.6565656565657, 50.505050505050505, 80.8080808080808]"
1.229709208624692e22 ± 0.0,"(phi = (33.0, 180.0), sumE = (52.0, 2716.0), maxE = (106.0, 3437.0), r = (0.0, 94.0))",0.07501799 ± 0.0,109100.0 ± 1500.0,"[21.818181818181817, 140.0, 2404.040404040404, 1696.969696969697, 671.7171717171717, 3252.5252525252527, 77.77777777777777, 89.8989898989899]"
1.1400404315639845e22 ± 0.0,"(phi = (20.0, 164.0), sumE = (38.0, 3496.0), maxE = (245.0, 2062.0), r = (10.0, 68.0))",0.06269252 ± 0.0,88600.0 ± 1200.0,"[70.9090909090909, 89.0909090909091, 2934.343434343434, 2510.10101010101, 353.5353535353535, 3429.2929292929293, 18.181818181818183, 52.525252525252526]"
1.0802456592989808e22 ± 0.0,"(phi = (4.0, 179.0), sumE = (344.0, 2926.0), maxE = (675.0, 3380.0), r = (0.0, 63.0))",0.04939055 ± 0.0,61260.0 ± 980.0,"[67.27272727272727, 154.54545454545453, 777.7777777777778, 2828.282828282828, 1590.909090909091, 565.6565656565657, 55.55555555555556, 74.74747474747475]"
1.244313811098184e22 ± 0.0,"(phi = (3.0, 169.0), sumE = (37.0, 2500.0), maxE = (422.0, 2985.0), r = (0.0, 64.0))",0.0713881 ± 0.0,96500.0 ± 1400.0,"[32.72727272727273, 34.54545454545455, 2368.686868686869, 742.4242424242424, 2297.979797979798, 1803.030303030303, 41.41414141414141, 93.93939393939394]"
1.07993915018678e22 ± 0.0,"(phi = (47.0, 154.0), sumE = (362.0, 2494.0), maxE = (49.0, 2862.0), r = (0.0, 96.0))",0.05779105 ± 0.0,83900.0 ± 1200.0,"[0.0, 70.9090909090909, 2191.919191919192, 1520.20202020202, 777.7777777777778, 601.010101010101, 75.75757575757575, 48.484848484848484]"
1.150213424892171e22 ± 0.0,"(phi = (25.0, 150.0), sumE = (7.0, 3169.0), maxE = (160.0, 1459.0), r = (4.0, 51.0))",0.06394336 ± 0.0,90600.0 ± 1200.0,"[76.36363636363636, 29.09090909090909, 1095.959595959596, 3500.0, 1202.020202020202, 3500.0, 96.96969696969697, 69.6969696969697]"
