thalf,roi,eff,b,x0
1.1285677416977774e22 ± 0.0,"(phi = (30.0, 150.0), sumE = (474.0, 2788.0), maxE = (431.0, 2101.0), r = (2.0, 80.0))",0.05820819 ± 0.0,78000.0 ± 1100.0,"[5.454545454545454, 121.81818181818181, 2085.8585858585857, 3075.757575757576, 1202.020202020202, 282.82828282828285, 93.93939393939394, 5.05050505050505]"
1.1998653990713097e22 ± 0.0,"(phi = (2.0, 162.0), sumE = (480.0, 3317.0), maxE = (481.0, 2275.0), r = (1.0, 58.0))",0.06489152 ± 0.0,85700.0 ± 1300.0,"[150.9090909090909, 83.63636363636364, 2580.808080808081, 919.1919191919192, 1095.959595959596, 883.8383838383838, 96.96969696969697, 41.41414141414141]"
1.0805183575274088e22 ± 0.0,"(phi = (36.0, 169.0), sumE = (494.0, 2316.0), maxE = (497.0, 1483.0), r = (4.0, 63.0))",0.05483621 ± 0.0,75500.0 ± 1100.0,"[25.454545454545453, 21.818181818181817, 494.949494949495, 1025.2525252525252, 3040.40404040404, 1095.959595959596, 70.70707070707071, 14.141414141414142]"
1.2426272716955744e22 ± 0.0,"(phi = (25.0, 180.0), sumE = (416.0, 2399.0), maxE = (72.0, 2622.0), r = (4.0, 87.0))",0.07475803 ± 0.0,106100.0 ± 1500.0,"[34.54545454545455, 47.27272727272727, 2439.3939393939395, 1838.3838383838383, 0.0, 2191.919191919192, 6.0606060606060606, 23.232323232323232]"
1.2530110213054852e22 ± 0.0,"(phi = (28.0, 180.0), sumE = (274.0, 3240.0), maxE = (167.0, 2421.0), r = (1.0, 81.0))",0.07723019 ± 0.0,111300.0 ± 1500.0,"[41.81818181818182, 45.45454545454545, 2828.282828282828, 3040.40404040404, 742.4242424242424, 1626.2626262626263, 19.19191919191919, 46.464646464646464]"
1.2069593522821937e22 ± 0.0,"(phi = (8.0, 176.0), sumE = (407.0, 3472.0), maxE = (284.0, 3064.0), r = (8.0, 91.0))",0.06961115 ± 0.0,97500.0 ± 1400.0,"[60.0, 7.2727272727272725, 1166.6666666666667, 2404.040404040404, 1237.3737373737374, 2792.929292929293, 78.78787878787878, 98.98989898989899]"
1.234292052292978e22 ± 0.0,"(phi = (6.0, 180.0), sumE = (228.0, 1858.0), maxE = (27.0, 1426.0), r = (2.0, 96.0))",0.07527965 ± 0.0,109000.0 ± 1500.0,"[36.36363636363637, 21.818181818181817, 2651.5151515151515, 1661.6161616161617, 2651.5151515151515, 919.1919191919192, 19.19191919191919, 29.292929292929294]"
1.1620134001184805e22 ± 0.0,"(phi = (42.0, 168.0), sumE = (200.0, 3447.0), maxE = (0.0, 2912.0), r = (0.0, 67.0))",0.06771584 ± 0.0,99500.0 ± 1400.0,"[43.63636363636363, 21.818181818181817, 1484.8484848484848, 1767.6767676767677, 1979.79797979798, 2722.222222222222, 39.39393939393939, 62.62626262626262]"
1.2796015856200414e22 ± 0.0,"(phi = (3.0, 169.0), sumE = (307.0, 2525.0), maxE = (118.0, 2192.0), r = (2.0, 70.0))",0.07914874 ± 0.0,112100.0 ± 1500.0,"[87.27272727272727, 150.9090909090909, 2015.1515151515152, 1484.8484848484848, 1484.8484848484848, 2262.626262626263, 66.66666666666667, 51.515151515151516]"
1.269702654803915e22 ± 0.0,"(phi = (9.0, 174.0), sumE = (575.0, 2641.0), maxE = (253.0, 1936.0), r = (2.0, 74.0))",0.07509147 ± 0.0,102500.0 ± 1500.0,"[72.72727272727273, 96.36363636363636, 2686.868686868687, 2863.6363636363635, 2898.989898989899, 1484.8484848484848, 68.68686868686869, 73.73737373737374]"
1.155826136569226e22 ± 0.0,"(phi = (18.0, 143.0), sumE = (224.0, 2902.0), maxE = (225.0, 1678.0), r = (4.0, 83.0))",0.06262475 ± 0.0,86000.0 ± 1200.0,"[127.27272727272727, 61.81818181818182, 2686.868686868687, 954.5454545454545, 388.8888888888889, 1449.4949494949494, 72.72727272727273, 32.323232323232325]"
1.1132705744828504e22 ± 0.0,"(phi = (10.0, 128.0), sumE = (78.0, 3338.0), maxE = (272.0, 2628.0), r = (0.0, 96.0))",0.05560319 ± 0.0,73100.0 ± 990.0,"[121.81818181818181, 7.2727272727272725, 1944.4444444444443, 2863.6363636363635, 176.76767676767676, 2404.040404040404, 0.0, 74.74747474747475]"
