thalf,roi,eff,b,x0
2.048855492614612e22,"(phi = (9.0, 167.0), sumE = (273.0, 2913.0), maxE = (657.0, 1635.0), r = (5.0, 49.0))",0.09047449,57140.0 ± 910.0,"[45.45454545454545, 27.272727272727273, 530.3030303030303, 1873.7373737373737, 106.06060606060606, 1767.6767676767677, 91.91919191919192, 70.70707070707071]"
2.214972228446892e22,"(phi = (41.0, 178.0), sumE = (1259.0, 2966.0), maxE = (284.0, 2919.0), r = (1.0, 77.0))",0.0777446,36100.0 ± 600.0,"[74.54545454545455, 103.63636363636364, 3146.4646464646466, 3323.2323232323233, 1378.7878787878788, 3111.1111111111113, 13.131313131313131, 0.0]"
2.181959427186031e22,"(phi = (11.0, 177.0), sumE = (1401.0, 3258.0), maxE = (874.0, 2375.0), r = (4.0, 77.0))",0.06086572,22800.0 ± 390.0,"[29.09090909090909, 27.272727272727273, 742.4242424242424, 70.70707070707071, 459.5959595959596, 176.76767676767676, 22.22222222222222, 70.70707070707071]"
1.8688607536326466e22,"(phi = (0.0, 143.0), sumE = (1351.0, 2983.0), maxE = (3.0, 2967.0), r = (6.0, 43.0))",0.05034788,21270.0 ± 350.0,"[80.0, 78.18181818181819, 1626.2626262626263, 2156.5656565656564, 35.35353535353536, 3429.2929292929293, 67.67676767676768, 51.515151515151516]"
2.2128193380703424e22,"(phi = (1.0, 169.0), sumE = (1213.0, 3143.0), maxE = (785.0, 2578.0), r = (4.0, 94.0))",0.07659224,35110.0 ± 590.0,"[54.54545454545455, 112.72727272727273, 2156.5656565656564, 3323.2323232323233, 2333.3333333333335, 2651.5151515151515, 0.0, 89.8989898989899]"
2.2017494286752457e22,"(phi = (19.0, 177.0), sumE = (942.0, 3364.0), maxE = (219.0, 3470.0), r = (5.0, 71.0))",0.10463341,66200.0 ± 1000.0,"[60.0, 40.0, 2050.5050505050503, 1378.7878787878788, 3500.0, 2651.5151515151515, 8.080808080808081, 6.0606060606060606]"
2.062056485486048e22,"(phi = (35.0, 180.0), sumE = (15.0, 2866.0), maxE = (602.0, 2565.0), r = (7.0, 68.0))",0.09414373,61080.0 ± 950.0,"[94.54545454545455, 29.09090909090909, 2297.979797979798, 2156.5656565656564, 1696.969696969697, 2227.2727272727275, 87.87878787878788, 56.56565656565657]"
2.12683919652579e22,"(phi = (31.0, 158.0), sumE = (1409.0, 2981.0), maxE = (313.0, 2362.0), r = (1.0, 72.0))",0.06032163,23570.0 ± 400.0,"[149.0909090909091, 3.6363636363636362, 1237.3737373737374, 3393.939393939394, 3252.5252525252527, 424.24242424242425, 46.464646464646464, 88.88888888888889]"
2.05106519092604e22,"(phi = (24.0, 165.0), sumE = (294.0, 2274.0), maxE = (668.0, 1768.0), r = (4.0, 72.0))",0.08947612,55770.0 ± 890.0,"[152.72727272727272, 130.9090909090909, 1873.7373737373737, 2934.343434343434, 70.70707070707071, 0.0, 55.55555555555556, 96.96969696969697]"
2.0215256619460814e22,"(phi = (5.0, 147.0), sumE = (952.0, 2621.0), maxE = (741.0, 1864.0), r = (1.0, 73.0))",0.07571874,41110.0 ± 670.0,"[123.63636363636364, 154.54545454545453, 1449.4949494949494, 2580.808080808081, 2156.5656565656564, 2191.919191919192, 9.090909090909092, 62.62626262626262]"
2.2196738744934646e22,"(phi = (13.0, 180.0), sumE = (1530.0, 3390.0), maxE = (384.0, 2693.0), r = (2.0, 88.0))",0.0558731,18570.0 ± 320.0,"[109.0909090909091, 69.0909090909091, 636.3636363636364, 3358.5858585858587, 1272.7272727272727, 601.010101010101, 37.37373737373738, 37.37373737373738]"
1.9449215245475044e22,"(phi = (17.0, 142.0), sumE = (1533.0, 3393.0), maxE = (340.0, 2942.0), r = (0.0, 67.0))",0.04267702,14110.0 ± 240.0,"[83.63636363636364, 1.8181818181818181, 777.7777777777778, 3287.878787878788, 1979.79797979798, 3111.1111111111113, 51.515151515151516, 24.242424242424242]"
