thalf,roi,eff,b,x0
1.2787666992922895e24,"(phi = (44.0, 156.0), sumE = (2493.0, 3203.0), maxE = (1552.0, 2954.0), r = (10.0, 91.0))",0.10228886,11.35 ± 0.2,"[10.909090909090908, 34.54545454545455, 2722.222222222222, 247.4747474747475, 3464.6464646464647, 2297.979797979798, 37.37373737373738, 16.161616161616163]"
2.333509595961284e24,"(phi = (58.0, 154.0), sumE = (2607.0, 3184.0), maxE = (1151.0, 2617.0), r = (6.0, 75.0))",0.11759805,3.151 ± 0.054,"[165.45454545454547, 41.81818181818182, 1590.909090909091, 3005.050505050505, 2722.222222222222, 3358.5858585858587, 42.42424242424242, 89.8989898989899]"
2.8009856720413705e24,"(phi = (42.0, 165.0), sumE = (2693.0, 3081.0), maxE = (372.0, 2253.0), r = (6.0, 58.0))",0.09543896,0.699 ± 0.011,"[100.0, 58.18181818181818, 2580.808080808081, 1095.959595959596, 1484.8484848484848, 2616.161616161616, 20.2020202020202, 47.474747474747474]"
5.552058882203192e23,"(phi = (34.0, 178.0), sumE = (2089.0, 2987.0), maxE = (2140.0, 2995.0), r = (0.0, 33.0))",0.04270999,10.3 ± 0.18,"[140.0, 172.72727272727272, 2510.10101010101, 2262.626262626263, 2085.8585858585857, 2722.222222222222, 33.333333333333336, 25.252525252525253]"
1.0435018674070654e24,"(phi = (32.0, 137.0), sumE = (2517.0, 3282.0), maxE = (1114.0, 2971.0), r = (11.0, 27.0))",0.06668719,6.42 ± 0.11,"[21.818181818181817, 41.81818181818182, 3287.878787878788, 3146.4646464646466, 3464.6464646464647, 2969.6969696969695, 36.36363636363637, 37.37373737373738]"
1.253409881056528e24,"(phi = (116.0, 165.0), sumE = (2818.0, 3247.0), maxE = (904.0, 2481.0), r = (1.0, 61.0))",0.03486098,0.03553 ± 0.00035,"[101.81818181818181, 67.27272727272727, 494.949494949495, 2792.929292929293, 1944.4444444444443, 3252.5252525252527, 16.161616161616163, 6.0606060606060606]"
2.7606088046586253e24,"(phi = (8.0, 133.0), sumE = (2728.0, 3004.0), maxE = (815.0, 3213.0), r = (1.0, 85.0))",0.08525756,0.3647 ± 0.0046,"[140.0, 132.72727272727272, 318.1818181818182, 1696.969696969697, 2297.979797979798, 2934.343434343434, 48.484848484848484, 30.303030303030305]"
1.8712143926328527e24,"(phi = (26.0, 118.0), sumE = (2700.0, 2997.0), maxE = (1134.0, 3219.0), r = (8.0, 94.0))",0.05896228,0.4327 ± 0.0062,"[81.81818181818181, 38.18181818181818, 459.5959595959596, 1838.3838383838383, 1696.969696969697, 1909.090909090909, 97.97979797979798, 24.242424242424242]"
3.0148728061168676e24,"(phi = (41.0, 173.0), sumE = (2705.0, 3371.0), maxE = (1650.0, 3452.0), r = (3.0, 44.0))",0.0960586,0.4716 ± 0.0067,"[163.63636363636363, 141.8181818181818, 2863.6363636363635, 2297.979797979798, 2616.161616161616, 1025.2525252525252, 41.41414141414141, 92.92929292929293]"
2.528445091643108e24,"(phi = (88.0, 170.0), sumE = (2759.0, 3469.0), maxE = (589.0, 2482.0), r = (2.0, 41.0))",0.07159756,0.09203 ± 0.00089,"[27.272727272727273, 98.18181818181819, 1414.141414141414, 176.76767676767676, 2404.040404040404, 1626.2626262626263, 88.88888888888889, 29.292929292929294]"
2.1666003140279002e24,"(phi = (106.0, 160.0), sumE = (2746.0, 3437.0), maxE = (363.0, 2539.0), r = (1.0, 92.0))",0.06156709,0.1044 ± 0.0011,"[7.2727272727272725, 3.6363636363636362, 3429.2929292929293, 2616.161616161616, 1838.3838383838383, 530.3030303030303, 2.0202020202020203, 12.121212121212121]"
1.713167099672197e24,"(phi = (16.0, 119.0), sumE = (2721.0, 2933.0), maxE = (764.0, 3266.0), r = (8.0, 78.0))",0.05164952,0.2789 ± 0.0035,"[85.45454545454545, 45.45454545454545, 1237.3737373737374, 1131.3131313131314, 2863.6363636363635, 1202.020202020202, 73.73737373737374, 41.41414141414141]"
5.4822966265880234e23,"(phi = (72.0, 105.0), sumE = (2609.0, 2796.0), maxE = (607.0, 3457.0), r = (7.0, 70.0))",0.01878943,0.725 ± 0.012,"[60.0, 14.545454545454545, 247.4747474747475, 1626.2626262626263, 2757.5757575757575, 2368.686868686869, 57.57575757575758, 73.73737373737374]"
