thalf,roi,eff,b,x0
1.1040872925018164e23,"(phi = (36.0, 173.0), sumE = (2481.0, 2688.0), maxE = (629.0, 2691.0), r = (1.0, 42.0))",0.0131579,29.02 ± 0.52,"[0.0, 105.45454545454545, 2651.5151515151515, 2722.222222222222, 848.4848484848485, 318.1818181818182, 72.72727272727273, 97.97979797979798]"
9.010346389716111e22,"(phi = (8.0, 160.0), sumE = (2278.0, 2647.0), maxE = (1382.0, 3065.0), r = (1.0, 85.0))",0.02655673,207.8 ± 3.7,"[12.727272727272727, 58.18181818181818, 0.0, 2510.10101010101, 777.7777777777778, 707.070707070707, 92.92929292929293, 61.61616161616162]"
9.60848433701309e22,"(phi = (3.0, 178.0), sumE = (2186.0, 3377.0), maxE = (532.0, 2157.0), r = (3.0, 29.0))",0.04015263,511.7 ± 9.2,"[96.36363636363636, 72.72727272727273, 883.8383838383838, 2439.3939393939395, 1449.4949494949494, 141.41414141414143, 23.232323232323232, 62.62626262626262]"
7.731369952580571e22,"(phi = (24.0, 124.0), sumE = (2630.0, 3386.0), maxE = (1346.0, 3016.0), r = (6.0, 81.0))",0.00321522,1.623 ± 0.026,"[16.363636363636363, 130.9090909090909, 212.12121212121212, 494.949494949495, 141.41414141414143, 2439.3939393939395, 13.131313131313131, 72.72727272727273]"
8.20236160203946e22,"(phi = (4.0, 100.0), sumE = (2449.0, 3138.0), maxE = (1176.0, 3116.0), r = (0.0, 60.0))",0.00821321,19.44 ± 0.34,"[0.0, 76.36363636363636, 1166.6666666666667, 1272.7272727272727, 2757.5757575757575, 954.5454545454545, 34.343434343434346, 91.91919191919192]"
8.362293494155182e22,"(phi = (37.0, 167.0), sumE = (2488.0, 2709.0), maxE = (1097.0, 2403.0), r = (14.0, 71.0))",0.00749193,14.94 ± 0.27,"[25.454545454545453, 43.63636363636363, 282.82828282828285, 2828.282828282828, 1626.2626262626263, 1873.7373737373737, 29.292929292929294, 61.61616161616162]"
8.61211952862707e22,"(phi = (52.0, 144.0), sumE = (2178.0, 3003.0), maxE = (897.0, 3010.0), r = (1.0, 32.0))",0.03108722,381.8 ± 6.9,"[180.0, 178.1818181818182, 883.8383838383838, 3464.6464646464647, 2828.282828282828, 2510.10101010101, 67.67676767676768, 36.36363636363637]"
4.884907345119904e22,"(phi = (26.0, 113.0), sumE = (1998.0, 2637.0), maxE = (1067.0, 3465.0), r = (11.0, 40.0))",0.02377827,694.0 ± 13.0,"[45.45454545454545, 43.63636363636363, 459.5959595959596, 813.1313131313132, 1555.5555555555557, 1449.4949494949494, 98.98989898989899, 79.79797979797979]"
1.1702353408281252e23,"(phi = (24.0, 151.0), sumE = (2391.0, 2950.0), maxE = (533.0, 2884.0), r = (5.0, 96.0))",0.02137859,75.0 ± 1.3,"[1.8181818181818181, 154.54545454545453, 2368.686868686869, 3146.4646464646466, 1484.8484848484848, 3075.757575757576, 39.39393939393939, 69.6969696969697]"
8.022858946221301e22,"(phi = (48.0, 166.0), sumE = (1973.0, 2820.0), maxE = (1076.0, 2845.0), r = (4.0, 87.0))",0.06761392,2081.0 ± 38.0,"[58.18181818181818, 36.36363636363637, 2934.343434343434, 565.6565656565657, 530.3030303030303, 1308.080808080808, 76.76767676767676, 93.93939393939394]"
