thalf,roi,eff,b,x0
9.574496782862263e23,"(phi = (31.0, 81.0), sumE = (2574.0, 3217.0), maxE = (1279.0, 2705.0), r = (3.0, 86.0))",0.04493786,2.447 ± 0.042,"[140.0, 114.54545454545455, 671.7171717171717, 2368.686868686869, 2050.5050505050503, 671.7171717171717, 1.0101010101010102, 70.70707070707071]"
1.5776756289262382e24,"(phi = (58.0, 114.0), sumE = (2608.0, 3216.0), maxE = (237.0, 3359.0), r = (1.0, 61.0))",0.0649377,1.557 ± 0.026,"[83.63636363636364, 165.45454545454547, 2863.6363636363635, 3252.5252525252527, 848.4848484848485, 919.1919191919192, 1.0101010101010102, 23.232323232323232]"
1.4330145583836944e24,"(phi = (79.0, 133.0), sumE = (2594.0, 2942.0), maxE = (1038.0, 3482.0), r = (8.0, 97.0))",0.06030743,1.691 ± 0.029,"[60.0, 32.72727272727273, 2050.5050505050503, 141.41414141414143, 565.6565656565657, 106.06060606060606, 69.6969696969697, 54.54545454545455]"
6.570468883578605e23,"(phi = (15.0, 122.0), sumE = (2725.0, 2913.0), maxE = (723.0, 2012.0), r = (16.0, 61.0))",0.01853974,0.07712 ± 0.00089,"[52.72727272727273, 160.0, 3500.0, 2297.979797979798, 2156.5656565656564, 2474.747474747475, 49.494949494949495, 62.62626262626262]"
2.158808601759748e24,"(phi = (49.0, 174.0), sumE = (2585.0, 3049.0), maxE = (682.0, 2473.0), r = (5.0, 32.0))",0.1255331,4.993 ± 0.087,"[167.27272727272728, 60.0, 3040.40404040404, 3358.5858585858587, 671.7171717171717, 106.06060606060606, 41.41414141414141, 32.323232323232325]"
1.4208699794518347e24,"(phi = (62.0, 144.0), sumE = (2816.0, 3129.0), maxE = (1142.0, 3021.0), r = (7.0, 62.0))",0.0393738,0.03426 ± 0.00018,"[85.45454545454545, 60.0, 2015.1515151515152, 1237.3737373737374, 565.6565656565657, 2333.3333333333335, 61.61616161616162, 3.0303030303030303]"
9.43803155470638e23,"(phi = (23.0, 178.0), sumE = (2531.0, 3121.0), maxE = (2227.0, 3356.0), r = (1.0, 51.0))",0.03898041,1.582 ± 0.027,"[58.18181818181818, 74.54545454545455, 2156.5656565656564, 494.949494949495, 1626.2626262626263, 282.82828282828285, 79.79797979797979, 31.31313131313131]"
7.412323757216922e23,"(phi = (9.0, 89.0), sumE = (2534.0, 2830.0), maxE = (365.0, 2473.0), r = (0.0, 84.0))",0.04377473,5.221 ± 0.091,"[78.18181818181819, 29.09090909090909, 1626.2626262626263, 2757.5757575757575, 530.3030303030303, 2651.5151515151515, 52.525252525252526, 7.070707070707071]"
1.65387047283251e24,"(phi = (0.0, 113.0), sumE = (2696.0, 3082.0), maxE = (1568.0, 3443.0), r = (6.0, 93.0))",0.05240535,0.446 ± 0.0064,"[118.18181818181819, 47.27272727272727, 1237.3737373737374, 1060.6060606060605, 636.3636363636364, 1025.2525252525252, 36.36363636363637, 84.84848484848484]"
1.767592752021346e24,"(phi = (41.0, 177.0), sumE = (2523.0, 3175.0), maxE = (473.0, 3456.0), r = (8.0, 80.0))",0.15370214,13.94 ± 0.25,"[38.18181818181818, 114.54545454545455, 3358.5858585858587, 2828.282828282828, 2404.040404040404, 3393.939393939394, 40.4040404040404, 87.87878787878788]"
7.420319470059734e23,"(phi = (20.0, 139.0), sumE = (2789.0, 3419.0), maxE = (511.0, 3438.0), r = (22.0, 52.0))",0.02063807,0.04382 ± 0.00018,"[149.0909090909091, 160.0, 1237.3737373737374, 1909.090909090909, 954.5454545454545, 2969.6969696969695, 78.78787878787878, 79.79797979797979]"
2.1836061388800862e24,"(phi = (63.0, 170.0), sumE = (2556.0, 3488.0), maxE = (41.0, 3139.0), r = (2.0, 55.0))",0.15827452,8.85 ± 0.15,"[107.27272727272727, 38.18181818181818, 1202.020202020202, 247.4747474747475, 1166.6666666666667, 2510.10101010101, 7.070707070707071, 0.0]"
1.2709626575845337e24,"(phi = (1.0, 160.0), sumE = (2515.0, 3196.0), maxE = (1250.0, 3343.0), r = (16.0, 48.0))",0.09374623,9.27 ± 0.16,"[96.36363636363636, 101.81818181818181, 530.3030303030303, 3181.818181818182, 70.70707070707071, 2085.8585858585857, 54.54545454545455, 93.93939393939394]"
2.0412082109972747e24,"(phi = (30.0, 177.0), sumE = (2740.0, 3253.0), maxE = (1003.0, 1882.0), r = (1.0, 75.0))",0.05999669,0.1988 ± 0.0025,"[140.0, 0.0, 1838.3838383838383, 1202.020202020202, 2262.626262626263, 141.41414141414143, 39.39393939393939, 28.282828282828284]"
1.153868348027329e24,"(phi = (23.0, 171.0), sumE = (2863.0, 3280.0), maxE = (331.0, 3481.0), r = (10.0, 88.0))",0.03209244,0.04479207876 ± 0.0,"[45.45454545454545, 10.909090909090908, 1060.6060606060605, 3358.5858585858587, 2333.3333333333335, 813.1313131313132, 49.494949494949495, 36.36363636363637]"
4.605435289630333e23,"(phi = (55.0, 148.0), sumE = (2331.0, 3181.0), maxE = (1502.0, 3211.0), r = (18.0, 94.0))",0.06045654,36.29 ± 0.65,"[78.18181818181819, 145.45454545454547, 3393.939393939394, 1060.6060606060605, 1414.141414141414, 2580.808080808081, 68.68686868686869, 13.131313131313131]"
