thalf,roi,eff,b,x0
7.32440792566644e22,"(phi = (89.0, 148.0), sumE = (2410.0, 2702.0), maxE = (1112.0, 2251.0), r = (7.0, 46.0))",0.00881832,29.82 ± 0.54,"[43.63636363636363, 143.63636363636363, 247.4747474747475, 1767.6767676767677, 2404.040404040404, 70.70707070707071, 22.22222222222222, 26.262626262626263]"
9.920824319608973e22,"(phi = (42.0, 179.0), sumE = (2596.0, 3230.0), maxE = (1180.0, 3187.0), r = (12.0, 45.0))",0.00511093,3.389 ± 0.058,"[134.54545454545453, 121.81818181818181, 176.76767676767676, 2757.5757575757575, 2651.5151515151515, 1555.5555555555557, 44.44444444444444, 94.94949494949495]"
1.013719801377232e23,"(phi = (59.0, 164.0), sumE = (2341.0, 3041.0), maxE = (683.0, 2105.0), r = (3.0, 90.0))",0.02304403,120.3 ± 2.2,"[161.8181818181818, 130.9090909090909, 1202.020202020202, 636.3636363636364, 601.010101010101, 3217.1717171717173, 56.56565656565657, 83.83838383838383]"
1.0389329715405705e23,"(phi = (43.0, 176.0), sumE = (2359.0, 3486.0), maxE = (252.0, 2316.0), r = (5.0, 30.0))",0.02144041,97.4 ± 1.8,"[169.0909090909091, 98.18181818181819, 1661.6161616161617, 848.4848484848485, 601.010101010101, 2510.10101010101, 83.83838383838383, 45.45454545454545]"
5.827195827014576e22,"(phi = (14.0, 171.0), sumE = (1507.0, 3042.0), maxE = (1177.0, 3283.0), r = (2.0, 60.0))",0.10304245,9160.0 ± 160.0,"[100.0, 161.8181818181818, 813.1313131313132, 176.76767676767676, 989.89898989899, 2580.808080808081, 17.171717171717173, 89.8989898989899]"
9.324710800263113e22,"(phi = (22.0, 135.0), sumE = (2349.0, 2938.0), maxE = (710.0, 2265.0), r = (7.0, 91.0))",0.01801161,84.8 ± 1.5,"[61.81818181818182, 127.27272727272727, 1838.3838383838383, 1414.141414141414, 989.89898989899, 1696.969696969697, 69.6969696969697, 62.62626262626262]"
9.739660065449606e22,"(phi = (51.0, 163.0), sumE = (2156.0, 3271.0), maxE = (694.0, 3206.0), r = (5.0, 57.0))",0.04504265,627.0 ± 11.0,"[90.9090909090909, 125.45454545454545, 3181.818181818182, 0.0, 989.89898989899, 2792.929292929293, 19.19191919191919, 16.161616161616163]"
1.1166301405037636e23,"(phi = (43.0, 179.0), sumE = (2347.0, 3482.0), maxE = (973.0, 3240.0), r = (6.0, 40.0))",0.02557891,122.0 ± 2.2,"[114.54545454545455, 0.0, 636.3636363636364, 3005.050505050505, 1661.6161616161617, 1873.7373737373737, 50.505050505050505, 69.6969696969697]"
7.411810247601841e22,"(phi = (10.0, 167.0), sumE = (2296.0, 2555.0), maxE = (491.0, 3258.0), r = (2.0, 28.0))",0.02093163,189.9 ± 3.4,"[125.45454545454545, 118.18181818181819, 1484.8484848484848, 176.76767676767676, 459.5959595959596, 601.010101010101, 65.65656565656566, 48.484848484848484]"
9.35522979618998e22,"(phi = (14.0, 162.0), sumE = (2162.0, 3189.0), maxE = (853.0, 3050.0), r = (10.0, 88.0))",0.04041349,546.9 ± 9.9,"[161.8181818181818, 172.72727272727272, 1131.3131313131314, 3075.757575757576, 3217.1717171717173, 919.1919191919192, 42.42424242424242, 14.141414141414142]"
