thalf,roi,eff,b,x0
7.416001313641611e23,"(phi = (128.0, 160.0), sumE = (2495.0, 3442.0), maxE = (162.0, 3288.0), r = (7.0, 59.0))",0.05067294,7.62 ± 0.14,"[121.81818181818181, 74.54545454545455, 1166.6666666666667, 2722.222222222222, 2191.919191919192, 1095.959595959596, 12.121212121212121, 75.75757575757575]"
4.347163269924573e23,"(phi = (40.0, 122.0), sumE = (2742.0, 2912.0), maxE = (2153.0, 3418.0), r = (6.0, 50.0))",0.01226629,0.0797 ± 0.0011,"[123.63636363636364, 83.63636363636364, 954.5454545454545, 2722.222222222222, 2969.6969696969695, 247.4747474747475, 50.505050505050505, 1.0101010101010102]"
2.0401917234764016e24,"(phi = (53.0, 132.0), sumE = (2732.0, 3364.0), maxE = (171.0, 2440.0), r = (2.0, 40.0))",0.05937658,0.1675 ± 0.0021,"[69.0909090909091, 29.09090909090909, 813.1313131313132, 1166.6666666666667, 1237.3737373737374, 0.0, 87.87878787878788, 63.63636363636363]"
2.4577927538546396e24,"(phi = (17.0, 167.0), sumE = (2706.0, 3290.0), maxE = (1837.0, 3357.0), r = (1.0, 46.0))",0.07700934,0.4146 ± 0.0059,"[18.181818181818183, 50.90909090909091, 2934.343434343434, 2580.808080808081, 1202.020202020202, 742.4242424242424, 47.474747474747474, 18.181818181818183]"
3.815406583678106e24,"(phi = (38.0, 169.0), sumE = (2697.0, 3206.0), maxE = (1001.0, 3323.0), r = (0.0, 76.0))",0.14045899,1.005 ± 0.015,"[29.09090909090909, 130.9090909090909, 3429.2929292929293, 459.5959595959596, 494.949494949495, 1308.080808080808, 2.0202020202020203, 42.42424242424242]"
6.465720424589159e23,"(phi = (49.0, 171.0), sumE = (2308.0, 3230.0), maxE = (1540.0, 3395.0), r = (8.0, 59.0))",0.13197539,95.6 ± 1.7,"[58.18181818181818, 120.0, 318.1818181818182, 1095.959595959596, 1131.3131313131314, 1767.6767676767677, 79.79797979797979, 3.0303030303030303]"
6.719399361962555e23,"(phi = (149.0, 173.0), sumE = (2559.0, 2974.0), maxE = (425.0, 2818.0), r = (4.0, 61.0))",0.028424,1.716 ± 0.03,"[165.45454545454547, 150.9090909090909, 3181.818181818182, 883.8383838383838, 1449.4949494949494, 3287.878787878788, 14.141414141414142, 1.0101010101010102]"
9.592501762701825e23,"(phi = (41.0, 134.0), sumE = (2785.0, 3266.0), maxE = (498.0, 2866.0), r = (17.0, 77.0))",0.02677693,0.04944 ± 0.00035,"[20.0, 43.63636363636363, 282.82828282828285, 1414.141414141414, 2969.6969696969695, 1025.2525252525252, 91.91919191919192, 67.67676767676768]"
4.334428017137622e23,"(phi = (40.0, 97.0), sumE = (2418.0, 3083.0), maxE = (408.0, 2937.0), r = (18.0, 65.0))",0.03332898,10.29 ± 0.18,"[36.36363636363637, 54.54545454545455, 3252.5252525252527, 3464.6464646464647, 3464.6464646464647, 2651.5151515151515, 88.88888888888889, 39.39393939393939]"
9.397566893124948e23,"(phi = (1.0, 159.0), sumE = (2527.0, 3122.0), maxE = (318.0, 3051.0), r = (24.0, 78.0))",0.05169606,4.184 ± 0.072,"[116.36363636363636, 178.1818181818182, 318.1818181818182, 2404.040404040404, 2227.2727272727275, 2156.5656565656564, 53.535353535353536, 72.72727272727273]"
6.182273055272587e23,"(phi = (16.0, 153.0), sumE = (2715.0, 3143.0), maxE = (1352.0, 1552.0), r = (2.0, 95.0))",0.01750624,0.0942 ± 0.0012,"[21.818181818181817, 0.0, 2863.6363636363635, 848.4848484848485, 1449.4949494949494, 848.4848484848485, 66.66666666666667, 16.161616161616163]"
7.618158978425179e23,"(phi = (1.0, 175.0), sumE = (2773.0, 3461.0), maxE = (2280.0, 3074.0), r = (1.0, 98.0))",0.02134275,0.05818 ± 0.00018,"[29.09090909090909, 9.090909090909092, 2227.2727272727275, 3464.6464646464647, 106.06060606060606, 2085.8585858585857, 63.63636363636363, 19.19191919191919]"
9.056819735357759e23,"(phi = (55.0, 157.0), sumE = (2520.0, 3234.0), maxE = (1879.0, 3220.0), r = (14.0, 46.0))",0.04372475,2.724 ± 0.048,"[52.72727272727273, 143.63636363636363, 1873.7373737373737, 1732.3232323232323, 883.8383838383838, 3146.4646464646466, 74.74747474747475, 39.39393939393939]"
1.0803115749359574e24,"(phi = (5.0, 138.0), sumE = (2615.0, 2858.0), maxE = (428.0, 2330.0), r = (6.0, 21.0))",0.04531251,1.667 ± 0.029,"[85.45454545454545, 180.0, 2898.989898989899, 1095.959595959596, 1378.7878787878788, 1202.020202020202, 71.71717171717172, 46.464646464646464]"
7.349139468496834e23,"(phi = (127.0, 177.0), sumE = (2680.0, 2912.0), maxE = (1050.0, 2134.0), r = (10.0, 31.0))",0.02242847,0.3163 ± 0.0053,"[41.81818181818182, 105.45454545454545, 2227.2727272727275, 2085.8585858585857, 1095.959595959596, 2085.8585858585857, 17.171717171717173, 26.262626262626263]"
9.905850176596005e23,"(phi = (42.0, 159.0), sumE = (2672.0, 2759.0), maxE = (471.0, 2763.0), r = (2.0, 55.0))",0.03826049,1.219 ± 0.021,"[149.0909090909091, 81.81818181818181, 3287.878787878788, 2863.6363636363635, 3464.6464646464647, 3181.818181818182, 36.36363636363637, 34.343434343434346]"
2.3185295078225688e24,"(phi = (49.0, 153.0), sumE = (2760.0, 3160.0), maxE = (1072.0, 2738.0), r = (9.0, 54.0))",0.06657206,0.1252 ± 0.0012,"[25.454545454545453, 70.9090909090909, 2050.5050505050503, 2934.343434343434, 176.76767676767676, 919.1919191919192, 34.343434343434346, 84.84848484848484]"
