thalf,roi,eff,b,x0
2.246409647855453e22,"(phi = (32.0, 171.0), sumE = (988.0, 3378.0), maxE = (637.0, 2834.0), r = (0.0, 63.0))",0.09790266,55660.0 ± 910.0,"[27.272727272727273, 167.27272727272728, 3252.5252525252527, 2297.979797979798, 2686.868686868687, 2333.3333333333335, 40.4040404040404, 32.323232323232325]"
2.042678911931002e22,"(phi = (16.0, 156.0), sumE = (5.0, 3400.0), maxE = (904.0, 2462.0), r = (3.0, 59.0))",0.06318057,28030.0 ± 460.0,"[127.27272727272727, 72.72727272727273, 1590.909090909091, 2722.222222222222, 3181.818181818182, 2757.5757575757575, 44.44444444444444, 55.55555555555556]"
2.1687289446512487e22,"(phi = (36.0, 173.0), sumE = (822.0, 3139.0), maxE = (160.0, 3320.0), r = (2.0, 51.0))",0.11012436,75600.0 ± 1200.0,"[89.0909090909091, 121.81818181818181, 2333.3333333333335, 2863.6363636363635, 1661.6161616161617, 1484.8484848484848, 54.54545454545455, 59.5959595959596]"
2.17714230231113e22,"(phi = (24.0, 162.0), sumE = (244.0, 3478.0), maxE = (710.0, 3449.0), r = (2.0, 70.0))",0.09109288,51300.0 ± 830.0,"[156.36363636363637, 170.9090909090909, 3464.6464646464647, 989.89898989899, 1909.090909090909, 3075.757575757576, 12.121212121212121, 29.292929292929294]"
2.209527726448983e22,"(phi = (20.0, 165.0), sumE = (1397.0, 3328.0), maxE = (616.0, 3205.0), r = (2.0, 86.0))",0.0662131,26320.0 ± 440.0,"[147.27272727272728, 169.0909090909091, 2191.919191919192, 1414.141414141414, 2969.6969696969695, 141.41414141414143, 73.73737373737374, 28.282828282828284]"
2.0564404882822465e22,"(phi = (34.0, 180.0), sumE = (64.0, 3440.0), maxE = (8.0, 2275.0), r = (0.0, 80.0))",0.12507853,108400.0 ± 1500.0,"[12.727272727272727, 92.72727272727273, 3005.050505050505, 2191.919191919192, 1555.5555555555557, 3287.878787878788, 41.41414141414141, 52.525252525252526]"
2.089805251736019e22,"(phi = (8.0, 167.0), sumE = (1086.0, 3034.0), maxE = (163.0, 2564.0), r = (8.0, 84.0))",0.08378224,47100.0 ± 760.0,"[150.9090909090909, 70.9090909090909, 2404.040404040404, 2545.4545454545455, 919.1919191919192, 2969.6969696969695, 38.38383838383838, 62.62626262626262]"
2.1795896589046977e22,"(phi = (16.0, 162.0), sumE = (605.0, 2518.0), maxE = (754.0, 2883.0), r = (1.0, 58.0))",0.08716515,46870.0 ± 760.0,"[145.45454545454547, 56.36363636363637, 3500.0, 1343.4343434343434, 494.949494949495, 3252.5252525252527, 25.252525252525253, 56.56565656565657]"
2.2236235208689153e22,"(phi = (0.0, 163.0), sumE = (1137.0, 3317.0), maxE = (261.0, 2055.0), r = (2.0, 59.0))",0.09003984,48050.0 ± 780.0,"[14.545454545454545, 41.81818181818182, 2616.161616161616, 2262.626262626263, 1025.2525252525252, 3323.2323232323233, 12.121212121212121, 6.0606060606060606]"
2.2534245656749886e22,"(phi = (0.0, 174.0), sumE = (699.0, 2708.0), maxE = (709.0, 2053.0), r = (1.0, 49.0))",0.09802018,55450.0 ± 900.0,"[172.72727272727272, 1.8181818181818181, 1520.20202020202, 1166.6666666666667, 1308.080808080808, 3393.939393939394, 74.74747474747475, 8.080808080808081]"
