thalf,roi,eff,b,x0
6.445412914379145e22,"(phi = (21.0, 130.0), sumE = (2239.0, 3446.0), maxE = (182.0, 2802.0), r = (8.0, 24.0))",0.01560398,137.2 ± 2.5,"[41.81818181818182, 18.181818181818183, 1095.959595959596, 1979.79797979798, 1803.030303030303, 141.41414141414143, 87.87878787878788, 25.252525252525253]"
4.38430981221703e22,"(phi = (21.0, 179.0), sumE = (1758.0, 2858.0), maxE = (152.0, 2860.0), r = (20.0, 80.0))",0.04650019,3296.0 ± 59.0,"[83.63636363636364, 30.90909090909091, 2191.919191919192, 1803.030303030303, 106.06060606060606, 3040.40404040404, 34.343434343434346, 98.98989898989899]"
7.923985438012914e22,"(phi = (7.0, 178.0), sumE = (2025.0, 3187.0), maxE = (1308.0, 2311.0), r = (9.0, 53.0))",0.04775632,1064.0 ± 19.0,"[32.72727272727273, 54.54545454545455, 1060.6060606060605, 3146.4646464646466, 141.41414141414143, 530.3030303030303, 1.0101010101010102, 53.535353535353536]"
8.336756675877189e22,"(phi = (47.0, 150.0), sumE = (2449.0, 3268.0), maxE = (1641.0, 3219.0), r = (7.0, 41.0))",0.007704,16.16 ± 0.29,"[141.8181818181818, 80.0, 3464.6464646464647, 2439.3939393939395, 3393.939393939394, 3323.2323232323233, 96.96969696969697, 70.70707070707071]"
8.702687423186067e22,"(phi = (6.0, 138.0), sumE = (2442.0, 3287.0), maxE = (1642.0, 2378.0), r = (0.0, 63.0))",0.00898966,20.9 ± 0.37,"[50.90909090909091, 67.27272727272727, 3464.6464646464647, 2474.747474747475, 318.1818181818182, 1803.030303030303, 18.181818181818183, 57.57575757575758]"
7.445063422679533e22,"(phi = (15.0, 125.0), sumE = (2218.0, 2991.0), maxE = (805.0, 3165.0), r = (1.0, 28.0))",0.02273451,224.2 ± 4.0,"[63.63636363636363, 116.36363636363636, 1803.030303030303, 2969.6969696969695, 919.1919191919192, 1308.080808080808, 3.0303030303030303, 9.090909090909092]"
1.2292004869502195e23,"(phi = (0.0, 159.0), sumE = (2475.0, 3387.0), maxE = (132.0, 2731.0), r = (8.0, 82.0))",0.01402454,26.24 ± 0.47,"[52.72727272727273, 138.1818181818182, 2050.5050505050503, 671.7171717171717, 1272.7272727272727, 671.7171717171717, 61.61616161616162, 3.0303030303030303]"
6.033779936150939e22,"(phi = (36.0, 148.0), sumE = (2333.0, 2581.0), maxE = (1407.0, 2388.0), r = (11.0, 67.0))",0.01062403,69.4 ± 1.3,"[163.63636363636363, 172.72727272727272, 3075.757575757576, 3146.4646464646466, 1767.6767676767677, 1272.7272727272727, 73.73737373737374, 6.0606060606060606]"
6.917169291171831e22,"(phi = (46.0, 173.0), sumE = (2596.0, 2757.0), maxE = (894.0, 2324.0), r = (11.0, 32.0))",0.00335717,2.774 ± 0.049,"[54.54545454545455, 72.72727272727273, 141.41414141414143, 1343.4343434343434, 2121.212121212121, 247.4747474747475, 15.151515151515152, 64.64646464646465]"
5.285850002031317e22,"(phi = (18.0, 176.0), sumE = (486.0, 2818.0), maxE = (1619.0, 2956.0), r = (8.0, 42.0))",0.02842034,847.0 ± 15.0,"[16.363636363636363, 98.18181818181819, 3005.050505050505, 530.3030303030303, 2191.919191919192, 919.1919191919192, 77.77777777777777, 87.87878787878788]"
1.0569580954207964e23,"(phi = (69.0, 144.0), sumE = (2549.0, 3282.0), maxE = (276.0, 2543.0), r = (1.0, 83.0))",0.00696,6.88 ± 0.12,"[34.54545454545455, 121.81818181818181, 1767.6767676767677, 2545.4545454545455, 1237.3737373737374, 1696.969696969697, 83.83838383838383, 64.64646464646465]"
6.721846895591559e22,"(phi = (5.0, 116.0), sumE = (2015.0, 3309.0), maxE = (576.0, 2929.0), r = (1.0, 45.0))",0.0397463,1025.0 ± 18.0,"[103.63636363636364, 49.09090909090909, 3393.939393939394, 3217.1717171717173, 2015.1515151515152, 2828.282828282828, 74.74747474747475, 97.97979797979798]"
