thalf,roi,eff,b,x0
2.0096156310087487e22,"(phi = (27.0, 157.0), sumE = (525.0, 3179.0), maxE = (203.0, 2176.0), r = (0.0, 87.0))",0.11375182,93900.0 ± 1300.0,"[10.909090909090908, 45.45454545454545, 777.7777777777778, 3464.6464646464647, 3358.5858585858587, 1378.7878787878788, 75.75757575757575, 78.78787878787878]"
2.0174524698042302e22,"(phi = (12.0, 160.0), sumE = (70.0, 3196.0), maxE = (201.0, 2310.0), r = (1.0, 75.0))",0.12170815,106700.0 ± 1500.0,"[61.81818181818182, 69.0909090909091, 141.41414141414143, 3217.1717171717173, 1626.2626262626263, 1060.6060606060605, 31.31313131313131, 39.39393939393939]"
1.9433339398328494e22,"(phi = (29.0, 148.0), sumE = (1483.0, 2891.0), maxE = (855.0, 3398.0), r = (4.0, 50.0))",0.04464065,15460.0 ± 260.0,"[89.0909090909091, 3.6363636363636362, 2439.3939393939395, 2545.4545454545455, 1484.8484848484848, 919.1919191919192, 22.22222222222222, 27.272727272727273]"
1.9583537631383618e22,"(phi = (14.0, 161.0), sumE = (780.0, 2120.0), maxE = (438.0, 1663.0), r = (2.0, 92.0))",0.10112567,78100.0 ± 1200.0,"[81.81818181818181, 5.454545454545454, 1909.090909090909, 989.89898989899, 707.070707070707, 1838.3838383838383, 64.64646464646465, 10.1010101010101]"
1.961619409943115e22,"(phi = (12.0, 146.0), sumE = (866.0, 3378.0), maxE = (10.0, 2356.0), r = (5.0, 98.0))",0.08897146,60280.0 ± 930.0,"[152.72727272727272, 72.72727272727273, 2616.161616161616, 2792.929292929293, 3358.5858585858587, 2616.161616161616, 89.8989898989899, 42.42424242424242]"
2.06244443580702e22,"(phi = (24.0, 166.0), sumE = (1082.0, 3130.0), maxE = (954.0, 1952.0), r = (1.0, 87.0))",0.06054687,25260.0 ± 420.0,"[32.72727272727273, 132.72727272727272, 176.76767676767676, 3323.2323232323233, 1626.2626262626263, 671.7171717171717, 26.262626262626263, 54.54545454545455]"
1.9429446240202555e22,"(phi = (5.0, 149.0), sumE = (39.0, 3448.0), maxE = (635.0, 3487.0), r = (7.0, 100.0))",0.08106512,51010.0 ± 800.0,"[176.36363636363637, 121.81818181818181, 353.5353535353535, 2474.747474747475, 1202.020202020202, 1590.909090909091, 66.66666666666667, 70.70707070707071]"
2.1270906729249613e22,"(phi = (1.0, 166.0), sumE = (1106.0, 2233.0), maxE = (122.0, 2433.0), r = (3.0, 73.0))",0.08856406,50800.0 ± 820.0,"[127.27272727272727, 101.81818181818181, 2863.6363636363635, 2191.919191919192, 2934.343434343434, 1449.4949494949494, 88.88888888888889, 85.85858585858585]"
2.065388081125721e22,"(phi = (8.0, 163.0), sumE = (1209.0, 3054.0), maxE = (701.0, 2494.0), r = (8.0, 85.0))",0.07055718,34200.0 ± 570.0,"[49.09090909090909, 132.72727272727272, 3464.6464646464647, 1944.4444444444443, 3252.5252525252527, 565.6565656565657, 26.262626262626263, 1.0101010101010102]"
2.085413205934317e22,"(phi = (35.0, 180.0), sumE = (516.0, 3363.0), maxE = (132.0, 1991.0), r = (0.0, 72.0))",0.12193292,100200.0 ± 1400.0,"[7.2727272727272725, 52.72727272727273, 2191.919191919192, 1272.7272727272727, 318.1818181818182, 176.76767676767676, 63.63636363636363, 69.6969696969697]"
2.2411577656533064e22,"(phi = (11.0, 172.0), sumE = (1050.0, 3440.0), maxE = (540.0, 3046.0), r = (4.0, 81.0))",0.09871617,56850.0 ± 920.0,"[20.0, 154.54545454545453, 707.070707070707, 3040.40404040404, 2651.5151515151515, 2333.3333333333335, 21.21212121212121, 94.94949494949495]"
2.2128002683718653e22,"(phi = (28.0, 170.0), sumE = (310.0, 3143.0), maxE = (622.0, 2235.0), r = (0.0, 68.0))",0.10492455,65900.0 ± 1000.0,"[143.63636363636363, 21.818181818181817, 3500.0, 3252.5252525252527, 1767.6767676767677, 2616.161616161616, 31.31313131313131, 89.8989898989899]"
2.193224319524506e22,"(phi = (2.0, 176.0), sumE = (863.0, 2371.0), maxE = (673.0, 3352.0), r = (3.0, 47.0))",0.09696,57270.0 ± 930.0,"[80.0, 103.63636363636364, 1838.3838383838383, 1449.4949494949494, 530.3030303030303, 1944.4444444444443, 28.282828282828284, 68.68686868686869]"
1.972320314375784e22,"(phi = (41.0, 168.0), sumE = (435.0, 2219.0), maxE = (422.0, 2544.0), r = (1.0, 84.0))",0.10621968,85000.0 ± 1200.0,"[121.81818181818181, 10.909090909090908, 2050.5050505050503, 212.12121212121212, 388.8888888888889, 2368.686868686869, 54.54545454545455, 72.72727272727273]"
1.991337823862749e22,"(phi = (1.0, 178.0), sumE = (1094.0, 3211.0), maxE = (436.0, 2905.0), r = (11.0, 98.0))",0.07592254,42600.0 ± 690.0,"[27.272727272727273, 114.54545454545455, 0.0, 2722.222222222222, 1590.909090909091, 2792.929292929293, 47.474747474747474, 90.9090909090909]"
