thalf,roi,eff,b,x0
1.4150402206036293e24,"(phi = (31.0, 111.0), sumE = (2582.0, 2988.0), maxE = (330.0, 2689.0), r = (8.0, 98.0))",0.06831568,2.717 ± 0.046,"[25.454545454545453, 80.0, 3111.1111111111113, 3287.878787878788, 2085.8585858585857, 1838.3838383838383, 38.38383838383838, 63.63636363636363]"
6.96327989938014e23,"(phi = (78.0, 179.0), sumE = (2326.0, 3418.0), maxE = (1562.0, 2675.0), r = (0.0, 81.0))",0.13056834,79.5 ± 1.4,"[161.8181818181818, 105.45454545454545, 2686.868686868687, 141.41414141414143, 247.4747474747475, 813.1313131313132, 4.040404040404041, 73.73737373737374]"
2.293732837539417e23,"(phi = (32.0, 180.0), sumE = (1508.0, 3357.0), maxE = (1942.0, 2541.0), r = (20.0, 51.0))",0.03340119,45.81 ± 0.82,"[176.36363636363637, 96.36363636363636, 1484.8484848484848, 1131.3131313131314, 2368.686868686869, 1873.7373737373737, 8.080808080808081, 73.73737373737374]"
1.0023647416430082e24,"(phi = (21.0, 105.0), sumE = (2640.0, 2911.0), maxE = (980.0, 1918.0), r = (0.0, 50.0))",0.03393981,0.679 ± 0.011,"[127.27272727272727, 3.6363636363636362, 2898.989898989899, 0.0, 3040.40404040404, 1520.20202020202, 13.131313131313131, 57.57575757575758]"
1.539132287166234e24,"(phi = (81.0, 149.0), sumE = (2738.0, 3416.0), maxE = (725.0, 3047.0), r = (8.0, 27.0))",0.04388948,0.106 ± 0.0014,"[145.45454545454547, 41.81818181818182, 2580.808080808081, 424.24242424242425, 2368.686868686869, 530.3030303030303, 34.343434343434346, 90.9090909090909]"
1.8207403341420845e24,"(phi = (21.0, 143.0), sumE = (2567.0, 3163.0), maxE = (1143.0, 2715.0), r = (10.0, 87.0))",0.10904415,5.421 ± 0.093,"[121.81818181818181, 21.818181818181817, 636.3636363636364, 2898.989898989899, 1803.030303030303, 2934.343434343434, 48.484848484848484, 37.37373737373738]"
7.357521467825693e23,"(phi = (12.0, 143.0), sumE = (2426.0, 3262.0), maxE = (2108.0, 3032.0), r = (0.0, 60.0))",0.04646419,6.25 ± 0.11,"[103.63636363636364, 12.727272727272727, 742.4242424242424, 0.0, 3287.878787878788, 2050.5050505050503, 49.494949494949495, 88.88888888888889]"
1.7552146248276978e24,"(phi = (27.0, 114.0), sumE = (2617.0, 3413.0), maxE = (815.0, 2734.0), r = (0.0, 32.0))",0.07261586,1.588 ± 0.026,"[85.45454545454545, 147.27272727272728, 2085.8585858585857, 2580.808080808081, 1025.2525252525252, 989.89898989899, 74.74747474747475, 84.84848484848484]"
1.99612345267048e24,"(phi = (56.0, 172.0), sumE = (2804.0, 3333.0), maxE = (846.0, 3405.0), r = (9.0, 62.0))",0.05592265,0.06433 ± 0.00035,"[49.09090909090909, 18.181818181818183, 1590.909090909091, 742.4242424242424, 1060.6060606060605, 1626.2626262626263, 50.505050505050505, 29.292929292929294]"
1.8233759384690734e24,"(phi = (64.0, 131.0), sumE = (2641.0, 3081.0), maxE = (879.0, 2769.0), r = (8.0, 80.0))",0.06744148,1.015 ± 0.017,"[69.0909090909091, 23.636363636363637, 3393.939393939394, 1095.959595959596, 35.35353535353536, 707.070707070707, 22.22222222222222, 19.19191919191919]"
1.3204675900658847e24,"(phi = (56.0, 169.0), sumE = (2605.0, 2995.0), maxE = (1218.0, 1969.0), r = (12.0, 72.0))",0.05728692,1.87 ± 0.032,"[10.909090909090908, 160.0, 1484.8484848484848, 1626.2626262626263, 106.06060606060606, 2262.626262626263, 22.22222222222222, 100.0]"
1.7573253461709745e24,"(phi = (5.0, 144.0), sumE = (2647.0, 3011.0), maxE = (112.0, 1923.0), r = (5.0, 69.0))",0.06439947,0.984 ± 0.016,"[109.0909090909091, 127.27272727272727, 3252.5252525252527, 742.4242424242424, 1308.080808080808, 3217.1717171717173, 76.76767676767676, 90.9090909090909]"
6.751138757500871e23,"(phi = (90.0, 179.0), sumE = (2533.0, 2810.0), maxE = (1115.0, 2021.0), r = (7.0, 59.0))",0.04448007,6.89 ± 0.12,"[25.454545454545453, 10.909090909090908, 3429.2929292929293, 3181.818181818182, 3111.1111111111113, 883.8383838383838, 31.31313131313131, 52.525252525252526]"
3.203917701690994e24,"(phi = (33.0, 175.0), sumE = (2626.0, 3188.0), maxE = (1308.0, 2776.0), r = (4.0, 79.0))",0.16208435,3.195 ± 0.053,"[98.18181818181819, 10.909090909090908, 1484.8484848484848, 424.24242424242425, 1343.4343434343434, 1909.090909090909, 78.78787878787878, 3.0303030303030303]"
9.300123731984338e23,"(phi = (107.0, 144.0), sumE = (2768.0, 3222.0), maxE = (960.0, 3413.0), r = (11.0, 91.0))",0.02577162,0.02648 ± 0.00018,"[165.45454545454547, 78.18181818181819, 2333.3333333333335, 2474.747474747475, 848.4848484848485, 176.76767676767676, 60.60606060606061, 19.19191919191919]"
2.7272880984470046e24,"(phi = (9.0, 151.0), sumE = (2691.0, 3328.0), maxE = (487.0, 3461.0), r = (10.0, 60.0))",0.09347212,0.719 ± 0.01,"[149.0909090909091, 69.0909090909091, 3217.1717171717173, 1202.020202020202, 1555.5555555555557, 3111.1111111111113, 54.54545454545455, 63.63636363636363]"
1.2463190654244403e24,"(phi = (56.0, 134.0), sumE = (2745.0, 3203.0), maxE = (880.0, 2181.0), r = (10.0, 47.0))",0.03491641,0.06454 ± 0.00071,"[80.0, 138.1818181818182, 813.1313131313132, 2404.040404040404, 1166.6666666666667, 1484.8484848484848, 8.080808080808081, 71.71717171717172]"
5.561159562545349e23,"(phi = (6.0, 148.0), sumE = (2317.0, 3054.0), maxE = (1904.0, 2479.0), r = (2.0, 73.0))",0.07238735,35.49 ± 0.64,"[109.0909090909091, 130.9090909090909, 70.70707070707071, 3500.0, 2757.5757575757575, 2580.808080808081, 56.56565656565657, 30.303030303030305]"
9.385093192612565e23,"(phi = (54.0, 142.0), sumE = (2547.0, 2974.0), maxE = (459.0, 2867.0), r = (21.0, 67.0))",0.04499761,2.648 ± 0.046,"[54.54545454545455, 172.72727272727272, 3146.4646464646466, 3217.1717171717173, 1626.2626262626263, 2616.161616161616, 7.070707070707071, 7.070707070707071]"
2.1599518281970904e24,"(phi = (97.0, 151.0), sumE = (2734.0, 3079.0), maxE = (862.0, 2912.0), r = (3.0, 78.0))",0.06286201,0.1684 ± 0.0023,"[38.18181818181818, 89.0909090909091, 1732.3232323232323, 565.6565656565657, 1166.6666666666667, 777.7777777777778, 32.323232323232325, 17.171717171717173]"
1.0023300024194273e24,"(phi = (0.0, 104.0), sumE = (2758.0, 3487.0), maxE = (1345.0, 2220.0), r = (7.0, 82.0))",0.02818199,0.07235 ± 0.00053,"[145.45454545454547, 9.090909090909092, 424.24242424242425, 1343.4343434343434, 2333.3333333333335, 1803.030303030303, 60.60606060606061, 67.67676767676768]"
4.89667145396588e23,"(phi = (68.0, 171.0), sumE = (2284.0, 3475.0), maxE = (721.0, 2658.0), r = (10.0, 70.0))",0.12887003,164.3 ± 3.0,"[127.27272727272727, 9.090909090909092, 2015.1515151515152, 1414.141414141414, 1237.3737373737374, 1060.6060606060605, 92.92929292929293, 84.84848484848484]"
