thalf,roi,eff,b,x0
2.0357088196409267e22,"(phi = (43.0, 176.0), sumE = (771.0, 3439.0), maxE = (370.0, 2805.0), r = (6.0, 58.0))",0.10070565,71700.0 ± 1100.0,"[70.9090909090909, 138.1818181818182, 530.3030303030303, 1838.3838383838383, 3323.2323232323233, 1909.090909090909, 80.8080808080808, 83.83838383838383]"
1.8014494487052594e22,"(phi = (6.0, 137.0), sumE = (1661.0, 2883.0), maxE = (896.0, 2439.0), r = (2.0, 57.0))",0.02989014,8070.0 ± 140.0,"[172.72727272727272, 40.0, 2898.989898989899, 777.7777777777778, 2545.4545454545455, 1131.3131313131314, 16.161616161616163, 88.88888888888889]"
2.1468868762311137e22,"(phi = (21.0, 171.0), sumE = (1627.0, 2895.0), maxE = (89.0, 2438.0), r = (1.0, 57.0))",0.04526141,13020.0 ± 230.0,"[5.454545454545454, 41.81818181818182, 2262.626262626263, 2757.5757575757575, 565.6565656565657, 3217.1717171717173, 78.78787878787878, 67.67676767676768]"
2.1907958658782426e22,"(phi = (22.0, 173.0), sumE = (1111.0, 2320.0), maxE = (451.0, 3365.0), r = (3.0, 68.0))",0.09160665,51240.0 ± 830.0,"[134.54545454545453, 38.18181818181818, 212.12121212121212, 636.3636363636364, 671.7171717171717, 1095.959595959596, 79.79797979797979, 15.151515151515152]"
2.187077965395864e22,"(phi = (6.0, 167.0), sumE = (1418.0, 3084.0), maxE = (31.0, 2848.0), r = (4.0, 79.0))",0.06330848,24550.0 ± 420.0,"[134.54545454545453, 32.72727272727273, 883.8383838383838, 388.8888888888889, 1767.6767676767677, 1343.4343434343434, 21.21212121212121, 24.242424242424242]"
1.8630579197229155e22,"(phi = (70.0, 170.0), sumE = (1475.0, 3417.0), maxE = (922.0, 2965.0), r = (4.0, 65.0))",0.03939745,13100.0 ± 230.0,"[34.54545454545455, 89.0909090909091, 2898.989898989899, 3252.5252525252527, 2792.929292929293, 2085.8585858585857, 1.0101010101010102, 95.95959595959596]"
2.0938066946247807e22,"(phi = (18.0, 156.0), sumE = (397.0, 2426.0), maxE = (685.0, 2364.0), r = (3.0, 89.0))",0.08827565,52090.0 ± 830.0,"[161.8181818181818, 180.0, 247.4747474747475, 2085.8585858585857, 459.5959595959596, 3040.40404040404, 90.9090909090909, 53.535353535353536]"
2.2222018333238163e22,"(phi = (0.0, 175.0), sumE = (968.0, 2710.0), maxE = (623.0, 3136.0), r = (3.0, 44.0))",0.09811126,57120.0 ± 920.0,"[165.45454545454547, 109.0909090909091, 35.35353535353536, 2651.5151515151515, 1590.909090909091, 106.06060606060606, 7.070707070707071, 7.070707070707071]"
2.068338772654866e22,"(phi = (12.0, 172.0), sumE = (893.0, 2855.0), maxE = (118.0, 2129.0), r = (8.0, 49.0))",0.09701415,64500.0 ± 1000.0,"[92.72727272727273, 176.36363636363637, 459.5959595959596, 1979.79797979798, 1343.4343434343434, 1484.8484848484848, 1.0101010101010102, 83.83838383838383]"
2.026402272829335e22,"(phi = (4.0, 178.0), sumE = (213.0, 3119.0), maxE = (430.0, 1913.0), r = (7.0, 89.0))",0.11112594,88100.0 ± 1300.0,"[34.54545454545455, 60.0, 813.1313131313132, 2439.3939393939395, 636.3636363636364, 989.89898989899, 80.8080808080808, 42.42424242424242]"
2.235462352726599e22,"(phi = (20.0, 172.0), sumE = (1354.0, 2648.0), maxE = (379.0, 3177.0), r = (3.0, 76.0))",0.07166265,30120.0 ± 510.0,"[81.81818181818181, 134.54545454545453, 1696.969696969697, 954.5454545454545, 1626.2626262626263, 742.4242424242424, 45.45454545454545, 21.21212121212121]"
1.966179897902645e22,"(phi = (47.0, 159.0), sumE = (580.0, 3454.0), maxE = (652.0, 1681.0), r = (1.0, 68.0))",0.08137966,50200.0 ± 800.0,"[92.72727272727273, 158.1818181818182, 848.4848484848485, 813.1313131313132, 3181.818181818182, 3040.40404040404, 80.8080808080808, 49.494949494949495]"
