thalf,roi,eff,b,x0
1.8104200787046787e22,"(phi = (52.0, 148.0), sumE = (389.0, 3092.0), maxE = (444.0, 2418.0), r = (2.0, 65.0))",0.08352058,62370.0 ± 920.0,"[132.72727272727272, 116.36363636363636, 601.010101010101, 954.5454545454545, 2616.161616161616, 601.010101010101, 20.2020202020202, 54.54545454545455]"
2.0808636239315565e22,"(phi = (18.0, 174.0), sumE = (405.0, 3036.0), maxE = (160.0, 2894.0), r = (3.0, 58.0))",0.12706404,109300.0 ± 1500.0,"[130.9090909090909, 49.09090909090909, 1803.030303030303, 282.82828282828285, 176.76767676767676, 2545.4545454545455, 53.535353535353536, 39.39393939393939]"
2.0760538720638654e22,"(phi = (10.0, 179.0), sumE = (15.0, 2583.0), maxE = (943.0, 2463.0), r = (5.0, 72.0))",0.06236884,26450.0 ± 440.0,"[130.9090909090909, 140.0, 3005.050505050505, 318.1818181818182, 2333.3333333333335, 565.6565656565657, 45.45454545454545, 57.57575757575758]"
2.15794044211431e22,"(phi = (47.0, 172.0), sumE = (1005.0, 3429.0), maxE = (534.0, 2911.0), r = (1.0, 86.0))",0.09334749,54840.0 ± 880.0,"[21.818181818181817, 160.0, 1626.2626262626263, 2686.868686868687, 919.1919191919192, 2686.868686868687, 68.68686868686869, 98.98989898989899]"
2.013336235182805e22,"(phi = (16.0, 145.0), sumE = (586.0, 3258.0), maxE = (695.0, 2924.0), r = (2.0, 69.0))",0.07986353,46110.0 ± 740.0,"[112.72727272727273, 134.54545454545453, 3464.6464646464647, 3181.818181818182, 2863.6363636363635, 1449.4949494949494, 43.43434343434343, 93.93939393939394]"
2.010669820357654e22,"(phi = (58.0, 170.0), sumE = (1539.0, 2972.0), maxE = (147.0, 2161.0), r = (1.0, 96.0))",0.04485624,14580.0 ± 250.0,"[103.63636363636364, 3.6363636363636362, 70.70707070707071, 3075.757575757576, 3005.050505050505, 1378.7878787878788, 21.21212121212121, 42.42424242424242]"
2.12299746969413e22,"(phi = (28.0, 176.0), sumE = (782.0, 2575.0), maxE = (600.0, 3315.0), r = (6.0, 57.0))",0.09900065,63720.0 ± 1000.0,"[65.45454545454545, 145.45454545454547, 3393.939393939394, 424.24242424242425, 1237.3737373737374, 2191.919191919192, 4.040404040404041, 69.6969696969697]"
1.8851966960109204e22,"(phi = (12.0, 156.0), sumE = (140.0, 2048.0), maxE = (738.0, 1874.0), r = (1.0, 87.0))",0.07411058,45290.0 ± 730.0,"[141.8181818181818, 134.54545454545453, 1449.4949494949494, 707.070707070707, 1626.2626262626263, 3429.2929292929293, 33.333333333333336, 52.525252525252526]"
2.1535343557384123e22,"(phi = (8.0, 173.0), sumE = (437.0, 3356.0), maxE = (451.0, 3287.0), r = (0.0, 46.0))",0.11991512,90900.0 ± 1300.0,"[60.0, 74.54545454545455, 2333.3333333333335, 3464.6464646464647, 2368.686868686869, 2934.343434343434, 12.121212121212121, 64.64646464646465]"
2.0525823085733483e22,"(phi = (29.0, 175.0), sumE = (9.0, 2812.0), maxE = (107.0, 1944.0), r = (0.0, 97.0))",0.12617064,110700.0 ± 1500.0,"[60.0, 76.36363636363636, 2510.10101010101, 2015.1515151515152, 1272.7272727272727, 2898.989898989899, 52.525252525252526, 9.090909090909092]"
1.7561096239702994e22,"(phi = (50.0, 173.0), sumE = (1874.0, 3412.0), maxE = (1082.0, 2227.0), r = (2.0, 62.0))",0.01919392,3501.0 ± 63.0,"[130.9090909090909, 80.0, 2510.10101010101, 2934.343434343434, 1378.7878787878788, 2404.040404040404, 83.83838383838383, 30.303030303030305]"
2.085529475822269e22,"(phi = (18.0, 177.0), sumE = (365.0, 3369.0), maxE = (318.0, 3491.0), r = (4.0, 98.0))",0.12442551,104300.0 ± 1500.0,"[160.0, 30.90909090909091, 2686.868686868687, 2404.040404040404, 247.4747474747475, 1343.4343434343434, 24.242424242424242, 36.36363636363637]"
2.0997212895397357e22,"(phi = (43.0, 162.0), sumE = (238.0, 3475.0), maxE = (651.0, 3389.0), r = (1.0, 90.0))",0.0899668,53800.0 ± 860.0,"[5.454545454545454, 41.81818181818182, 2404.040404040404, 2510.10101010101, 1237.3737373737374, 1838.3838383838383, 22.22222222222222, 34.343434343434346]"
2.0222318529432686e22,"(phi = (59.0, 165.0), sumE = (863.0, 2855.0), maxE = (689.0, 2330.0), r = (2.0, 64.0))",0.07767627,43240.0 ± 710.0,"[132.72727272727272, 100.0, 2651.5151515151515, 2757.5757575757575, 1838.3838383838383, 3040.40404040404, 62.62626262626262, 77.77777777777777]"
2.0650796076647066e22,"(phi = (41.0, 171.0), sumE = (228.0, 3317.0), maxE = (906.0, 2740.0), r = (3.0, 89.0))",0.06365868,27850.0 ± 470.0,"[3.6363636363636362, 63.63636363636363, 282.82828282828285, 2969.6969696969695, 1626.2626262626263, 1414.141414141414, 19.19191919191919, 54.54545454545455]"
2.0009352733500253e22,"(phi = (38.0, 164.0), sumE = (417.0, 3145.0), maxE = (618.0, 3428.0), r = (4.0, 40.0))",0.08506446,52960.0 ± 840.0,"[27.272727272727273, 70.9090909090909, 2191.919191919192, 3358.5858585858587, 1873.7373737373737, 1661.6161616161617, 20.2020202020202, 4.040404040404041]"
2.073251570731581e22,"(phi = (12.0, 166.0), sumE = (1599.0, 3290.0), maxE = (115.0, 1904.0), r = (3.0, 87.0))",0.04493564,13770.0 ± 240.0,"[109.0909090909091, 25.454545454545453, 2474.747474747475, 282.82828282828285, 3181.818181818182, 1590.909090909091, 79.79797979797979, 39.39393939393939]"
1.990534192548748e22,"(phi = (3.0, 161.0), sumE = (262.0, 3308.0), maxE = (891.0, 2519.0), r = (7.0, 90.0))",0.06145218,27930.0 ± 460.0,"[136.36363636363637, 45.45454545454545, 1696.969696969697, 2898.989898989899, 707.070707070707, 3075.757575757576, 58.58585858585859, 62.62626262626262]"
2.2567140300973373e22,"(phi = (1.0, 179.0), sumE = (561.0, 3263.0), maxE = (600.0, 2793.0), r = (0.0, 67.0))",0.11280421,73200.0 ± 1100.0,"[78.18181818181819, 18.181818181818183, 919.1919191919192, 2050.5050505050503, 3005.050505050505, 247.4747474747475, 4.040404040404041, 5.05050505050505]"
2.046107480164303e22,"(phi = (14.0, 165.0), sumE = (962.0, 3123.0), maxE = (749.0, 3451.0), r = (8.0, 49.0))",0.07605397,40490.0 ± 660.0,"[74.54545454545455, 96.36363636363636, 176.76767676767676, 636.3636363636364, 989.89898989899, 1944.4444444444443, 0.0, 13.131313131313131]"
1.980406438476769e22,"(phi = (23.0, 177.0), sumE = (1114.0, 2891.0), maxE = (824.0, 1728.0), r = (8.0, 74.0))",0.06531665,31880.0 ± 530.0,"[132.72727272727272, 92.72727272727273, 1449.4949494949494, 1343.4343434343434, 1590.909090909091, 1520.20202020202, 25.252525252525253, 35.35353535353536]"
1.9972938800059468e22,"(phi = (34.0, 179.0), sumE = (503.0, 2948.0), maxE = (48.0, 3026.0), r = (6.0, 80.0))",0.11326291,94200.0 ± 1300.0,"[9.090909090909092, 81.81818181818181, 2686.868686868687, 3287.878787878788, 388.8888888888889, 1378.7878787878788, 16.161616161616163, 2.0202020202020203]"
