thalf,roi,eff,b,x0
1.956856398255132e22,"(phi = (35.0, 146.0), sumE = (1477.0, 3051.0), maxE = (320.0, 3105.0), r = (1.0, 50.0))",0.04655406,16590.0 ± 280.0,"[80.0, 18.181818181818183, 530.3030303030303, 3323.2323232323233, 989.89898989899, 1343.4343434343434, 80.8080808080808, 43.43434343434343]"
2.2234322754807668e22,"(phi = (39.0, 177.0), sumE = (1295.0, 3286.0), maxE = (56.0, 3439.0), r = (0.0, 97.0))",0.07535223,33660.0 ± 560.0,"[167.27272727272728, 132.72727272727272, 1131.3131313131314, 2686.868686868687, 212.12121212121212, 1696.969696969697, 79.79797979797979, 23.232323232323232]"
2.0711532557228977e22,"(phi = (41.0, 168.0), sumE = (1509.0, 3072.0), maxE = (67.0, 2817.0), r = (2.0, 44.0))",0.049794,16940.0 ± 290.0,"[16.363636363636363, 90.9090909090909, 3111.1111111111113, 1202.020202020202, 1095.959595959596, 2262.626262626263, 58.58585858585859, 77.77777777777777]"
1.990539512105113e22,"(phi = (37.0, 160.0), sumE = (51.0, 2877.0), maxE = (385.0, 2579.0), r = (3.0, 55.0))",0.10742189,85300.0 ± 1200.0,"[92.72727272727273, 27.272727272727273, 1414.141414141414, 2085.8585858585857, 3464.6464646464647, 3464.6464646464647, 15.151515151515152, 75.75757575757575]"
1.922733778761304e22,"(phi = (25.0, 144.0), sumE = (1178.0, 2330.0), maxE = (198.0, 2768.0), r = (4.0, 51.0))",0.06629463,34840.0 ± 570.0,"[85.45454545454545, 1.8181818181818181, 1202.020202020202, 3429.2929292929293, 2297.979797979798, 2757.5757575757575, 76.76767676767676, 40.4040404040404]"
2.0603831158590243e22,"(phi = (38.0, 166.0), sumE = (671.0, 3489.0), maxE = (266.0, 2961.0), r = (3.0, 66.0))",0.1099179,83400.0 ± 1200.0,"[92.72727272727273, 25.454545454545453, 35.35353535353536, 3429.2929292929293, 106.06060606060606, 1378.7878787878788, 12.121212121212121, 39.39393939393939]"
2.152358639313942e22,"(phi = (22.0, 170.0), sumE = (932.0, 2433.0), maxE = (472.0, 1753.0), r = (0.0, 47.0))",0.10321984,67400.0 ± 1100.0,"[120.0, 85.45454545454545, 1166.6666666666667, 2227.2727272727275, 530.3030303030303, 883.8383838383838, 2.0202020202020203, 15.151515151515152]"
2.0745832943719237e22,"(phi = (15.0, 170.0), sumE = (1.0, 3217.0), maxE = (28.0, 2904.0), r = (1.0, 100.0))",0.12902267,113300.0 ± 1600.0,"[134.54545454545453, 29.09090909090909, 636.3636363636364, 2404.040404040404, 2510.10101010101, 1449.4949494949494, 66.66666666666667, 40.4040404040404]"
1.9931018011843267e22,"(phi = (15.0, 168.0), sumE = (1247.0, 3261.0), maxE = (64.0, 3186.0), r = (9.0, 44.0))",0.06473778,30920.0 ± 510.0,"[127.27272727272727, 96.36363636363636, 1838.3838383838383, 35.35353535353536, 671.7171717171717, 3252.5252525252527, 10.1010101010101, 59.5959595959596]"
2.048957880755348e22,"(phi = (24.0, 158.0), sumE = (610.0, 2985.0), maxE = (732.0, 2261.0), r = (6.0, 92.0))",0.07920868,43790.0 ± 710.0,"[5.454545454545454, 78.18181818181819, 813.1313131313132, 282.82828282828285, 424.24242424242425, 3181.818181818182, 74.74747474747475, 59.5959595959596]"
