thalf,roi,eff,b,x0
8.119546776435931e22,"(phi = (35.0, 173.0), sumE = (1950.0, 3282.0), maxE = (87.0, 3210.0), r = (1.0, 41.0))",0.07864474,2749.0 ± 50.0,"[27.272727272727273, 0.0, 2227.2727272727275, 2227.2727272727275, 1414.141414141414, 883.8383838383838, 35.35353535353536, 46.464646464646464]"
9.480929399171493e22,"(phi = (38.0, 131.0), sumE = (2326.0, 2836.0), maxE = (122.0, 2685.0), r = (2.0, 95.0))",0.02061306,109.1 ± 2.0,"[169.0909090909091, 96.36363636363636, 2580.808080808081, 919.1919191919192, 424.24242424242425, 2015.1515151515152, 52.525252525252526, 23.232323232323232]"
6.828913626224499e22,"(phi = (7.0, 160.0), sumE = (1978.0, 2857.0), maxE = (938.0, 2594.0), r = (13.0, 93.0))",0.04968119,1551.0 ± 28.0,"[103.63636363636364, 100.0, 2863.6363636363635, 2121.212121212121, 1095.959595959596, 2686.868686868687, 98.98989898989899, 67.67676767676768]"
1.1328095188283668e23,"(phi = (8.0, 159.0), sumE = (2299.0, 3046.0), maxE = (312.0, 2732.0), r = (4.0, 59.0))",0.03411937,217.8 ± 3.9,"[134.54545454545453, 180.0, 0.0, 1873.7373737373737, 459.5959595959596, 1520.20202020202, 3.0303030303030303, 47.474747474747474]"
1.0523733409979844e23,"(phi = (98.0, 177.0), sumE = (2494.0, 2879.0), maxE = (8.0, 2460.0), r = (3.0, 38.0))",0.0096998,16.07 ± 0.29,"[180.0, 129.0909090909091, 1767.6767676767677, 1979.79797979798, 530.3030303030303, 3075.757575757576, 76.76767676767676, 95.95959595959596]"
8.45570137811847e22,"(phi = (70.0, 154.0), sumE = (2329.0, 3395.0), maxE = (802.0, 2995.0), r = (11.0, 64.0))",0.01637586,85.2 ± 1.5,"[38.18181818181818, 158.1818181818182, 1661.6161616161617, 2015.1515151515152, 2898.989898989899, 2297.979797979798, 4.040404040404041, 49.494949494949495]"
8.436790468036453e22,"(phi = (1.0, 168.0), sumE = (2593.0, 3294.0), maxE = (1727.0, 2407.0), r = (5.0, 39.0))",0.00402107,2.595 ± 0.045,"[103.63636363636364, 16.363636363636363, 3075.757575757576, 1025.2525252525252, 1944.4444444444443, 919.1919191919192, 64.64646464646465, 52.525252525252526]"
4.751521749185945e22,"(phi = (87.0, 131.0), sumE = (1987.0, 3153.0), maxE = (1207.0, 2420.0), r = (9.0, 52.0))",0.01963229,500.3 ± 9.0,"[89.0909090909091, 172.72727272727272, 2439.3939393939395, 2297.979797979798, 1873.7373737373737, 989.89898989899, 74.74747474747475, 27.272727272727273]"
1.2984196727671563e23,"(phi = (50.0, 178.0), sumE = (2598.0, 2856.0), maxE = (208.0, 3500.0), r = (2.0, 54.0))",0.00759673,5.082 ± 0.088,"[85.45454545454545, 21.818181818181817, 2616.161616161616, 813.1313131313132, 1414.141414141414, 2404.040404040404, 54.54545454545455, 76.76767676767676]"
5.324555837206345e22,"(phi = (24.0, 158.0), sumE = (2167.0, 3260.0), maxE = (1005.0, 2967.0), r = (22.0, 43.0))",0.01545018,201.6 ± 3.6,"[110.9090909090909, 18.181818181818183, 3252.5252525252527, 707.070707070707, 2297.979797979798, 1909.090909090909, 67.67676767676768, 1.0101010101010102]"
