thalf,roi,eff,b,x0
5.054959881220942e22,"(phi = (64.0, 176.0), sumE = (1188.0, 2713.0), maxE = (1445.0, 3178.0), r = (4.0, 62.0))",0.0439829,2219.0 ± 39.0,"[118.18181818181819, 40.0, 2545.4545454545455, 1202.020202020202, 2297.979797979798, 141.41414141414143, 14.141414141414142, 53.535353535353536]"
9.802635591481646e22,"(phi = (27.0, 164.0), sumE = (2441.0, 2940.0), maxE = (1440.0, 2188.0), r = (7.0, 38.0))",0.01151479,28.17 ± 0.5,"[63.63636363636363, 27.272727272727273, 2404.040404040404, 1060.6060606060605, 1272.7272727272727, 3500.0, 56.56565656565657, 4.040404040404041]"
1.0894285997554299e23,"(phi = (10.0, 166.0), sumE = (2194.0, 2839.0), maxE = (648.0, 2677.0), r = (5.0, 67.0))",0.04706427,546.9 ± 9.9,"[69.0909090909091, 132.72727272727272, 424.24242424242425, 176.76767676767676, 1909.090909090909, 707.070707070707, 10.1010101010101, 38.38383838383838]"
7.049254291489472e22,"(phi = (29.0, 162.0), sumE = (2383.0, 2848.0), maxE = (644.0, 2367.0), r = (19.0, 41.0))",0.0090356,34.42 ± 0.62,"[70.9090909090909, 121.81818181818181, 2510.10101010101, 2545.4545454545455, 2828.282828282828, 1025.2525252525252, 61.61616161616162, 27.272727272727273]"
5.652855536362833e22,"(phi = (58.0, 150.0), sumE = (1800.0, 2918.0), maxE = (874.0, 2770.0), r = (7.0, 72.0))",0.06464333,3832.0 ± 69.0,"[105.45454545454545, 141.8181818181818, 1060.6060606060605, 1237.3737373737374, 3323.2323232323233, 3040.40404040404, 14.141414141414142, 65.65656565656566]"
1.0172419348094008e23,"(phi = (49.0, 179.0), sumE = (2151.0, 3403.0), maxE = (16.0, 2682.0), r = (4.0, 64.0))",0.05070522,728.0 ± 13.0,"[29.09090909090909, 125.45454545454545, 2863.6363636363635, 1272.7272727272727, 3393.939393939394, 1414.141414141414, 32.323232323232325, 82.82828282828282]"
6.437296833898305e22,"(phi = (12.0, 159.0), sumE = (2156.0, 2474.0), maxE = (374.0, 1916.0), r = (5.0, 65.0))",0.02893532,592.0 ± 11.0,"[70.9090909090909, 150.9090909090909, 388.8888888888889, 1414.141414141414, 3217.1717171717173, 848.4848484848485, 93.93939393939394, 34.343434343434346]"
1.1907680195011295e23,"(phi = (22.0, 178.0), sumE = (2492.0, 3202.0), maxE = (1323.0, 3237.0), r = (10.0, 97.0))",0.01206925,19.91 ± 0.35,"[76.36363636363636, 20.0, 954.5454545454545, 0.0, 2969.6969696969695, 2050.5050505050503, 34.343434343434346, 58.58585858585859]"
8.849584897624803e22,"(phi = (37.0, 157.0), sumE = (2633.0, 2902.0), maxE = (303.0, 2848.0), r = (9.0, 39.0))",0.00385184,1.893 ± 0.032,"[145.45454545454547, 90.9090909090909, 106.06060606060606, 601.010101010101, 2510.10101010101, 2368.686868686869, 63.63636363636363, 26.262626262626263]"
8.526070829040763e22,"(phi = (27.0, 153.0), sumE = (2179.0, 3492.0), maxE = (1215.0, 1870.0), r = (2.0, 58.0))",0.03255375,427.2 ± 7.7,"[83.63636363636364, 87.27272727272727, 2297.979797979798, 1696.969696969697, 1166.6666666666667, 35.35353535353536, 13.131313131313131, 25.252525252525253]"
6.963658378652285e22,"(phi = (9.0, 174.0), sumE = (2415.0, 2981.0), maxE = (985.0, 1717.0), r = (7.0, 27.0))",0.00809009,27.49 ± 0.49,"[47.27272727272727, 147.27272727272728, 2545.4545454545455, 2616.161616161616, 1803.030303030303, 1696.969696969697, 84.84848484848484, 87.87878787878788]"
7.717339561943352e22,"(phi = (5.0, 125.0), sumE = (2074.0, 3165.0), maxE = (1112.0, 2976.0), r = (4.0, 68.0))",0.03953251,769.0 ± 14.0,"[38.18181818181818, 174.54545454545453, 3358.5858585858587, 2156.5656565656564, 2474.747474747475, 919.1919191919192, 55.55555555555556, 19.19191919191919]"
