thalf,roi,eff,b,x0
2.178646709362653e22,"(phi = (9.0, 169.0), sumE = (174.0, 3429.0), maxE = (518.0, 2927.0), r = (2.0, 100.0))",0.11620214,83400.0 ± 1200.0,"[92.72727272727273, 100.0, 636.3636363636364, 1237.3737373737374, 2757.5757575757575, 2121.212121212121, 58.58585858585859, 53.535353535353536]"
1.9845206702352694e22,"(phi = (33.0, 159.0), sumE = (588.0, 2352.0), maxE = (801.0, 2464.0), r = (5.0, 83.0))",0.0695193,35960.0 ± 590.0,"[105.45454545454545, 101.81818181818181, 530.3030303030303, 353.5353535353535, 2545.4545454545455, 2757.5757575757575, 91.91919191919192, 17.171717171717173]"
1.874640928787756e22,"(phi = (5.0, 170.0), sumE = (28.0, 2745.0), maxE = (88.0, 3224.0), r = (9.0, 94.0))",0.10833698,97900.0 ± 1300.0,"[36.36363636363637, 149.0909090909091, 3252.5252525252527, 3005.050505050505, 1944.4444444444443, 2969.6969696969695, 86.86868686868686, 34.343434343434346]"
2.183076038881021e22,"(phi = (2.0, 167.0), sumE = (764.0, 3468.0), maxE = (764.0, 2458.0), r = (4.0, 59.0))",0.08611435,45600.0 ± 740.0,"[38.18181818181818, 14.545454545454545, 459.5959595959596, 883.8383838383838, 3181.818181818182, 3252.5252525252527, 47.474747474747474, 3.0303030303030303]"
2.098706122718083e22,"(phi = (6.0, 179.0), sumE = (60.0, 3085.0), maxE = (0.0, 2311.0), r = (1.0, 100.0))",0.13204988,116000.0 ± 1600.0,"[136.36363636363637, 120.0, 494.949494949495, 2580.808080808081, 141.41414141414143, 1803.030303030303, 41.41414141414141, 90.9090909090909]"
2.234093205777985e22,"(phi = (17.0, 179.0), sumE = (1238.0, 3231.0), maxE = (500.0, 2772.0), r = (2.0, 43.0))",0.08130247,38810.0 ± 640.0,"[54.54545454545455, 154.54545454545453, 3323.2323232323233, 2368.686868686869, 883.8383838383838, 2863.6363636363635, 20.2020202020202, 52.525252525252526]"
2.040514374664729e22,"(phi = (59.0, 174.0), sumE = (895.0, 3469.0), maxE = (638.0, 3381.0), r = (4.0, 64.0))",0.08250682,47910.0 ± 780.0,"[9.090909090909092, 138.1818181818182, 2969.6969696969695, 2404.040404040404, 247.4747474747475, 2404.040404040404, 83.83838383838383, 82.82828282828282]"
1.7944072408684151e22,"(phi = (48.0, 174.0), sumE = (1281.0, 2518.0), maxE = (743.0, 2145.0), r = (12.0, 64.0))",0.04941177,22220.0 ± 370.0,"[150.9090909090909, 163.63636363636363, 2934.343434343434, 2015.1515151515152, 2297.979797979798, 1520.20202020202, 71.71717171717172, 93.93939393939394]"
1.8880942095868182e22,"(phi = (6.0, 173.0), sumE = (537.0, 2904.0), maxE = (519.0, 3301.0), r = (0.0, 27.0))",0.08355934,57400.0 ± 870.0,"[54.54545454545455, 174.54545454545453, 1803.030303030303, 954.5454545454545, 2722.222222222222, 1378.7878787878788, 12.121212121212121, 98.98989898989899]"
2.09093529677166e22,"(phi = (37.0, 164.0), sumE = (717.0, 2983.0), maxE = (710.0, 2763.0), r = (3.0, 45.0))",0.08313664,46330.0 ± 750.0,"[116.36363636363636, 61.81818181818182, 212.12121212121212, 1696.969696969697, 2616.161616161616, 3323.2323232323233, 0.0, 6.0606060606060606]"
2.2524393343870627e22,"(phi = (1.0, 174.0), sumE = (1352.0, 2454.0), maxE = (495.0, 2775.0), r = (0.0, 56.0))",0.07380361,31460.0 ± 530.0,"[109.0909090909091, 12.727272727272727, 565.6565656565657, 282.82828282828285, 2828.282828282828, 2474.747474747475, 23.232323232323232, 53.535353535353536]"
2.0728396912872605e22,"(phi = (14.0, 178.0), sumE = (50.0, 3014.0), maxE = (10.0, 3270.0), r = (3.0, 72.0))",0.12908157,113600.0 ± 1600.0,"[65.45454545454545, 152.72727272727272, 2580.808080808081, 1979.79797979798, 954.5454545454545, 2545.4545454545455, 62.62626262626262, 28.282828282828284]"
