thalf,roi,eff,b,x0
8.6237544056525e22,"(phi = (11.0, 161.0), sumE = (2127.0, 2700.0), maxE = (469.0, 3101.0), r = (4.0, 31.0))",0.04344409,744.0 ± 13.0,"[5.454545454545454, 52.72727272727273, 2227.2727272727275, 3217.1717171717173, 3040.40404040404, 1025.2525252525252, 84.84848484848484, 38.38383838383838]"
1.1792291962118471e23,"(phi = (21.0, 180.0), sumE = (2207.0, 3027.0), maxE = (465.0, 3138.0), r = (0.0, 100.0))",0.05152559,559.0 ± 10.0,"[107.27272727272727, 169.0909090909091, 1520.20202020202, 919.1919191919192, 848.4848484848485, 1060.6060606060605, 6.0606060606060606, 49.494949494949495]"
7.596351050249719e22,"(phi = (115.0, 174.0), sumE = (2432.0, 3487.0), maxE = (1493.0, 2811.0), r = (7.0, 70.0))",0.00747773,18.7 ± 0.34,"[132.72727272727272, 147.27272727272728, 282.82828282828285, 424.24242424242425, 1626.2626262626263, 919.1919191919192, 88.88888888888889, 93.93939393939394]"
9.78931845046656e22,"(phi = (38.0, 142.0), sumE = (2209.0, 2951.0), maxE = (1038.0, 2296.0), r = (1.0, 48.0))",0.03482343,370.8 ± 6.7,"[165.45454545454547, 87.27272727272727, 1166.6666666666667, 1661.6161616161617, 1555.5555555555557, 3500.0, 43.43434343434343, 52.525252525252526]"
8.160540814576603e22,"(phi = (28.0, 125.0), sumE = (2462.0, 2846.0), maxE = (142.0, 2982.0), r = (8.0, 32.0))",0.00744293,15.64 ± 0.28,"[20.0, 61.81818181818182, 2121.212121212121, 1449.4949494949494, 742.4242424242424, 3005.050505050505, 61.61616161616162, 53.535353535353536]"
7.865501403097273e22,"(phi = (23.0, 160.0), sumE = (2328.0, 2646.0), maxE = (925.0, 3289.0), r = (11.0, 38.0))",0.01689027,106.5 ± 1.9,"[45.45454545454545, 61.81818181818182, 2297.979797979798, 2686.868686868687, 2404.040404040404, 2545.4545454545455, 11.11111111111111, 7.070707070707071]"
8.084646952013049e22,"(phi = (44.0, 136.0), sumE = (2111.0, 3064.0), maxE = (21.0, 2628.0), r = (5.0, 71.0))",0.03751513,631.0 ± 11.0,"[10.909090909090908, 69.0909090909091, 2898.989898989899, 2969.6969696969695, 141.41414141414143, 2368.686868686869, 48.484848484848484, 19.19191919191919]"
1.0042396608987584e23,"(phi = (32.0, 142.0), sumE = (2491.0, 3104.0), maxE = (689.0, 3360.0), r = (10.0, 45.0))",0.00889116,14.56 ± 0.26,"[118.18181818181819, 65.45454545454545, 388.8888888888889, 1237.3737373737374, 989.89898989899, 530.3030303030303, 41.41414141414141, 81.81818181818181]"
1.0568633619589708e23,"(phi = (55.0, 170.0), sumE = (2522.0, 3237.0), maxE = (1092.0, 3342.0), r = (12.0, 84.0))",0.00800886,9.96 ± 0.18,"[23.636363636363637, 78.18181818181819, 2934.343434343434, 3217.1717171717173, 247.4747474747475, 2969.6969696969695, 26.262626262626263, 97.97979797979798]"
9.881558706719817e22,"(phi = (109.0, 168.0), sumE = (2439.0, 3019.0), maxE = (486.0, 3391.0), r = (1.0, 46.0))",0.01187928,29.7 ± 0.53,"[56.36363636363637, 150.9090909090909, 1732.3232323232323, 2722.222222222222, 3217.1717171717173, 1449.4949494949494, 44.44444444444444, 37.37373737373738]"
1.217270441370613e23,"(phi = (6.0, 175.0), sumE = (2257.0, 3186.0), maxE = (854.0, 2327.0), r = (3.0, 81.0))",0.04243473,356.1 ± 6.4,"[60.0, 156.36363636363637, 70.70707070707071, 2368.686868686869, 3287.878787878788, 106.06060606060606, 48.484848484848484, 64.64646464646465]"
1.293025028116619e23,"(phi = (20.0, 168.0), sumE = (2377.0, 3493.0), maxE = (49.0, 3191.0), r = (2.0, 92.0))",0.0283169,110.8 ± 2.0,"[0.0, 5.454545454545454, 1555.5555555555557, 1378.7878787878788, 282.82828282828285, 530.3030303030303, 100.0, 50.505050505050505]"
1.0431008687279502e23,"(phi = (67.0, 162.0), sumE = (2345.0, 2945.0), maxE = (1185.0, 2283.0), r = (3.0, 84.0))",0.02311049,113.9 ± 2.1,"[69.0909090909091, 43.63636363636363, 1803.030303030303, 1767.6767676767677, 1060.6060606060605, 3429.2929292929293, 41.41414141414141, 88.88888888888889]"
9.532213146078565e22,"(phi = (23.0, 174.0), sumE = (2076.0, 2718.0), maxE = (125.0, 3135.0), r = (0.0, 54.0))",0.06641731,1423.0 ± 26.0,"[0.0, 120.0, 2085.8585858585857, 3181.818181818182, 1520.20202020202, 1520.20202020202, 53.535353535353536, 19.19191919191919]"
7.746308818963037e22,"(phi = (8.0, 117.0), sumE = (2416.0, 3450.0), maxE = (698.0, 1992.0), r = (4.0, 54.0))",0.00906859,28.0 ± 0.5,"[29.09090909090909, 34.54545454545455, 353.5353535353535, 1803.030303030303, 2227.2727272727275, 2898.989898989899, 9.090909090909092, 66.66666666666667]"
7.979552869885046e22,"(phi = (25.0, 120.0), sumE = (2387.0, 2724.0), maxE = (140.0, 2178.0), r = (4.0, 89.0))",0.01167426,46.3 ± 0.83,"[178.1818181818182, 12.727272727272727, 2757.5757575757575, 2686.868686868687, 2580.808080808081, 2722.222222222222, 1.0101010101010102, 38.38383838383838]"
6.8407577204690535e22,"(phi = (104.0, 155.0), sumE = (2398.0, 3361.0), maxE = (1654.0, 2646.0), r = (0.0, 99.0))",0.00710712,21.17 ± 0.38,"[127.27272727272727, 1.8181818181818181, 1343.4343434343434, 530.3030303030303, 1979.79797979798, 318.1818181818182, 20.2020202020202, 30.303030303030305]"
9.372649238682527e22,"(phi = (5.0, 148.0), sumE = (2333.0, 3460.0), maxE = (4.0, 2733.0), r = (8.0, 33.0))",0.01959955,100.7 ± 1.8,"[60.0, 58.18181818181818, 2686.868686868687, 1449.4949494949494, 1803.030303030303, 2545.4545454545455, 63.63636363636363, 3.0303030303030303]"
5.693161623907925e22,"(phi = (20.0, 162.0), sumE = (1012.0, 2911.0), maxE = (1407.0, 2892.0), r = (2.0, 97.0))",0.06149698,3419.0 ± 59.0,"[178.1818181818182, 125.45454545454545, 2191.919191919192, 3252.5252525252527, 3464.6464646464647, 1202.020202020202, 44.44444444444444, 34.343434343434346]"
8.97612423125307e22,"(phi = (75.0, 167.0), sumE = (2604.0, 3368.0), maxE = (1519.0, 2305.0), r = (3.0, 96.0))",0.00428279,2.597 ± 0.045,"[72.72727272727273, 41.81818181818182, 1555.5555555555557, 2262.626262626263, 2510.10101010101, 2015.1515151515152, 78.78787878787878, 78.78787878787878]"
1.0893599665746816e23,"(phi = (21.0, 174.0), sumE = (2489.0, 2776.0), maxE = (13.0, 2364.0), r = (10.0, 55.0))",0.01125491,20.91 ± 0.37,"[38.18181818181818, 94.54545454545455, 777.7777777777778, 3287.878787878788, 2580.808080808081, 141.41414141414143, 50.505050505050505, 92.92929292929293]"
6.501295570384219e22,"(phi = (58.0, 127.0), sumE = (2033.0, 2962.0), maxE = (1281.0, 3227.0), r = (1.0, 78.0))",0.02916763,590.0 ± 11.0,"[20.0, 116.36363636363636, 2545.4545454545455, 2191.919191919192, 3429.2929292929293, 2262.626262626263, 13.131313131313131, 92.92929292929293]"
