thalf,roi,eff,b,x0
9.946749770383294e21 ± 0.0,"(phi = (16.0, 106.0), sumE = (144.0, 3127.0), maxE = (128.0, 3416.0), r = (0.0, 68.0))",0.04400099 ± 0.0,57340.0 ± 730.0,"[160.0, 58.18181818181818, 954.5454545454545, 671.7171717171717, 3358.5858585858587, 883.8383838383838, 53.535353535353536, 42.42424242424242]"
1.2872667821020797e22 ± 0.0,"(phi = (14.0, 175.0), sumE = (385.0, 3076.0), maxE = (133.0, 2802.0), r = (1.0, 65.0))",0.07978757 ± 0.0,112600.0 ± 1600.0,"[167.27272727272728, 98.18181818181819, 2863.6363636363635, 1378.7878787878788, 2934.343434343434, 636.3636363636364, 66.66666666666667, 100.0]"
1.2404818327805356e22 ± 0.0,"(phi = (21.0, 169.0), sumE = (16.0, 1950.0), maxE = (216.0, 3449.0), r = (1.0, 63.0))",0.07507982 ± 0.0,107300.0 ± 1500.0,"[34.54545454545455, 121.81818181818181, 2969.6969696969695, 3217.1717171717173, 813.1313131313132, 3181.818181818182, 20.2020202020202, 17.171717171717173]"
1.2531994332730789e22 ± 0.0,"(phi = (17.0, 169.0), sumE = (216.0, 3125.0), maxE = (34.0, 2808.0), r = (1.0, 46.0))",0.07614508 ± 0.0,108200.0 ± 1500.0,"[158.1818181818182, 50.90909090909091, 1272.7272727272727, 2439.3939393939395, 1449.4949494949494, 1732.3232323232323, 56.56565656565657, 51.515151515151516]"
1.1810291811742973e22 ± 0.0,"(phi = (19.0, 169.0), sumE = (110.0, 2009.0), maxE = (387.0, 2847.0), r = (6.0, 85.0))",0.06552621 ± 0.0,90200.0 ± 1300.0,"[45.45454545454545, 76.36363636363636, 1555.5555555555557, 353.5353535353535, 2227.2727272727275, 2404.040404040404, 100.0, 1.0101010101010102]"
1.1105123163626174e22 ± 0.0,"(phi = (29.0, 160.0), sumE = (705.0, 2007.0), maxE = (472.0, 1842.0), r = (4.0, 87.0))",0.05591054 ± 0.0,74300.0 ± 1100.0,"[76.36363636363636, 81.81818181818181, 2156.5656565656564, 212.12121212121212, 2191.919191919192, 813.1313131313132, 4.040404040404041, 93.93939393939394]"
1.0077696897605014e22 ± 0.0,"(phi = (16.0, 155.0), sumE = (219.0, 3499.0), maxE = (709.0, 2839.0), r = (0.0, 85.0))",0.04158847 ± 0.0,49910.0 ± 800.0,"[74.54545454545455, 90.9090909090909, 3323.2323232323233, 0.0, 106.06060606060606, 106.06060606060606, 45.45454545454545, 12.121212121212121]"
1.1483137369888285e22 ± 0.0,"(phi = (12.0, 179.0), sumE = (50.0, 3052.0), maxE = (561.0, 3291.0), r = (4.0, 75.0))",0.05871099 ± 0.0,76600.0 ± 1200.0,"[110.9090909090909, 32.72727272727273, 2722.222222222222, 1626.2626262626263, 1343.4343434343434, 1202.020202020202, 92.92929292929293, 85.85858585858585]"
1.2147564717863581e22 ± 0.0,"(phi = (13.0, 179.0), sumE = (704.0, 3459.0), maxE = (37.0, 3092.0), r = (5.0, 95.0))",0.06688843 ± 0.0,88800.0 ± 1300.0,"[114.54545454545455, 3.6363636363636362, 2863.6363636363635, 3181.818181818182, 2686.868686868687, 2333.3333333333335, 26.262626262626263, 69.6969696969697]"
1.157765365358283e22 ± 0.0,"(phi = (8.0, 160.0), sumE = (629.0, 2227.0), maxE = (183.0, 3351.0), r = (8.0, 63.0))",0.06104809 ± 0.0,81500.0 ± 1200.0,"[21.818181818181817, 43.63636363636363, 3500.0, 1166.6666666666667, 282.82828282828285, 954.5454545454545, 51.515151515151516, 47.474747474747474]"
1.2024739855212246e22 ± 0.0,"(phi = (30.0, 165.0), sumE = (63.0, 2882.0), maxE = (257.0, 2870.0), r = (4.0, 69.0))",0.0701791 ± 0.0,99800.0 ± 1400.0,"[21.818181818181817, 172.72727272727272, 1095.959595959596, 494.949494949495, 3075.757575757576, 1484.8484848484848, 65.65656565656566, 57.57575757575758]"
1.1222784376051838e22 ± 0.0,"(phi = (10.0, 180.0), sumE = (588.0, 2322.0), maxE = (216.0, 2473.0), r = (3.0, 33.0))",0.05829975 ± 0.0,79100.0 ± 1200.0,"[98.18181818181819, 123.63636363636364, 2439.3939393939395, 1343.4343434343434, 1873.7373737373737, 1202.020202020202, 39.39393939393939, 68.68686868686869]"
1.0049223817398766e22 ± 0.0,"(phi = (62.0, 174.0), sumE = (481.0, 3312.0), maxE = (126.0, 1449.0), r = (3.0, 89.0))",0.05169604 ± 0.0,77600.0 ± 1100.0,"[109.0909090909091, 90.9090909090909, 2898.989898989899, 353.5353535353535, 3323.2323232323233, 2085.8585858585857, 85.85858585858585, 85.85858585858585]"
9.815754261388107e21 ± 0.0,"(phi = (57.0, 160.0), sumE = (16.0, 3039.0), maxE = (399.0, 2671.0), r = (5.0, 94.0))",0.04751245 ± 0.0,68700.0 ± 1000.0,"[61.81818181818182, 143.63636363636363, 1378.7878787878788, 424.24242424242425, 282.82828282828285, 1414.141414141414, 7.070707070707071, 35.35353535353536]"
1.1085647866943265e22 ± 0.0,"(phi = (15.0, 177.0), sumE = (657.0, 1600.0), maxE = (76.0, 1233.0), r = (1.0, 63.0))",0.05816589 ± 0.0,80700.0 ± 1100.0,"[50.90909090909091, 110.9090909090909, 1378.7878787878788, 601.010101010101, 2757.5757575757575, 2934.343434343434, 49.494949494949495, 19.19191919191919]"
1.031930001801704e22 ± 0.0,"(phi = (30.0, 132.0), sumE = (35.0, 2267.0), maxE = (443.0, 3149.0), r = (3.0, 69.0))",0.04680601 ± 0.0,60290.0 ± 860.0,"[41.81818181818182, 116.36363636363636, 1767.6767676767677, 35.35353535353536, 707.070707070707, 2085.8585858585857, 29.292929292929294, 69.6969696969697]"
1.1504552654589219e22 ± 0.0,"(phi = (2.0, 138.0), sumE = (474.0, 3458.0), maxE = (64.0, 1890.0), r = (0.0, 47.0))",0.05979836 ± 0.0,79200.0 ± 1100.0,"[89.0909090909091, 112.72727272727273, 2368.686868686869, 424.24242424242425, 3464.6464646464647, 1484.8484848484848, 80.8080808080808, 10.1010101010101]"
1.187778061419408e22 ± 0.0,"(phi = (16.0, 180.0), sumE = (95.0, 2595.0), maxE = (475.0, 3336.0), r = (5.0, 58.0))",0.06461208 ± 0.0,86700.0 ± 1300.0,"[112.72727272727273, 121.81818181818181, 1484.8484848484848, 388.8888888888889, 35.35353535353536, 3323.2323232323233, 21.21212121212121, 78.78787878787878]"
1.2347281109862014e22 ± 0.0,"(phi = (3.0, 164.0), sumE = (34.0, 3018.0), maxE = (391.0, 3242.0), r = (3.0, 100.0))",0.07050284 ± 0.0,95500.0 ± 1400.0,"[52.72727272727273, 50.90909090909091, 1202.020202020202, 2651.5151515151515, 2156.5656565656564, 3323.2323232323233, 90.9090909090909, 87.87878787878788]"
1.124747207295635e22 ± 0.0,"(phi = (33.0, 150.0), sumE = (416.0, 3171.0), maxE = (241.0, 1901.0), r = (1.0, 45.0))",0.06019479 ± 0.0,83900.0 ± 1200.0,"[54.54545454545455, 160.0, 1272.7272727272727, 2085.8585858585857, 1909.090909090909, 2368.686868686869, 9.090909090909092, 67.67676767676768]"
8.857104604786168e21 ± 0.0,"(phi = (43.0, 169.0), sumE = (847.0, 1715.0), maxE = (97.0, 3265.0), r = (8.0, 43.0))",0.0364449 ± 0.0,49620.0 ± 760.0,"[14.545454545454545, 172.72727272727272, 1449.4949494949494, 2969.6969696969695, 2580.808080808081, 1590.909090909091, 27.272727272727273, 96.96969696969697]"
1.1326203257924987e22 ± 0.0,"(phi = (0.0, 149.0), sumE = (439.0, 3216.0), maxE = (16.0, 1429.0), r = (7.0, 91.0))",0.06036656 ± 0.0,83200.0 ± 1100.0,"[141.8181818181818, 140.0, 707.070707070707, 2898.989898989899, 3323.2323232323233, 1131.3131313131314, 49.494949494949495, 35.35353535353536]"
