thalf,roi,eff,b,x0
1.1279175806103906e24,"(phi = (31.0, 131.0), sumE = (2449.0, 3160.0), maxE = (671.0, 3269.0), r = (1.0, 53.0))",0.13533354,29.55 ± 0.53,"[67.27272727272727, 80.0, 212.12121212121212, 1944.4444444444443, 494.949494949495, 2616.161616161616, 74.74747474747475, 71.71717171717172]"
1.6402673465984756e24,"(phi = (23.0, 148.0), sumE = (2758.0, 3270.0), maxE = (1716.0, 2592.0), r = (9.0, 89.0))",0.04677342,0.1137 ± 0.0012,"[70.9090909090909, 47.27272727272727, 2474.747474747475, 2085.8585858585857, 2580.808080808081, 848.4848484848485, 93.93939393939394, 87.87878787878788]"
1.4525537919223137e24,"(phi = (55.0, 138.0), sumE = (2593.0, 2962.0), maxE = (423.0, 3262.0), r = (13.0, 44.0))",0.06399122,1.967 ± 0.034,"[143.63636363636363, 25.454545454545453, 3393.939393939394, 1449.4949494949494, 2580.808080808081, 2474.747474747475, 72.72727272727273, 2.0202020202020203]"
1.8105765824621127e24,"(phi = (7.0, 114.0), sumE = (2745.0, 3400.0), maxE = (787.0, 3047.0), r = (5.0, 66.0))",0.05304394,0.1909 ± 0.0018,"[103.63636363636364, 60.0, 1661.6161616161617, 2262.626262626263, 2121.212121212121, 2439.3939393939395, 7.070707070707071, 28.282828282828284]"
2.2075546959463532e24,"(phi = (56.0, 156.0), sumE = (2777.0, 3403.0), maxE = (1337.0, 2517.0), r = (7.0, 77.0))",0.06229006,0.08141 ± 0.00071,"[43.63636363636363, 158.1818181818182, 353.5353535353535, 1060.6060606060605, 106.06060606060606, 3252.5252525252527, 98.98989898989899, 8.080808080808081]"
1.1161743507317986e24,"(phi = (24.0, 178.0), sumE = (2470.0, 3441.0), maxE = (847.0, 2055.0), r = (4.0, 93.0))",0.13383427,29.5 ± 0.53,"[130.9090909090909, 176.36363636363637, 2121.212121212121, 3181.818181818182, 636.3636363636364, 813.1313131313132, 80.8080808080808, 70.70707070707071]"
5.7961382267977065e23,"(phi = (13.0, 170.0), sumE = (730.0, 3480.0), maxE = (2187.0, 3312.0), r = (8.0, 67.0))",0.03876808,7.17 ± 0.13,"[170.9090909090909, 65.45454545454545, 1272.7272727272727, 106.06060606060606, 1520.20202020202, 2580.808080808081, 2.0202020202020203, 21.21212121212121]"
9.696694765315844e23,"(phi = (145.0, 178.0), sumE = (2762.0, 3464.0), maxE = (1196.0, 3183.0), r = (1.0, 83.0))",0.02687056,0.03277 ± 0.00018,"[123.63636363636364, 90.9090909090909, 2863.6363636363635, 318.1818181818182, 3111.1111111111113, 212.12121212121212, 54.54545454545455, 17.171717171717173]"
7.508697611545321e23,"(phi = (3.0, 179.0), sumE = (2876.0, 3064.0), maxE = (368.0, 3117.0), r = (14.0, 55.0))",0.02080739,0.027069162119999997 ± 0.0,"[58.18181818181818, 96.36363636363636, 3252.5252525252527, 2262.626262626263, 1237.3737373737374, 1095.959595959596, 89.8989898989899, 19.19191919191919]"
1.6594480340086075e24,"(phi = (73.0, 173.0), sumE = (2839.0, 3264.0), maxE = (1168.0, 3459.0), r = (4.0, 93.0))",0.04632256,0.05368 ± 0.00035,"[158.1818181818182, 112.72727272727273, 530.3030303030303, 2898.989898989899, 2262.626262626263, 2262.626262626263, 90.9090909090909, 62.62626262626262]"
