thalf,roi,eff,b,x0
1.0699854875634951e23,"(phi = (30.0, 130.0), sumE = (2536.0, 2867.0), maxE = (379.0, 3269.0), r = (2.0, 87.0))",0.0077142,8.74 ± 0.15,"[76.36363636363636, 147.27272727272728, 1555.5555555555557, 3464.6464646464647, 1095.959595959596, 3464.6464646464647, 90.9090909090909, 95.95959595959596]"
9.977535072451579e22,"(phi = (95.0, 179.0), sumE = (2332.0, 3065.0), maxE = (100.0, 2549.0), r = (0.0, 65.0))",0.02277588,121.2 ± 2.2,"[160.0, 156.36363636363637, 954.5454545454545, 2262.626262626263, 848.4848484848485, 2898.989898989899, 76.76767676767676, 60.60606060606061]"
6.515542258372975e22,"(phi = (24.0, 161.0), sumE = (2447.0, 3146.0), maxE = (1026.0, 2183.0), r = (22.0, 79.0))",0.00544275,12.64 ± 0.22,"[32.72727272727273, 12.727272727272727, 3464.6464646464647, 353.5353535353535, 707.070707070707, 2828.282828282828, 7.070707070707071, 59.5959595959596]"
8.316689202625778e22,"(phi = (92.0, 157.0), sumE = (2463.0, 3381.0), maxE = (1332.0, 2332.0), r = (10.0, 77.0))",0.00740453,14.73 ± 0.26,"[152.72727272727272, 172.72727272727272, 3075.757575757576, 2934.343434343434, 1237.3737373737374, 1520.20202020202, 84.84848484848484, 88.88888888888889]"
9.066690505553616e22,"(phi = (58.0, 170.0), sumE = (2148.0, 2651.0), maxE = (1059.0, 3476.0), r = (1.0, 99.0))",0.04500962,722.0 ± 13.0,"[74.54545454545455, 16.363636363636363, 1166.6666666666667, 1166.6666666666667, 1202.020202020202, 2934.343434343434, 43.43434343434343, 43.43434343434343]"
1.1728167434257712e23,"(phi = (1.0, 161.0), sumE = (2393.0, 3001.0), maxE = (962.0, 3165.0), r = (7.0, 46.0))",0.02144735,75.2 ± 1.3,"[5.454545454545454, 170.9090909090909, 2050.5050505050503, 2474.747474747475, 2757.5757575757575, 141.41414141414143, 54.54545454545455, 68.68686868686869]"
5.146617192233919e22,"(phi = (83.0, 123.0), sumE = (2353.0, 2671.0), maxE = (286.0, 2202.0), r = (8.0, 67.0))",0.00620946,29.99 ± 0.54,"[132.72727272727272, 85.45454545454545, 2085.8585858585857, 954.5454545454545, 1767.6767676767677, 0.0, 55.55555555555556, 90.9090909090909]"
1.2339869444097053e23,"(phi = (22.0, 175.0), sumE = (2394.0, 3437.0), maxE = (1439.0, 3033.0), r = (0.0, 93.0))",0.02204309,71.8 ± 1.3,"[136.36363636363637, 41.81818181818182, 777.7777777777778, 1025.2525252525252, 1590.909090909091, 1767.6767676767677, 100.0, 94.94949494949495]"
8.024042557640893e22,"(phi = (28.0, 150.0), sumE = (2552.0, 3483.0), maxE = (964.0, 3211.0), r = (17.0, 85.0))",0.00452744,4.516 ± 0.078,"[12.727272727272727, 105.45454545454545, 1626.2626262626263, 565.6565656565657, 1414.141414141414, 2934.343434343434, 84.84848484848484, 20.2020202020202]"
9.326239316418873e22,"(phi = (21.0, 132.0), sumE = (2174.0, 3094.0), maxE = (1148.0, 3109.0), r = (1.0, 93.0))",0.03610884,439.3 ± 7.9,"[167.27272727272728, 121.81818181818181, 1095.959595959596, 3075.757575757576, 1025.2525252525252, 3075.757575757576, 82.82828282828282, 13.131313131313131]"
