thalf,roi,eff,b,x0
1.0363091566132779e24,"(phi = (22.0, 163.0), sumE = (2618.0, 3330.0), maxE = (2117.0, 2735.0), r = (2.0, 26.0))",0.03463619,0.641 ± 0.01,"[127.27272727272727, 16.363636363636363, 848.4848484848485, 2969.6969696969695, 2085.8585858585857, 1661.6161616161617, 59.5959595959596, 73.73737373737374]"
9.420804093787036e23,"(phi = (118.0, 172.0), sumE = (2540.0, 3126.0), maxE = (802.0, 2030.0), r = (3.0, 43.0))",0.05534202,5.136 ± 0.091,"[130.9090909090909, 50.90909090909091, 3146.4646464646466, 2404.040404040404, 2156.5656565656564, 1732.3232323232323, 85.85858585858585, 89.8989898989899]"
1.6206459547655467e24,"(phi = (0.0, 152.0), sumE = (2507.0, 3435.0), maxE = (1120.0, 3287.0), r = (3.0, 36.0))",0.15535329,17.44 ± 0.31,"[103.63636363636364, 90.9090909090909, 388.8888888888889, 2297.979797979798, 3217.1717171717173, 353.5353535353535, 74.74747474747475, 25.252525252525253]"
1.0233699737801536e24,"(phi = (63.0, 114.0), sumE = (2573.0, 3452.0), maxE = (1260.0, 3234.0), r = (11.0, 42.0))",0.04306782,1.691 ± 0.029,"[134.54545454545453, 121.81818181818181, 2792.929292929293, 813.1313131313132, 2156.5656565656564, 0.0, 52.525252525252526, 74.74747474747475]"
6.648598748944524e23,"(phi = (135.0, 173.0), sumE = (2531.0, 2988.0), maxE = (316.0, 2067.0), r = (4.0, 41.0))",0.03610416,4.025 ± 0.071,"[27.272727272727273, 167.27272727272728, 1944.4444444444443, 494.949494949495, 1272.7272727272727, 1343.4343434343434, 36.36363636363637, 92.92929292929293]"
5.410099422489625e23,"(phi = (5.0, 161.0), sumE = (2460.0, 3275.0), maxE = (1597.0, 2750.0), r = (28.0, 68.0))",0.03118943,4.852 ± 0.086,"[150.9090909090909, 147.27272727272728, 3217.1717171717173, 2792.929292929293, 0.0, 2050.5050505050503, 57.57575757575758, 97.97979797979798]"
2.1961943147349877e24,"(phi = (52.0, 134.0), sumE = (2612.0, 3451.0), maxE = (1380.0, 3302.0), r = (2.0, 50.0))",0.10121289,2.299 ± 0.039,"[0.0, 36.36363636363637, 3287.878787878788, 2898.989898989899, 2651.5151515151515, 2616.161616161616, 47.474747474747474, 74.74747474747475]"
2.7543105967206004e24,"(phi = (29.0, 163.0), sumE = (2806.0, 3173.0), maxE = (933.0, 3383.0), r = (1.0, 72.0))",0.07826773,0.1024 ± 0.00053,"[147.27272727272728, 180.0, 3287.878787878788, 1095.959595959596, 671.7171717171717, 1838.3838383838383, 98.98989898989899, 82.82828282828282]"
1.2760956758264978e24,"(phi = (21.0, 107.0), sumE = (2728.0, 3384.0), maxE = (1723.0, 2987.0), r = (1.0, 68.0))",0.0372623,0.1822 ± 0.0021,"[92.72727272727273, 158.1818181818182, 707.070707070707, 777.7777777777778, 176.76767676767676, 2722.222222222222, 65.65656565656566, 93.93939393939394]"
2.10485110357446e24,"(phi = (3.0, 175.0), sumE = (2734.0, 3450.0), maxE = (1277.0, 2157.0), r = (1.0, 19.0))",0.0608492,0.1518 ± 0.002,"[56.36363636363637, 63.63636363636363, 2545.4545454545455, 3393.939393939394, 70.70707070707071, 424.24242424242425, 44.44444444444444, 38.38383838383838]"
1.2636725969206542e24,"(phi = (18.0, 171.0), sumE = (2431.0, 3416.0), maxE = (244.0, 3264.0), r = (2.0, 88.0))",0.20979764,61.0 ± 1.1,"[110.9090909090909, 129.0909090909091, 1343.4343434343434, 106.06060606060606, 247.4747474747475, 1272.7272727272727, 21.21212121212121, 58.58585858585859]"
2.5721405774982914e24,"(phi = (47.0, 163.0), sumE = (2585.0, 3318.0), maxE = (21.0, 2820.0), r = (2.0, 97.0))",0.16103297,6.11 ± 0.11,"[87.27272727272727, 21.818181818181817, 2651.5151515151515, 1626.2626262626263, 3393.939393939394, 1237.3737373737374, 2.0202020202020203, 6.0606060606060606]"
7.994338285976439e23,"(phi = (62.0, 153.0), sumE = (2844.0, 3365.0), maxE = (137.0, 3476.0), r = (14.0, 67.0))",0.02207136,0.01988754768 ± 0.0,"[116.36363636363636, 85.45454545454545, 1767.6767676767677, 1414.141414141414, 1838.3838383838383, 424.24242424242425, 59.5959595959596, 8.080808080808081]"
7.20823107387236e23,"(phi = (83.0, 160.0), sumE = (2361.0, 3036.0), maxE = (102.0, 3199.0), r = (2.0, 92.0))",0.13906175,84.6 ± 1.5,"[9.090909090909092, 118.18181818181819, 883.8383838383838, 2934.343434343434, 1095.959595959596, 777.7777777777778, 30.303030303030305, 26.262626262626263]"
5.6737579546832665e23,"(phi = (19.0, 167.0), sumE = (451.0, 3187.0), maxE = (2294.0, 2687.0), r = (8.0, 90.0))",0.02416487,1.759 ± 0.03,"[56.36363636363637, 114.54545454545455, 3393.939393939394, 1343.4343434343434, 318.1818181818182, 1838.3838383838383, 55.55555555555556, 1.0101010101010102]"
1.0971697690422558e24,"(phi = (43.0, 131.0), sumE = (2583.0, 3365.0), maxE = (68.0, 2470.0), r = (18.0, 94.0))",0.04657151,1.74 ± 0.03,"[58.18181818181818, 14.545454545454545, 1237.3737373737374, 1767.6767676767677, 2757.5757575757575, 2121.212121212121, 61.61616161616162, 2.0202020202020203]"
7.536844997102672e23,"(phi = (9.0, 142.0), sumE = (2345.0, 2987.0), maxE = (1483.0, 3095.0), r = (5.0, 72.0))",0.13651124,73.9 ± 1.3,"[83.63636363636364, 136.36363636363637, 2722.222222222222, 777.7777777777778, 176.76767676767676, 636.3636363636364, 89.8989898989899, 65.65656565656566]"
1.4923191541703317e24,"(phi = (12.0, 126.0), sumE = (2723.0, 2867.0), maxE = (1045.0, 3112.0), r = (8.0, 69.0))",0.04471239,0.2591 ± 0.0035,"[178.1818181818182, 9.090909090909092, 2191.919191919192, 141.41414141414143, 2050.5050505050503, 3464.6464646464647, 69.6969696969697, 6.0606060606060606]"
1.4945905354272242e24,"(phi = (65.0, 129.0), sumE = (2726.0, 3440.0), maxE = (1520.0, 3053.0), r = (8.0, 66.0))",0.04320716,0.1461 ± 0.0018,"[150.9090909090909, 5.454545454545454, 2828.282828282828, 989.89898989899, 494.949494949495, 388.8888888888889, 81.81818181818181, 98.98989898989899]"
4.9974832360660346e23,"(phi = (43.0, 147.0), sumE = (216.0, 2989.0), maxE = (2311.0, 2830.0), r = (6.0, 53.0))",0.01844105,1.009 ± 0.017,"[178.1818181818182, 121.81818181818181, 1308.080808080808, 2262.626262626263, 3217.1717171717173, 2121.212121212121, 61.61616161616162, 67.67676767676768]"
2.2162154262734482e24,"(phi = (48.0, 159.0), sumE = (2662.0, 3175.0), maxE = (950.0, 2045.0), r = (2.0, 45.0))",0.08595458,1.238 ± 0.021,"[43.63636363636363, 94.54545454545455, 2651.5151515151515, 2191.919191919192, 2686.868686868687, 1131.3131313131314, 6.0606060606060606, 82.82828282828282]"
1.0807921807425563e24,"(phi = (20.0, 156.0), sumE = (2569.0, 2798.0), maxE = (95.0, 2131.0), r = (2.0, 75.0))",0.07071319,6.77 ± 0.12,"[27.272727272727273, 118.18181818181819, 3111.1111111111113, 2121.212121212121, 1696.969696969697, 3146.4646464646466, 3.0303030303030303, 74.74747474747475]"
