thalf
3.921343091183099e24
3.8608612705104127e24
4.393455773939143e24
4.775041523052265e24
4.5327288384129426e24
3.417477557949382e24
3.5697736222828435e24
4.1497440279807904e24
3.5318367245319905e24
5.585265095748064e24
4.6231896162316867e24
