tHalf,eff,b,best_roi
3.795243854332105e24,0.1521448,1.410252684319255,"(phi = (0.0, 180.0), sumE = (2700.0, 3100.0), r = (0.0, 50.0), lPint = (0.0, 3.2188758248682006), lPext = (4.605170185988091, 100.0))"
