tHalf,eff,b,best_roi
4.1294146055751995e24,0.1699682,1.5639734751973946,"(phi = (5.0, 180.0), sumE = (2700.0, 3100.0), dy = (0.0, 100.0), dz = (0.0, 105.0), lPint = (0.0, 5.0), lPext = (0.69, 100.0))"
