tHalf,eff,best_roi
2.607269027890602e24,0.1207894,"(phi = (0.0, 180.0), sumE = (2700.2611507844576, 3500.0), r = (0.0, 200.0), singleE = (0.0, 3500.0), dy = (0.0, 52.54681074923062), dz = (0.0, 200.0), sameSide = (0.0, 1.0), lPint = (0.0, 1.8376790286123919), lPext = (0.0, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 3000.0))"
