tHalf,eff,best_roi
1.390965542633319e24,0.066691,"(phi = (0.0, 180.0), sumE = (2674.934226359022, 3007.6518561085436), r = (0.0, 200.0), singleE = (0.0, 3500.0), dy = (0.0, 65.70562981800562), dz = (0.0, 200.0), sameSide = (0.0, 2.0), lPint = (0.0, 4.225030307730785), lPext = (0.0, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 2480.76260537908))"
