tHalf,eff,best_roi
1.3301365344866942e24,0.0625636,"(phi = (0.0, 180.0), sumE = (2674.9266607014656, 3500.0), r = (0.0, 200.0), singleE = (0.0, 2695.022558103405), dy = (0.0, 37.437482596777315), dz = (0.0, 200.0), sameSide = (0.0, 2.0), lPint = (0.0, 4.225076045272997), lPext = (0.0, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 3000.0))"
