thalf
1.2353291084365722e21
1.7911132516824352e21
1.3102681126083667e21
8.856277632073295e20
1.721018564399986e21
9.266088257987063e20
1.6964571903718756e21
1.0892278146790531e21
7.549181847274365e20
9.902765802057244e20
1.855772017106707e21
1.5457471359347516e21
1.317289599178644e21
9.788005737594276e20
1.5046359440953185e21
1.4805124460162995e21
1.5727120314746061e21
1.7731503956701655e21
1.5294218462141056e21
1.9793836199770013e21
2.1025961939236768e21
1.3086119951924805e21
1.602520791817789e21
1.866904276713402e21
1.145780370790743e21
1.8265899609140743e21
9.234354691589462e20
1.3860785383336675e21
1.5712326653112492e21
1.5432755220949212e21
2.225652153929462e21
2.5456563605752633e21
2.518007973686154e21
1.812018967853821e21
1.5348576169729052e21
1.4178891897540394e21
1.060606808857681e21
2.0377063390528492e21
2.780621256842705e21
7.963337093705832e20
1.8849243981907157e21
1.4785912126615865e21
8.115396877516824e20
2.7101225901168903e21
1.3872874419449123e21
1.221170230233149e21
1.4579490642598974e21
8.295374052664262e20
1.2447870622670366e21
8.96417201420623e20
8.873851252674936e20
1.7693598398130322e21
1.9909596910594058e21
2.0935835277275696e21
1.0370677534836222e21
1.445963552157134e21
1.5552817694281687e21
2.620537524659336e21
1.9108739058877976e21
1.1552376988121359e21
1.6898923350439546e21
1.301441211214803e21
1.1270893386670026e21
1.6275030486213887e21
1.853034996019811e21
1.628361502796474e21
1.2159776428229426e21
1.5494624200181466e21
1.4533448005212824e21
9.298597854530044e20
1.4652491316606216e21
1.5967251815029182e21
1.2324887824983673e21
2.5855948802748533e21
1.2765256507977192e21
8.6873814710901e20
1.62940479227186e21
2.5401797750876883e21
2.014195456894077e21
9.718024607846835e20
1.4963723177806667e21
1.8771902333370795e21
2.3082146523694985e21
7.424388806323157e20
1.0344988083056588e21
1.3344724605852252e21
2.864261505717218e21
1.5331556795494357e21
3.3377310446052636e21
1.5521880264814378e21
1.037509465234355e21
2.205292272505533e21
2.3685968752230227e21
1.9399956448906403e21
1.4990556093939117e21
1.4451217397989816e21
7.652202162338246e20
1.0124431882387124e21
1.5264481282774537e21
1.5791494464212189e21
1.1850958581334755e21
1.244080733512775e21
2.2786210404933677e21
1.8919179003504545e21
2.529385679811338e21
2.0935796880694326e21
2.0268729927359453e21
1.3415905426068055e21
7.21129433811573e20
2.6471129296081996e21
1.0101849843801365e21
2.83560258609993e21
1.1425540751907134e21
1.1268204021512674e21
2.0189426303598508e21
1.4998739571420076e21
1.824414206688488e21
1.547413694690308e21
1.2413816622314462e21
1.8979630983981255e21
1.6777896629658384e21
1.1115082523269269e21
1.323168274819461e21
8.658016205060022e20
1.0642288202418216e21
1.996672493204498e21
2.406039519962051e21
1.5819477101306448e21
2.2936824845379945e21
1.6357599736572454e21
1.0348732655670023e21
1.23194009353191e21
2.1573731922623248e21
1.4094580401972395e21
1.199311830716776e21
2.313973059890374e21
1.626102848623447e21
1.451937690786326e21
1.8671565899138285e21
