mass_keV,sensitivity_yr
1000,4.516567045576673e20
1000,7.512259464086647e20
1000,1.7386966325456357e21
1000,5.0329742896170874e20
1000,1.2102106979827445e21
1000,1.0602267957498071e21
1000,7.152196662794588e20
1000,1.0148610244925886e21
1000,9.330568844091477e20
1000,6.466956467256793e20
1000,7.263392060021834e20
1000,1.0509346223524041e21
1000,8.256955378888839e20
1000,8.598292401899922e20
1000,1.2448892053079723e21
1000,4.316699813743153e20
1000,1.1945670391168248e21
1000,8.968447353521082e20
1000,5.1254280276246764e20
1000,7.762160082351282e20
