mass_keV,sensitivity_yr
800,1.0726738104711205e21
800,9.152859474243807e20
800,1.336810259196221e22
800,1.0535277008770535e21
800,2.0509338980221096e21
800,8.241312742455501e20
800,5.361305683020428e21
800,2.593771813605988e21
800,6.56292662245145e20
800,1.0342827258791684e21
800,7.555437231525803e20
800,5.6148509728119836e20
800,1.0571030052849113e21
800,2.460275591442584e21
800,8.853164912018668e20
800,9.9784099478788e20
800,1.7139851447995953e21
800,6.898835843956766e20
800,6.756437990224565e20
800,1.2799729572816657e21
