mass_keV,sensitivity_yr
500,9.481267362339092e20
500,1.0212135059117377e21
500,1.3886507255103375e21
500,1.0523894524580765e21
500,1.2735990946830476e21
500,8.557748034972225e20
500,8.545188016551727e20
500,6.304185675762893e20
500,6.839910994112199e20
500,9.481613563318432e20
500,1.3049881151802004e21
500,1.0013584241514005e21
500,1.4262768216443118e21
500,1.0433145304144908e21
500,9.11415888828103e20
500,9.050516669718202e20
500,1.0072698993471572e21
500,1.0327617855739445e21
500,1.1704531154673203e21
500,7.590243770157268e20
