mass_keV,sensitivity_yr
1500,1.2224774350114728e21
1500,1.1032992595913186e21
1500,1.642231346764586e21
1500,1.710852838704779e21
1500,1.5861506609609145e21
1500,2.0995295890159766e21
1500,9.81824304321128e20
1500,9.43861499203243e20
1500,1.3007038577451482e21
1500,1.6849861621743396e21
1500,9.537205761994823e20
1500,2.1268873025293805e21
1500,2.1636474689846633e21
1500,1.6310091348693767e21
1500,1.8901245193364067e21
1500,1.0784838915298055e21
1500,1.8284850304526141e21
1500,1.7588537015269468e21
1500,1.483162482436809e21
1500,1.376979260331061e21
