mass_keV,sensitivity_yr
800,4.092177029609189e20
800,5.980309565633445e20
800,4.525321998655344e20
800,7.31090626356644e20
800,3.02418594521723e20
800,4.402449970627726e20
800,4.8477402534811324e20
800,3.957925126559932e20
800,4.50171223092219e20
800,5.005615774938496e20
800,3.603142213491572e20
800,6.14150934937883e20
800,5.48154671775808e20
800,2.4627732981507572e20
800,2.535482317983006e20
800,1.1372051840014436e21
800,3.905959577160684e20
800,1.377011625208365e21
800,7.431338803601679e20
800,3.134711487900727e20
800,6.551211889673307e20
800,1.8307673875437814e20
800,6.722107283366165e20
800,3.824200636879583e20
800,5.00115190480954e20
800,4.3863840323197934e20
800,6.390802606641117e20
800,6.932885225812994e20
800,4.803430059140295e20
800,7.29826728795261e20
800,5.1208548185741335e20
800,8.996911134497314e20
800,5.063145997599694e20
800,8.655939888051162e20
800,3.89257856145726e20
800,4.568446645288018e20
800,7.830934993216251e20
800,4.713324438475488e20
800,2.1928493911486444e20
800,5.13049835160845e20
800,3.488891628624776e20
800,6.05692337821904e20
800,5.369638449421861e20
800,7.271353863407824e20
800,5.096109554897104e20
800,5.492486611076265e20
800,5.3287539801325876e20
800,8.565402650555365e20
800,7.182386384132923e21
800,4.282803733775485e20
800,3.500916988088082e20
800,5.330253660824946e20
800,6.562811783133598e20
800,5.1987190281285514e20
800,5.850957769469086e20
800,3.658668421591997e20
800,5.32562863659272e20
800,1.436744734872264e21
800,3.4848042586751264e20
800,4.7137345699568524e20
800,3.172684715445703e20
800,2.5777800190002102e20
800,6.155331828830793e20
800,5.5194546241053465e20
800,4.94637832217633e20
800,3.253021513937322e20
800,5.476143816532508e20
800,5.6160803466351614e20
800,5.194133075404232e20
800,5.8385363870235296e20
800,3.2977036875441865e20
800,4.38468625551503e20
800,3.6996038322194226e20
800,5.238919990549497e20
800,9.95925528781974e21
800,4.8261091207236295e20
800,6.912438617858377e20
800,6.457633977469465e20
800,5.1200667740761765e20
800,3.345844340533234e20
800,6.07596241379557e20
800,3.415245639799423e20
800,4.983921850144183e20
800,5.7039585006093664e20
800,4.739521133662722e20
800,7.892784262009022e20
800,6.977364340843014e20
800,3.369646899921783e20
800,4.8458502200507964e20
800,4.078522594026221e20
800,7.487083733713482e20
800,3.970786759397511e20
800,5.120407966612298e20
800,4.931466609694515e20
800,2.4708310861623814e20
800,4.0069711691082216e20
800,6.060432910129989e20
800,2.5289405394393734e20
800,7.578426818276078e20
800,3.351400123430321e20
800,7.907294299371127e20
800,2.5603637486806988e20
800,4.516964698776908e20
800,3.960081128838735e20
800,4.4917288631387444e21
800,5.352917066862746e20
800,6.832955869002246e20
800,5.2895224392940926e20
800,2.581523107606267e20
800,3.256757529071148e20
800,3.031173344647086e20
800,2.651700529318268e20
800,2.9922918947911775e20
800,6.409858680445305e20
800,7.201812988136075e20
800,2.4321367255601244e20
800,7.73837777000437e20
800,4.579472830204778e20
800,4.0504180624301674e20
800,2.6401452987000026e20
800,3.3736832597527305e20
800,2.822545480702366e20
800,3.969807477724929e20
800,5.3557196784901593e20
800,3.2466703348052224e20
800,4.926039713039253e20
800,3.329173180183515e20
800,3.616024816111736e20
800,5.52043276758252e20
800,3.9973026682465904e20
800,1.037870238184957e21
800,2.1705204000913186e21
800,4.5518509907068106e20
800,5.2293473059214256e20
800,5.440223288578101e20
800,2.4525209593889895e20
800,4.873111783147353e20
800,5.853392705859612e20
800,6.558487361375639e20
800,1.1050615410438535e22
800,3.452649569565891e20
800,4.189181544242676e20
800,6.625739520722028e20
800,4.741761761215341e20
800,2.3790628993541725e20
800,4.1205385187461975e20
800,3.341707113277491e20
800,1.6706334541982432e21
800,3.85081723176559e20
800,5.913317860532833e20
800,5.623584349607708e20
800,4.500352858385977e20
800,3.583181242529264e20
800,3.04013249550512e20
800,3.708303496816067e20
800,6.213656395095498e20
800,5.023817784527886e20
800,3.314880281801741e21
800,3.105312731710694e20
800,1.1243257391207826e21
800,4.139132415337255e20
800,3.667397063051938e21
800,3.602993042004223e20
800,5.048072790550858e20
800,3.388207614751387e20
800,4.7752158253322646e20
