mass_keV,sensitivity_yr
1000,3.206905232518961e20
1000,2.239814771148086e20
1000,3.3881385626855676e20
1000,2.762232702742045e20
1000,8.561787448615856e22
1000,2.652825225549073e21
1000,5.6896556589300705e20
1000,5.3218715980576476e20
1000,3.136582834991001e20
1000,2.2704118399052998e20
1000,2.8339295587036987e20
1000,4.118150171193366e20
1000,2.750884175631458e20
1000,2.5149861692645546e20
1000,3.2734130381060053e20
1000,1.433089277817379e20
1000,1.6773259998569772e20
1000,2.8418662296097292e20
1000,9.43389698071293e21
1000,3.270776647542878e20
1000,3.9705916449633436e20
1000,1.3315500054542106e21
1000,3.7891154756264355e20
1000,1.9778817593354967e20
1000,3.8572043089562953e20
1000,4.374634009889229e20
1000,2.9110336881930872e20
1000,1.6180080739513854e20
1000,4.999619102219429e20
1000,3.681025548987249e20
1000,3.3031993598312566e20
1000,4.7955479293060776e20
1000,1.7125518367535953e20
1000,2.462658076353298e20
1000,5.1208391818021274e20
1000,2.017754219671943e21
1000,1.4161468743017105e20
1000,4.0847357195923436e20
1000,3.941674160019959e20
1000,4.6700241945460585e20
1000,1.8465308769003156e20
1000,1.995098040569439e20
1000,4.1610007052610857e20
1000,1.8303358425281633e20
1000,2.7533675144200113e20
1000,2.0278693189025337e20
1000,3.283904941982474e20
1000,3.760343860960373e20
1000,2.7607763133307693e20
1000,1.433497673900013e21
1000,3.987404090961151e21
1000,2.9004293189244027e20
1000,2.975463613127232e20
1000,1.9821890264590945e20
1000,2.5646871546142497e20
1000,2.7305177563794054e20
1000,3.624606489442817e20
1000,2.544865007745537e21
1000,3.7813732753137893e20
1000,3.726550488050949e20
1000,4.934672803165149e20
1000,2.2135129079716813e20
1000,3.279514191139628e20
1000,5.41444163943662e20
1000,1.6150084145260387e20
1000,3.029313830643176e20
1000,3.406323986306091e20
1000,2.2884022366851953e20
1000,2.2097758363793483e20
1000,4.078811078452947e20
1000,3.5362639712122254e20
1000,4.0777747884771996e21
1000,2.8120512975824486e20
1000,4.2995819709879845e20
1000,2.330317898986202e20
1000,2.9224262278164195e20
1000,3.595031342442212e20
1000,3.5493334783909744e20
1000,1.835433396991675e20
1000,2.6490689156327984e20
1000,4.2440252738613346e20
1000,3.4954810071921944e20
1000,4.342173571418517e20
1000,3.4331016556031404e20
1000,2.361141023341862e20
1000,1.433341363584212e22
1000,3.0115888716190594e20
1000,4.1601667782679967e20
1000,2.3926829977120814e20
1000,2.911620527287764e20
1000,1.760710305180883e20
1000,6.067857543285298e20
1000,3.949713222745914e20
1000,1.154476948800271e22
1000,4.657022544345263e20
1000,1.9248564969729307e20
1000,2.0624169039204375e20
1000,8.283803576106979e21
1000,3.2350311107646344e20
1000,3.377828467132095e20
1000,2.2456338521708393e20
1000,4.187807768178677e20
1000,1.4935309503540196e20
1000,3.870406567479564e20
1000,2.6294565070917327e20
1000,2.865912530820494e20
1000,3.575112109417054e20
1000,1.7953908286691105e20
1000,2.7949961483543396e20
1000,3.809869339849546e20
1000,4.511691682605728e20
1000,6.239704304615579e20
1000,5.2612135023001895e20
1000,4.170613094077583e20
1000,4.261755780932848e20
1000,6.029766140079048e20
1000,4.0657934521752106e20
1000,1.967101207160629e20
1000,3.972354034626202e21
1000,2.2962018200705863e20
1000,3.419710841550615e20
1000,1.0095643578421345e21
1000,3.402467884863121e20
1000,4.009255072343279e20
1000,2.604629272863801e21
1000,2.786091362101939e20
1000,2.2301622060866893e20
1000,3.217594120988086e20
1000,2.7028662201081902e20
1000,5.09849940473898e20
1000,3.5738100462106876e20
1000,2.6199747696810495e20
1000,4.004173447920068e20
1000,1.724552261236155e21
1000,3.126555910661205e20
1000,3.868343532153857e20
1000,2.956146967114763e20
1000,6.880000579471131e21
1000,3.182133352441762e20
1000,3.2846796793245906e20
1000,3.4929421845540123e20
1000,2.6407380634059676e20
1000,3.516527616900129e20
1000,3.040111518298736e20
1000,4.9282590489454025e20
1000,4.706741932419859e20
1000,3.4267457730501044e20
1000,4.945797778044182e20
1000,4.8871295926279143e20
1000,4.908237342081039e20
1000,3.710952527068342e20
1000,4.133054907998169e20
1000,2.5412503684033734e20
1000,7.32679479044041e20
1000,5.462015401049423e20
1000,2.2233055693526725e20
1000,3.910770971497613e20
1000,4.904491209028204e20
1000,3.632191415626486e20
1000,1.7736191466756247e20
1000,2.553115569473417e20
1000,1.8669619985149018e20
1000,3.9507880833773737e21
1000,1.996404194748663e21
1000,3.456745088001943e20
1000,5.194034816832556e21
1000,1.9322907230166984e20
1000,1.0131939739512345e22
1000,2.6042270795503298e20
1000,4.0906102664815614e20
1000,4.243381725393562e20
1000,1.2571344406390684e21
1000,1.633932558983924e20
1000,3.3729316602959607e20
1000,3.61812536235797e20
1000,2.970733970109369e20
1000,2.6998776990825746e20
1000,3.67929082141333e20
1000,2.7692786529842568e20
1000,3.457467289280844e20
1000,2.2090212043423793e20
1000,2.5402171693489042e20
1000,4.9445057107679294e20
1000,3.033850415815951e20
1000,3.128680739047176e20
1000,2.8668862319066248e20
1000,3.3246683567745335e20
1000,2.8198325435722993e20
1000,3.644841587760582e20
1000,3.949020147155877e20
1000,4.846014357467362e20
1000,2.4085742535543338e20
1000,2.8482618839402008e20
1000,2.7866473765645006e21
1000,4.9509290569339535e20
1000,3.564620019278149e20
1000,2.3358070226007605e20
1000,4.379162295329911e20
1000,2.9423208745091183e20
1000,2.369773166573726e20
1000,4.6158969186008236e20
1000,2.9148623286301685e20
1000,3.9408396902052384e20
1000,3.6979352009133824e20
1000,4.315076042244563e20
1000,5.100943929184274e20
1000,3.10385226091209e20
1000,1.9795013150518244e20
1000,2.5893121902370724e20
1000,2.312642560735096e20
1000,4.647601848765503e20
1000,3.590098331652874e20
1000,2.2274372145812842e20
1000,1.3977731485271745e20
1000,3.4211120308865466e20
1000,1.859406074719276e20
1000,3.500946177746452e20
1000,4.20370441279563e20
1000,1.5628100255752903e20
1000,2.3134961915906415e20
1000,2.618951687355473e20
