mass_keV,sensitivity_yr
1500,4.199179384271208e20
1500,3.477154968712402e20
1500,6.520753181409592e20
1500,6.648370440412881e20
1500,7.795264397355094e20
1500,7.733384320682641e20
1500,7.625423822342308e20
1500,5.100258926087686e20
1500,7.380339355276475e20
1500,7.453526911084615e20
1500,3.186080998273317e20
1500,7.869242152935749e20
1500,6.474175014060596e20
1500,7.595431407212761e20
1500,4.28328622427608e20
1500,4.60799966982658e20
1500,6.188097062481359e20
1500,5.474876808067176e20
1500,2.966263116863707e20
1500,5.5297580341496925e20
1500,6.147194980606603e20
1500,4.130247447349373e20
1500,7.881147345654912e20
1500,5.9487574401777e20
1500,5.991013847256908e20
1500,5.71646752290024e20
1500,5.988845397487761e20
1500,5.957850973730334e20
1500,7.526497619882491e20
1500,4.669224613928974e20
1500,7.721159798155539e20
1500,4.296107846530646e20
1500,5.929487781954758e20
1500,8.627379599474894e20
1500,1.2143500867426357e21
1500,9.517332721084123e20
1500,4.423587761476923e20
1500,7.386800693403326e20
1500,8.634941576186689e20
1500,5.984684791269636e20
1500,7.198606245456346e20
1500,5.848809072519888e20
1500,4.140007230460235e20
1500,5.648690899606419e20
1500,3.7119209800057337e20
1500,4.524980021465638e20
1500,9.528027679450989e20
1500,1.1215994087606842e21
1500,8.5805386915646e20
1500,2.807877760948145e20
1500,6.936412575506888e20
1500,8.058725054879808e20
1500,4.478106705556485e20
1500,4.266709102402798e20
1500,1.043556829136808e21
1500,8.693248625343706e20
1500,6.380255856455072e20
1500,6.504688869387591e20
1500,4.721252684019048e20
1500,9.367493638543129e20
1500,7.326074825714197e20
1500,4.474363714552638e20
1500,6.746885911844992e20
1500,1.0083242955917284e21
1500,9.180053186186104e20
1500,8.022718703378207e20
1500,4.6030675205285505e20
1500,8.485562665262466e20
1500,5.8715575220463e20
1500,4.878678760037916e20
1500,8.532272430998685e20
1500,5.872074523232715e20
1500,9.316094652374843e20
1500,5.2787994761271686e20
1500,9.880079257146843e20
1500,5.806969888089663e20
1500,6.090971099066947e20
1500,1.0467213195245419e21
1500,3.941543301954699e20
1500,4.629723797737512e20
1500,8.674517942082474e20
1500,3.6204308365351774e20
1500,4.398483070781558e20
1500,6.803095790905373e20
1500,4.06155766635537e20
1500,4.2611874762807666e20
1500,1.1011009782187389e21
1500,4.999320566164783e20
1500,5.348885323632145e20
1500,5.438221069120717e20
1500,7.322121606766988e20
1500,5.7411703727227634e20
1500,5.492845225047241e20
1500,7.943341394865078e20
1500,4.8489688726182966e20
1500,8.422310761938725e20
1500,5.8310678781730986e20
1500,7.670964255046601e20
1500,2.980175592026554e20
1500,2.7912997489625763e20
1500,3.974194090234947e20
1500,4.817827560075173e20
1500,8.22050894663039e20
1500,5.265990338006997e20
1500,3.340980092098565e20
1500,4.0433981117057755e20
1500,5.967092435264433e20
1500,7.19856725822739e20
1500,6.093485395117163e20
1500,5.6270965595044236e20
1500,7.012921271762835e20
1500,7.786133345392251e20
1500,5.2082222141970304e20
1500,9.262192630437647e20
1500,3.6466263589905197e20
1500,4.5160872403718354e20
1500,3.696610687176104e20
1500,5.945009169652098e20
1500,5.437727591935919e20
1500,1.0447172011877689e21
1500,7.405443194328144e20
1500,7.074843618685416e20
1500,5.5673747294241856e20
1500,5.116089871846482e20
1500,3.9903425911825695e20
1500,7.311269810091993e20
1500,1.1104169571341697e21
1500,5.6697223483666596e20
1500,4.219689226614776e20
1500,9.6488004583257e20
1500,6.540027557166987e20
1500,5.8734457544188946e20
1500,3.752294162070928e20
1500,4.251136114919391e20
1500,7.449220182740928e20
1500,4.19591143054257e20
1500,7.552133040049285e20
1500,5.156039281913387e20
1500,9.378752377605751e20
1500,4.2160054075243266e20
1500,9.474868170652349e20
1500,8.463752764440828e20
1500,9.008827183637732e20
1500,8.266594020637783e20
1500,8.520088196577446e20
1500,4.353456695847063e20
1500,7.845579589696337e20
1500,5.743153050290794e20
1500,8.920951793495097e20
1500,7.216848032477985e20
1500,4.5021633259782957e20
1500,5.3901880753738665e20
1500,6.47029196696429e20
1500,8.997814259350387e20
1500,4.3022908711713106e20
1500,5.3871699261321943e20
1500,7.247983186342113e20
1500,2.8239445384870573e20
1500,4.605506899535205e20
1500,6.880485918842851e20
1500,6.352592756945852e20
1500,8.447394770357122e20
1500,9.71157300533498e20
1500,5.1103141435196585e20
1500,5.262244384916373e20
1500,4.413719218427954e20
1500,4.358904520898767e20
1500,2.532827851871686e20
1500,1.0334392419866359e21
1500,4.901442511534047e20
1500,8.305865824193808e20
1500,6.632916751430274e20
1500,5.655398720366907e20
1500,6.992291507754324e20
1500,4.72970718322819e20
1500,3.682412961024264e20
1500,6.598946702946055e20
1500,3.712081148482096e20
1500,1.330771703964207e21
1500,5.626500289329758e20
1500,4.86979521912905e20
1500,5.600803182898646e20
1500,5.1941067057191426e20
