mass_keV,sensitivity_yr
1400,1.0287655662478759e21
1400,1.6740823472566444e21
1400,1.1805379036874955e21
1400,1.353232841146093e21
1400,2.12545836879464e21
1400,1.9398192042537507e21
1400,1.8201603636823164e21
1400,9.703523716543615e20
1400,2.0330163038202655e21
1400,1.088753011511365e21
1400,1.516911330253307e21
1400,1.3026676000350344e21
1400,8.962415311325785e20
1400,2.037357404247527e21
1400,1.372256023863653e21
1400,1.1436980456633443e21
1400,1.219098426002248e21
1400,1.304035053777941e21
1400,2.0950079132722292e21
1400,1.7597992695847382e21
