mass_keV,sensitivity_yr
1300,8.694827105928403e20
1300,9.695910951098109e20
1300,6.198742025311839e20
1300,1.2126965323534733e21
1300,1.6457264554293757e21
1300,1.9890011093139456e21
1300,8.21015505348058e20
1300,1.2356672698620861e21
1300,9.136624531146487e20
1300,1.223662974388556e21
1300,1.4113238443382903e21
1300,1.5837713451635284e21
1300,1.4865640618635014e21
1300,1.9526846162077758e21
1300,1.1684212738155066e21
1300,7.689122198467666e20
1300,1.7703450077732196e21
1300,1.2383930404496548e21
1300,9.520880343369139e20
1300,9.35022291360648e20
