mass_keV,sensitivity_yr
600,9.15703941835899e20
600,6.95254887709267e20
600,4.8645998124152934e20
600,1.2106925937976717e21
600,8.608654301962405e20
600,9.84907950345162e20
600,7.006998964839861e20
600,8.549207334442473e20
600,1.0146274870042979e21
600,5.497321358628985e20
600,6.797978026091766e20
600,5.948239185125143e20
600,3.179183653215135e20
600,4.750171555514358e20
600,8.772554310391199e20
600,7.781723070719678e20
600,7.665881461486951e20
600,6.245564650812323e20
600,4.8278602201278795e20
600,6.75567908915187e20
600,1.169438588795017e21
600,4.759399655398781e20
600,8.249320674564485e20
600,6.493329994263946e20
600,6.021670669213649e20
600,1.6390289489042082e22
600,3.633490456626003e20
600,6.417623108966764e20
600,1.1260065104589234e21
600,6.721648572494664e20
600,4.92478463140772e20
600,3.505457933189951e20
600,4.328295488342244e20
600,3.57199030789943e20
600,9.866923673392795e20
600,5.6973919142176214e20
600,5.197300750910061e20
600,5.958630465893631e20
600,7.338533585699495e20
600,7.428224101997065e20
600,7.529660001435441e20
600,6.561400865818452e20
600,6.589377421928886e20
600,6.333568296445967e20
600,8.393287352369703e20
600,6.351128150863636e20
600,6.441769626773122e20
600,5.8246374386947575e20
600,4.071611678922554e20
600,4.24795195407853e20
600,6.361230785005913e20
600,4.3236431151979613e20
600,1.429729413742369e21
600,6.631572847289227e20
600,5.637704691560508e20
600,6.58696082664326e20
600,8.121579530683445e20
600,7.994032179944852e20
600,4.8975948461747116e20
600,6.526036540900194e20
600,6.615276349856517e20
600,7.218311712415802e20
600,6.423802419678254e20
600,5.1101956533817154e20
600,3.5736487885156e20
600,4.423149358970911e20
600,8.807697569647977e20
600,7.075783274102977e20
600,4.3537049031403484e20
600,5.3657575490999615e20
600,5.6546016738149204e20
600,5.510866869141051e20
600,5.935920323286637e20
600,6.372527659836282e20
600,1.434680259309616e21
600,9.664381883645084e20
600,5.3294955710268945e20
600,6.57300878749276e20
600,4.341423622296348e20
600,5.5858574280920616e20
600,4.2020338037039235e20
600,6.015162273707126e20
600,3.7887843029730665e22
600,9.533023657385267e20
600,7.12099087136069e20
600,5.8724926483955247e20
600,1.0523989644964153e21
600,7.529589205956298e20
600,6.806230365114763e20
600,6.528938041627451e20
600,7.773283440719638e20
600,6.32827427681892e20
600,4.417781706467118e20
600,6.28216185373463e20
600,1.1105435606000332e21
600,4.055363941732582e20
600,6.549656081707763e20
600,3.8740034073770885e20
600,4.5921622199536805e20
600,3.283448026513166e20
600,5.882457790074629e20
600,6.313227256508512e20
600,1.044084274652168e21
600,3.212563918440188e20
600,4.503506703998719e20
600,4.8407855818826475e20
600,6.693535477043302e20
600,5.540060215320884e20
600,7.401855913839661e20
600,5.185048476132751e20
600,5.7425666263996373e20
600,1.2014694634474064e21
600,8.510137855902113e20
600,4.3851345576894195e20
600,4.4834559270648073e20
600,1.3043035480655944e22
600,4.3545062573592537e20
600,1.4562015511042282e21
600,5.9719127852036e20
600,6.963115854354249e20
600,5.2205372003536477e20
600,6.03809345285369e20
600,6.861507327494816e20
600,9.284163402091726e20
600,9.762716451886365e20
600,7.486125026145509e20
600,6.067991076347682e20
600,6.735817106614625e20
600,6.30207407252563e20
600,6.591386752389433e21
600,9.34049699316602e20
600,6.549091030348792e20
600,2.165204440955369e22
600,5.2083894497730396e20
600,6.166968600839086e20
600,1.1209174626347456e21
600,5.4719333070837075e20
600,1.336513266748446e21
600,6.081876146938274e20
600,7.310503787085432e20
600,6.505398028237064e20
600,3.857327164333534e20
600,6.339598002912134e20
600,5.203914771659736e20
600,7.914620066562243e20
600,1.330053331154773e21
600,9.856185716548529e20
600,7.094418652668337e20
600,6.71084204839409e20
600,5.0663677845912984e20
600,4.9371975490676634e20
600,4.740442462775012e20
600,8.990190018774997e20
600,6.456870233705183e20
600,9.250908545934615e20
600,1.1462326460318035e21
600,8.394660801337818e20
600,6.833623564885019e20
600,4.447908743122141e20
600,6.034966828053767e20
600,1.1629561315013885e21
600,6.75232466001218e20
600,8.575780669966633e20
600,1.0079369583617481e21
600,4.96468576345291e20
600,8.75441399938971e20
600,3.8982533240983604e20
600,6.193777062022648e20
600,3.634209858566883e20
600,5.493205209955079e20
600,1.7208226054550875e22
600,1.1006571943592467e21
600,6.091899497175885e20
600,1.0817116782338695e21
600,4.9578027365997275e20
600,4.861267667528546e20
600,5.069779171710643e20
600,6.152819477950384e20
600,8.680439311083593e20
600,4.185795337396902e20
600,6.819962549171596e20
600,7.912563387795454e20
600,7.192547913948303e20
600,5.177393394859632e20
600,3.71184651435659e20
600,9.084954816815707e20
600,4.954755364527086e20
600,9.5837522262082e20
600,8.201194161213381e20
600,8.488158931629193e20
600,6.780500956304055e20
600,1.0380133348945693e21
600,1.0365184426732103e21
600,6.39993405071893e20
600,9.083275376732723e20
600,7.37438027282008e20
600,1.0855088989308538e21
600,4.1739310993822233e20
600,9.230365444497007e20
600,9.738335661774659e20
600,8.769118273699729e20
600,8.99154791890382e20
600,5.961028672592394e20
600,4.2243285431225097e20
600,6.602912001398171e20
600,3.1718283445713476e20
600,1.1457771761969788e21
600,5.861666414771855e20
600,5.053871147095204e20
600,4.841435253053934e20
600,7.28609007004779e20
600,5.40183728894657e20
600,6.718559753924415e20
600,1.5279710836080147e21
600,6.516373166180747e20
600,5.33612721914367e20
600,9.008199280869359e20
600,7.087102724688017e20
600,8.465404483188337e20
600,5.508639457086398e20
600,7.693130589266864e20
600,5.969982088684212e20
600,1.2502776416315323e21
600,7.788075832065939e20
600,6.580359139117463e20
600,1.2196395908102132e21
600,1.0526734419609892e21
600,1.3663266437592106e21
600,7.490461385062773e20
600,5.183862491751062e20
600,8.533501992391847e20
600,8.867275622900601e20
600,1.3649954041906465e21
600,5.706194159378728e20
600,8.624422013129008e20
600,1.1956739172173289e21
600,9.329916151325307e21
600,5.407184154221008e20
600,1.0603020615137359e21
600,6.046917773119812e20
600,7.30550004078821e20
600,7.61383642933854e20
600,4.4311770350577556e20
600,4.8482718708765445e20
600,8.627730605640907e20
600,1.1835747364883975e21
600,4.868174856010073e20
600,8.960699117827179e20
600,8.329830769327551e20
600,8.076895193668101e20
600,7.194988704582063e20
600,6.428699985346484e20
600,9.080357968967991e20
