mass_keV,sensitivity_yr
700,1.7794640195658095e21
700,1.0816856561175702e21
700,7.991443572569645e20
700,1.2976818367284448e21
700,6.298560973109178e20
700,6.617600975436436e20
700,1.9763830817115144e21
700,1.8255934426543743e21
700,1.6427405261970407e21
700,1.7838656588179702e21
700,1.2024262654245022e21
700,1.098551869742684e21
700,1.1827982139993956e21
700,1.2241085924207176e21
700,9.719376432976446e20
700,9.857998885925013e20
700,8.886544308192076e20
700,1.4257402688347187e21
700,7.156139859539957e20
700,5.499091902479354e20
