tHalf,eff,best_roi
2.5933359178139654e22,0.1200518,"(phi = (0.9560013390844663, 180.0), sumE = (1156.0201236235446, 3486.87789982192), dy = (0.0, 300.0), dz = (0.0, 300.0), lPint = (9.692899243893923e-11, 13.073052471314695), lPext = (3.324177044120209e-9, 56.62813345005835))"
