tHalf,eff,best_roi
4.246110164713409e24,0.1759636,"(phi = (2.3229741888954183, 180.0), sumE = (2690.0912075508995, 3080.297851686695), dy = (0.0, 100.48578901213463), dz = (0.0, 104.48828224819842), lPint = (1.898615349303628e-11, 5.828966165465171), lPext = (0.3253983632424554, 50.22692752777015))"
