tHalf,eff,best_roi
1.5095883166139153e22,0.1102334,"(phi = (0.15854841674184225, 179.96943303347734), sumE = (300.0, 3262.8143353706464), dy = (0.0, 299.999999676821), dz = (0.0, 300.0), lPint = (5.611078750655796e-10, 8.757188810895922), lPext = (0.0, 99.661234608596))"
