tHalf,eff,best_roi
1.649779228415481e23,0.019935,"(phi = (0.0, 180.0), sumE = (2518.9466721892463, 3500.0), r = (0.0, 200.0), singleE = (0.0, 3491.4157483864788), dy = (0.0, 200.0), dz = (0.0, 200.0), lPint = (0.0, 2.7474184772300383), lPext = (0.0, 50.0), trackLength1 = (0.0, 3000.0), trackLength2 = (0.0, 3000.0))"
